Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2489,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23,1997,28,25,2175,24.2,0,2,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,1.6,2.1,0.02,0.06,0.09,0.02,0.09,Matches
2490,Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18,2002,15,10,1000,11.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.0,0.01,0.01,0.01,Matches
2491,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,24,1996,23,19,1819,20.2,1,0,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
2492,Leonardo Spinazzola,ITA,DF,Roma,Serie A,27,1993,27,25,2124,23.6,2,4,2,0,0,0,0,0.08,0.17,0.25,0.08,0.25,2.0,2.0,5.0,7.0,0.08,0.21,0.3,0.08,0.3,Matches
2493,Marco Sportiello,ITA,GK,Atalanta,Serie A,28,1992,15,13,1261,14.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2494,Mattia Sprocati,ITA,FW,Parma,Serie A,27,1993,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2495,Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23,1996,32,32,2880,32.0,0,1,0,0,0,4,0,0.0,0.03,0.03,0.0,0.03,2.0,2.0,0.2,2.2,0.06,0.01,0.07,0.06,0.07,Matches
2496,Benjamin Stambouli,FRA,"MF,DF",Schalke 04,Bundesliga,29,1990,24,22,1956,21.7,0,2,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.5,0.6,0.0,0.02,0.03,0.0,0.03,Matches
2497,Josip Stanišić,GER,DF,Bayern Munich,Bundesliga,20,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.16,0.0,0.16,0.16,0.16,Matches
2498,Niklas Stark,GER,"DF,MF",Hertha BSC,Bundesliga,25,1995,33,31,2793,31.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.2,0.03,0.01,0.04,0.03,0.04,Matches
2499,Renato Steffen,SUI,"FW,MF",Wolfsburg,Bundesliga,28,1991,21,19,1566,17.4,5,4,5,0,0,3,0,0.29,0.23,0.52,0.29,0.52,4.3,4.3,2.5,6.9,0.25,0.15,0.39,0.25,0.39,Matches
2500,Zack Steffen,USA,GK,Manchester City,Premier League,25,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2501,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,24,1996,23,14,1276,14.2,0,1,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
2502,Dale Stephens,ENG,MF,Burnley,Premier League,31,1989,7,3,261,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,Matches
2503,Jack Stephens,ENG,DF,Southampton,Premier League,26,1994,18,17,1537,17.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07,Matches
2504,Raheem Sterling,ENG,FW,Manchester City,Premier League,25,1994,31,28,2536,28.2,10,7,10,0,1,4,0,0.35,0.25,0.6,0.35,0.6,12.2,11.4,4.8,16.2,0.43,0.17,0.6,0.41,0.58,Matches
2505,Enda Stevens,IRL,DF,Sheffield Utd,Premier League,30,1990,30,30,2700,30.0,0,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,1.1,1.1,1.6,2.7,0.04,0.05,0.09,0.04,0.09,Matches
2506,Lars Stindl,GER,"MF,FW",M'Gladbach,Bundesliga,31,1988,30,23,1961,21.8,14,8,8,6,7,6,0,0.64,0.37,1.01,0.37,0.73,10.0,4.7,5.6,10.3,0.46,0.26,0.72,0.22,0.47,Matches
2507,Kevin Stöger,AUT,"MF,FW",Mainz 05,Bundesliga,26,1993,19,4,538,6.0,3,0,3,0,0,3,0,0.5,0.0,0.5,0.5,0.5,1.6,1.6,0.9,2.5,0.26,0.15,0.41,0.26,0.41,Matches
2508,John Stones,ENG,DF,Manchester City,Premier League,26,1994,22,22,1933,21.5,4,0,4,0,0,0,1,0.19,0.0,0.19,0.19,0.19,2.2,2.2,0.1,2.3,0.1,0.0,0.11,0.1,0.11,Matches
2509,Thomas Strakosha,ALB,GK,Lazio,Serie A,25,1995,9,9,810,9.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2510,Tobias Strobl,GER,MF,Augsburg,Bundesliga,30,1990,29,21,1846,20.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,0.03,0.04,0.07,0.03,0.07,Matches
2511,Kevin Strootman,NED,MF,Genoa,Serie A,30,1990,18,18,1314,14.6,0,4,0,0,0,7,0,0.0,0.27,0.27,0.0,0.27,0.5,0.5,2.4,2.8,0.03,0.16,0.19,0.03,0.19,Matches
2512,Kevin Strootman,NED,MF,Marseille,Ligue 1,30,1990,11,1,233,2.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.1,Matches
2513,Pascal Struijk,NED,"DF,MF",Leeds United,Premier League,20,1999,27,22,2075,23.1,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.1,0.01,0.11,0.1,0.11,Matches
2514,Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29,1991,33,30,2638,29.3,2,0,2,0,0,0,0,0.07,0.0,0.07,0.07,0.07,2.9,2.9,1.0,3.8,0.1,0.03,0.13,0.1,0.13,Matches
2515,Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27,1993,10,4,423,4.7,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
2516,Stefano Sturaro,ITA,MF,Genoa,Serie A,27,1993,6,6,445,4.9,1,0,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.08,0.04,0.12,0.08,0.12,Matches
2517,Damián Suárez,URU,DF,Getafe,La Liga,32,1988,31,28,2434,27.0,1,0,1,0,0,13,1,0.04,0.0,0.04,0.04,0.04,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04,Matches
2518,Denis Suárez,ESP,MF,Celta Vigo,La Liga,26,1994,35,34,2852,31.7,0,9,0,0,0,10,0,0.0,0.28,0.28,0.0,0.28,0.9,0.9,5.0,5.8,0.03,0.16,0.18,0.03,0.18,Matches
2519,Luis Suárez,URU,FW,Atlético Madrid,La Liga,33,1987,32,30,2508,27.9,21,3,18,3,3,6,0,0.75,0.11,0.86,0.65,0.75,15.6,13.3,3.3,16.6,0.56,0.12,0.68,0.48,0.59,Matches
2520,Marek Suchý,CZE,DF,Augsburg,Bundesliga,32,1988,5,3,305,3.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2521,Niklas Süle,GER,DF,Bayern Munich,Bundesliga,24,1995,20,16,1505,16.7,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,1.1,1.1,0.3,1.4,0.07,0.02,0.09,0.07,0.09,Matches
2522,Suso,ESP,FW,Sevilla,La Liga,26,1993,34,28,2210,24.6,3,4,3,0,0,2,0,0.12,0.16,0.29,0.12,0.29,2.1,2.1,4.5,6.6,0.09,0.18,0.27,0.09,0.27,Matches
2523,Bosko Sutalo,CRO,DF,Atalanta,Serie A,20,2000,7,3,233,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.06,0.06,0.0,0.06,Matches
2524,Mattias Svanberg,SWE,MF,Bologna,Serie A,21,1999,34,24,1852,20.6,5,2,5,0,0,8,1,0.24,0.1,0.34,0.24,0.34,4.0,4.0,2.5,6.5,0.2,0.12,0.32,0.2,0.32,Matches
2525,Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,20,2000,2,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2526,Issiaga Sylla,GUI,DF,Lens,Ligue 1,26,1994,20,13,1116,12.4,1,0,1,0,0,0,1,0.08,0.0,0.08,0.08,0.08,1.5,1.5,0.4,1.9,0.12,0.04,0.15,0.12,0.15,Matches
2527,Eddy Sylvestre,FRA,"FW,MF",Nice,Ligue 1,20,1999,4,1,97,1.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2528,Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,32,1987,18,8,733,8.1,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,2.1,2.1,0.6,2.7,0.26,0.07,0.33,0.26,0.33,Matches
2529,Wojciech Szczęsny,POL,GK,Juventus,Serie A,30,1990,30,30,2677,29.7,0,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches
2530,Frederik Sørensen,DEN,DF,Köln,Bundesliga,28,1992,3,1,99,1.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,Matches
2531,Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,24,1995,29,13,1443,16.0,5,3,5,0,1,2,0,0.31,0.19,0.5,0.31,0.5,6.4,5.7,2.2,7.9,0.4,0.14,0.54,0.35,0.49,Matches
2532,Tachi,ESP,DF,Alavés,La Liga,22,1997,12,8,850,9.4,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04,Matches
2533,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,24,1996,27,24,2219,24.7,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,0.8,0.8,0.1,1.0,0.03,0.01,0.04,0.03,0.04,Matches
2534,Waniss Taibi,FRA,MF,Angers,Ligue 1,18,2002,2,0,38,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
2535,Flavien Tait,FRA,"MF,FW",Rennes,Ligue 1,27,1993,23,16,1368,15.2,1,3,1,0,0,6,0,0.07,0.2,0.26,0.07,0.26,2.4,2.4,2.3,4.8,0.16,0.15,0.31,0.16,0.31,Matches
2536,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,26,1994,33,28,2304,25.6,1,0,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,1.7,1.7,1.9,3.5,0.07,0.07,0.14,0.07,0.14,Matches
2537,Japhet Tanganga,ENG,DF,Tottenham,Premier League,21,1999,6,6,487,5.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04,Matches
2538,Renato Tapia,PER,MF,Celta Vigo,La Liga,25,1995,32,32,2701,30.0,0,1,0,0,0,11,0,0.0,0.03,0.03,0.0,0.03,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06,Matches
2539,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,21,1999,31,29,2652,29.5,1,0,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,1.1,1.1,0.5,1.5,0.04,0.02,0.05,0.04,0.05,Matches
2540,Matt Targett,ENG,DF,Aston Villa,Premier League,24,1995,38,38,3404,37.8,0,2,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09,Matches
2541,James Tarkowski,ENG,DF,Burnley,Premier League,27,1992,36,36,3240,36.0,1,0,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09,Matches
2542,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,34,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2543,Percy Tau,RSA,"FW,MF",Brighton,Premier League,26,1994,3,1,103,1.1,0,1,0,0,0,0,0,0.0,0.87,0.87,0.0,0.87,0.0,0.0,0.3,0.3,0.0,0.27,0.27,0.0,0.27,Matches
2544,Niklas Tauer,GER,"MF,DF",Mainz 05,Bundesliga,19,2001,5,0,69,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
2545,Heriberto Tavares,POR,"MF,FW",Brest,Ligue 1,23,1997,4,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.73,0.0,0.73,0.73,0.73,Matches
2546,Sidnei Tavares,POR,MF,Leicester City,Premier League,18,2001,2,1,85,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,Matches
2547,Tomás Tavares,POR,"MF,DF",Alavés,La Liga,19,2001,3,0,65,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2548,Charlie Taylor,ENG,DF,Burnley,Premier League,26,1993,29,28,2426,27.0,0,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,1.8,1.8,0.0,0.07,0.07,0.0,0.07,Matches
2549,Neil Taylor,WAL,DF,Aston Villa,Premier League,31,1989,1,0,16,0.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2550,Allan Tchaptchet,FRA,DF,Southampton,Premier League,18,2001,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2551,Warren Tchimbembé,FRA,"MF,FW",Metz,Ligue 1,22,1998,15,4,495,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09,Matches
2552,Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,20,2000,36,36,3063,34.0,2,4,2,0,0,9,1,0.06,0.12,0.18,0.06,0.18,4.0,4.0,2.1,6.1,0.12,0.06,0.18,0.12,0.18,Matches
2553,Álvaro Tejero,ESP,DF,Eibar,La Liga,24,1996,2,1,110,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.16,0.18,0.03,0.18,Matches
2554,Nathan Tella,ENG,"FW,MF",Southampton,Premier League,21,1999,18,7,745,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31,Matches
2555,Alex Telles,BRA,DF,Manchester Utd,Premier League,27,1992,9,8,690,7.7,0,2,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17,Matches
2556,Andrés Tello,COL,"DF,MF",Benevento,Serie A,23,1996,17,2,413,4.6,1,0,1,0,0,3,0,0.22,0.0,0.22,0.22,0.22,0.4,0.4,0.0,0.5,0.09,0.01,0.1,0.09,0.1,Matches
2557,Cristian Tello,ESP,"FW,MF",Betis,La Liga,28,1991,29,12,1283,14.3,5,3,5,0,0,2,1,0.35,0.21,0.56,0.35,0.56,2.3,2.3,2.7,5.0,0.16,0.19,0.35,0.16,0.35,Matches
2558,Lino Tempelmann,GER,"MF,DF",Freiburg,Bundesliga,21,1999,10,2,270,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.01,0.06,0.06,0.06,Matches
2559,Hidde ter Avest,NED,DF,Udinese,Serie A,23,1997,6,4,351,3.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2560,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,28,1992,31,31,2790,31.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Matches
2561,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,30,1990,4,2,272,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2562,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,23,1997,34,30,2436,27.1,9,7,8,1,1,2,1,0.33,0.26,0.59,0.3,0.55,6.3,5.6,4.5,10.0,0.23,0.17,0.4,0.21,0.37,Matches
2563,Claudio Terzi,ITA,DF,Spezia,Serie A,36,1984,25,22,1869,20.8,1,1,1,0,0,9,1,0.05,0.05,0.1,0.05,0.1,0.3,0.3,0.1,0.4,0.02,0.0,0.02,0.02,0.02,Matches
2564,Kenny Tete,NED,DF,Fulham,Premier League,24,1995,22,18,1481,16.5,0,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11,Matches
2565,Kenny Tete,NED,DF,Lyon,Ligue 1,24,1995,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2566,Cedric Teuchert,GER,"FW,MF",Union Berlin,Bundesliga,23,1997,24,5,754,8.4,3,1,3,0,0,2,0,0.36,0.12,0.48,0.36,0.48,3.3,3.3,1.0,4.3,0.39,0.12,0.52,0.39,0.52,Matches
2567,Florian Thauvin,FRA,"FW,MF",Marseille,Ligue 1,27,1993,36,33,2732,30.4,8,8,8,0,2,5,0,0.26,0.26,0.53,0.26,0.53,9.8,8.3,9.0,17.3,0.32,0.3,0.62,0.27,0.57,Matches
2568,Malick Thiaw,GER,DF,Schalke 04,Bundesliga,18,2001,19,15,1452,16.1,1,0,1,0,0,5,1,0.06,0.0,0.06,0.06,0.06,0.5,0.5,0.1,0.5,0.03,0.0,0.03,0.03,0.03,Matches
2569,Jan Thielmann,GER,"FW,MF",Köln,Bundesliga,18,2002,24,9,1029,11.4,2,3,2,0,0,0,0,0.17,0.26,0.44,0.17,0.44,1.1,1.1,0.7,1.7,0.09,0.06,0.15,0.09,0.15,Matches
2570,Sada Thioub,SEN,"FW,MF",Angers,Ligue 1,25,1995,27,12,1256,14.0,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.5,1.5,2.1,3.6,0.1,0.15,0.26,0.1,0.26,Matches
2571,William Thomas Fish,ENG,DF,Manchester Utd,Premier League,17,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2572,Luke Thomas,ENG,DF,Leicester City,Premier League,19,2001,14,12,969,10.8,1,0,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches
2573,Romain Thomas,FRA,DF,Angers,Ligue 1,32,1988,34,34,3024,33.6,4,0,4,0,0,5,1,0.12,0.0,0.12,0.12,0.12,2.2,2.2,0.0,2.2,0.06,0.0,0.07,0.06,0.07,Matches
2574,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,26,1993,37,31,2624,29.2,5,1,5,0,0,8,1,0.17,0.03,0.21,0.17,0.21,6.4,6.4,4.7,11.2,0.22,0.16,0.38,0.22,0.38,Matches
2575,Erik Thommy,GER,"DF,FW",Stuttgart,Bundesliga,25,1994,8,3,313,3.5,0,2,0,0,0,0,0,0.0,0.58,0.58,0.0,0.58,0.5,0.5,0.9,1.3,0.13,0.25,0.38,0.13,0.38,Matches
2576,Morten Thorsby,NOR,MF,Sampdoria,Serie A,24,1996,33,29,2648,29.4,3,1,3,0,0,10,0,0.1,0.03,0.14,0.1,0.14,3.7,3.7,0.9,4.5,0.13,0.03,0.15,0.13,0.15,Matches
2577,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,22,1997,29,20,1731,19.2,8,3,8,0,0,3,1,0.42,0.16,0.57,0.42,0.57,7.8,7.8,2.0,9.8,0.4,0.1,0.51,0.4,0.51,Matches
2578,Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,19,2001,29,17,1494,16.6,2,0,2,0,0,3,0,0.12,0.0,0.12,0.12,0.12,0.8,0.8,0.3,1.1,0.05,0.02,0.07,0.05,0.07,Matches
2579,Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
2580,Youri Tielemans,BEL,MF,Leicester City,Premier League,23,1997,38,37,3357,37.3,6,4,4,2,2,6,0,0.16,0.11,0.27,0.11,0.21,4.5,3.0,3.3,6.3,0.12,0.09,0.21,0.08,0.17,Matches
2581,Kieran Tierney,SCO,DF,Arsenal,Premier League,23,1997,27,26,2299,25.5,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17,Matches
2582,Steffen Tigges,GER,FW,Dortmund,Bundesliga,22,1998,6,0,56,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.26,0.0,0.26,0.26,0.26,Matches
2583,Guus Til,NED,FW,Freiburg,Bundesliga,22,1997,7,1,125,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.23,0.03,0.26,0.23,0.26,Matches
2584,David Timor,ESP,"MF,DF",Getafe,La Liga,30,1989,30,15,1395,15.5,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,0.03,0.06,0.09,0.03,0.09,Matches
2585,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,20,1999,15,15,1330,14.8,1,0,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Matches
2586,Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,27,1992,35,34,2811,31.2,14,6,14,0,0,3,0,0.45,0.19,0.64,0.45,0.64,18.2,18.2,6.1,24.3,0.58,0.19,0.78,0.58,0.78,Matches
2587,Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25,1994,16,7,781,8.7,1,0,1,0,0,1,1,0.12,0.0,0.12,0.12,0.12,2.3,2.3,0.5,2.8,0.26,0.06,0.32,0.26,0.32,Matches
2588,Jeremy Toljan,GER,DF,Sassuolo,Serie A,25,1994,26,18,1490,16.6,0,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.5,0.5,1.0,1.5,0.03,0.06,0.09,0.03,0.09,Matches
2589,Rafael Tolói,ITA,DF,Atalanta,Serie A,29,1990,31,29,2537,28.2,2,0,2,0,0,9,0,0.07,0.0,0.07,0.07,0.07,3.5,3.5,0.9,4.4,0.12,0.03,0.16,0.12,0.16,Matches
2590,Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,21,1998,31,31,2715,30.2,2,0,2,0,0,4,0,0.07,0.0,0.07,0.07,0.07,1.2,1.2,0.5,1.7,0.04,0.02,0.06,0.04,0.06,Matches
2591,James Tomkins,ENG,DF,Crystal Palace,Premier League,31,1989,8,6,553,6.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matches
2592,Fikayo Tomori,ENG,DF,Chelsea,Premier League,22,1997,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2593,Fikayo Tomori,ENG,DF,Milan,Serie A,22,1997,17,16,1466,16.3,1,0,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06,0.4,0.4,0.0,0.4,0.03,0.0,0.03,0.03,0.03,Matches
2594,Sandro Tonali,ITA,MF,Milan,Serie A,20,2000,25,17,1330,14.8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,1.8,0.03,0.09,0.12,0.03,0.12,Matches
2595,Lorenzo Tonelli,ITA,DF,Sampdoria,Serie A,30,1990,23,21,1782,19.8,1,0,1,0,0,11,0,0.05,0.0,0.05,0.05,0.05,1.3,1.3,0.0,1.3,0.07,0.0,0.07,0.07,0.07,Matches
2596,Toño,ESP,DF,Levante,La Liga,30,1989,12,9,726,8.1,0,2,0,0,0,2,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.4,0.4,0.01,0.05,0.05,0.01,0.05,Matches
2597,Ömer Toprak,TUR,DF,Werder Bremen,Bundesliga,31,1989,26,24,1940,21.6,2,0,2,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.0,0.9,0.04,0.0,0.04,0.04,0.04,Matches
2598,Tyron Tormin,FRA,"MF,FW",Saint-Étienne,Ligue 1,19,2001,3,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
2599,Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,28,1992,6,1,170,1.9,1,0,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53,0.6,0.6,0.4,0.9,0.29,0.19,0.48,0.29,0.48,Matches
2600,Lucas Torreira,URU,"MF,FW",Atlético Madrid,La Liga,24,1996,19,3,518,5.8,1,0,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,0.2,0.2,0.6,0.8,0.04,0.1,0.14,0.04,0.14,Matches
2601,Ferrán Torres,ESP,"FW,MF",Manchester City,Premier League,20,2000,24,15,1306,14.5,7,2,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.5,0.37,0.5,Matches
2602,Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,25,1994,33,15,1400,15.6,0,3,0,0,0,2,0,0.0,0.19,0.19,0.0,0.19,0.8,0.8,1.7,2.5,0.05,0.11,0.16,0.05,0.16,Matches
