Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1667,Tony Mauricio,FRA,MF,Lens,Ligue 1,26,1994,26,2,502,5.6,0,4,0,0,0,3,0,0.0,0.72,0.72,0.0,0.72,0.7,0.7,1.4,2.0,0.12,0.24,0.36,0.12,0.36,Matches
1668,Stephy Mavididi,ENG,"FW,MF",Montpellier,Ligue 1,22,1998,35,23,2030,22.6,9,0,9,0,1,3,0,0.4,0.0,0.4,0.4,0.4,5.7,4.9,1.2,6.1,0.25,0.05,0.3,0.22,0.27,Matches
1669,Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,22,1997,21,19,1463,16.3,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.3,1.7,0.09,0.02,0.1,0.09,0.1,Matches
1670,Eric Maxim Choupo-Moting,CMR,"FW,MF",Bayern Munich,Bundesliga,31,1989,22,8,820,9.1,3,0,3,0,0,2,0,0.33,0.0,0.33,0.33,0.33,3.2,3.2,1.6,4.8,0.35,0.17,0.52,0.35,0.52,Matches
1671,Borja Mayoral,ESP,FW,Roma,Serie A,23,1997,31,18,1551,17.2,10,3,10,0,0,1,0,0.58,0.17,0.75,0.58,0.75,8.3,8.3,1.7,10.0,0.48,0.1,0.58,0.48,0.58,Matches
1672,Borja Mayoral,ESP,FW,Real Madrid,La Liga,23,1997,2,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1673,Youssef Maziz,FRA,"MF,FW",Metz,Ligue 1,22,1998,11,2,257,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.9,0.14,0.16,0.3,0.14,0.3,Matches
1674,Antonio Mazzotta,ITA,DF,Crotone,Serie A,30,1989,2,1,56,0.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1675,Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,25,1995,22,19,1642,18.2,0,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,1.2,1.7,0.03,0.07,0.1,0.03,0.1,Matches
1676,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,21,1998,31,27,2380,26.4,27,7,21,6,6,5,0,1.02,0.26,1.29,0.79,1.06,24.6,20.1,4.6,24.7,0.93,0.18,1.11,0.76,0.93,Matches
1677,Ibrahima Mbaye,SEN,DF,Bologna,Serie A,25,1994,8,5,428,4.8,1,0,1,0,0,2,0,0.21,0.0,0.21,0.21,0.21,0.5,0.5,0.0,0.6,0.11,0.01,0.12,0.11,0.12,Matches
1678,Jean-Manuel Mbom,GER,"MF,DF",Werder Bremen,Bundesliga,20,2000,21,15,1160,12.9,0,1,0,0,0,7,0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,0.6,1.1,0.04,0.04,0.09,0.04,0.09,Matches
1679,Nathanael Mbuku,FRA,"MF,FW",Reims,Ligue 1,18,2002,32,28,2210,24.6,4,1,4,0,0,3,0,0.16,0.04,0.2,0.16,0.2,3.3,3.3,2.5,5.8,0.14,0.1,0.24,0.14,0.24,Matches
1680,James McArthur,SCO,MF,Crystal Palace,Premier League,32,1987,18,17,1466,16.3,0,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.2,0.2,0.9,1.1,0.01,0.05,0.07,0.01,0.07,Matches
1681,Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,24,1996,23,12,1324,14.7,1,0,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,3.1,3.1,1.1,4.1,0.21,0.07,0.28,0.21,0.28,Matches
1682,Alex McCarthy,ENG,GK,Southampton,Premier League,30,1989,30,30,2700,30.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1683,James McCarthy,IRL,MF,Crystal Palace,Premier League,29,1990,16,10,821,9.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.03,0.03,0.0,0.03,Matches
1684,John McGinn,SCO,MF,Aston Villa,Premier League,25,1994,37,37,3330,37.0,3,5,3,0,0,12,0,0.08,0.14,0.22,0.08,0.22,2.2,2.2,3.0,5.3,0.06,0.08,0.14,0.06,0.14,Matches
1685,David McGoldrick,IRL,"FW,MF",Sheffield Utd,Premier League,32,1987,35,28,2397,26.6,8,1,8,0,0,7,0,0.3,0.04,0.34,0.3,0.34,7.1,7.1,1.3,8.3,0.26,0.05,0.31,0.26,0.31,Matches
1686,Weston McKennie,USA,MF,Juventus,Serie A,21,1998,34,18,1702,18.9,5,2,5,0,0,5,0,0.26,0.11,0.37,0.26,0.37,4.2,4.2,2.8,6.9,0.22,0.15,0.37,0.22,0.37,Matches
1687,Dwight McNeil,ENG,MF,Burnley,Premier League,20,1999,36,34,3069,34.1,2,5,2,0,0,1,0,0.06,0.15,0.21,0.06,0.21,1.1,1.1,6.5,7.6,0.03,0.19,0.22,0.03,0.22,Matches
1688,Scott McTominay,SCO,MF,Manchester Utd,Premier League,23,1996,32,24,2129,23.7,4,1,4,0,0,3,0,0.17,0.04,0.21,0.17,0.21,2.1,2.1,0.9,3.1,0.09,0.04,0.13,0.09,0.13,Matches
1689,Gary Medel,CHI,"DF,MF",Bologna,Serie A,32,1987,11,6,511,5.7,0,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04,Matches
1690,Facundo Medina,ARG,DF,Lens,Ligue 1,21,1999,24,23,2007,22.3,2,0,2,0,0,11,0,0.09,0.0,0.09,0.09,0.09,0.8,0.8,0.3,1.2,0.04,0.02,0.05,0.04,0.05,Matches
1691,Nathan de Medina,BEL,DF,Arminia,Bundesliga,22,1997,16,7,639,7.1,0,1,0,0,0,5,1,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.6,0.6,0.0,0.08,0.08,0.0,0.08,Matches
1692,Ben Mee,ENG,DF,Burnley,Premier League,30,1989,30,30,2693,29.9,2,0,2,0,0,3,0,0.07,0.0,0.07,0.07,0.07,1.6,1.6,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches
1693,Joshua Mees,GER,FW,Union Berlin,Bundesliga,24,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.02,0.0,2.02,2.02,2.02,Matches
1694,Admir Mehmedi,SUI,"MF,FW",Wolfsburg,Bundesliga,29,1991,18,8,820,9.1,0,2,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,0.9,0.9,2.0,2.9,0.09,0.22,0.31,0.09,0.31,Matches
1695,Soualiho Meïté,FRA,MF,Torino,Serie A,26,1994,14,11,920,10.2,1,1,1,0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.6,0.6,0.3,0.9,0.06,0.03,0.09,0.06,0.09,Matches
1696,Soualiho Meïté,FRA,MF,Milan,Serie A,26,1994,16,4,588,6.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.06,0.06,0.12,0.06,0.12,Matches
1697,Hannibal Mejbri,FRA,MF,Manchester Utd,Premier League,17,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1698,Farid El Melali,ALG,"FW,MF",Angers,Ligue 1,23,1997,17,4,414,4.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.4,0.3,0.02,0.31,0.3,0.31,Matches
1699,Filippo Melegoni,ITA,"MF,DF",Genoa,Serie A,21,1999,14,3,389,4.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.09,0.1,0.19,0.09,0.19,Matches
1700,Gonzalo Melero,ESP,"MF,FW",Levante,La Liga,26,1994,29,21,1853,20.6,7,1,7,0,0,4,0,0.34,0.05,0.39,0.34,0.39,3.1,3.1,1.7,4.8,0.15,0.08,0.23,0.15,0.23,Matches
1701,Birger Meling,NOR,DF,Nîmes,Ligue 1,25,1994,26,26,2328,25.9,2,3,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,0.8,0.8,2.5,3.3,0.03,0.1,0.13,0.03,0.13,Matches
1702,Arthur Melo,BRA,MF,Juventus,Serie A,23,1996,22,13,1157,12.9,1,0,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,0.2,0.2,0.9,1.0,0.01,0.07,0.08,0.01,0.08,Matches
1703,Houboulang Mendes,FRA,DF,Lorient,Ligue 1,22,1998,17,15,1297,14.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
1704,Pedro Mendes,POR,DF,Montpellier,Ligue 1,29,1990,22,19,1626,18.1,2,0,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11,0.9,0.9,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches
1705,Thiago Mendes,BRA,MF,Lyon,Ligue 1,28,1992,32,23,2243,24.9,0,1,0,0,0,5,1,0.0,0.04,0.04,0.0,0.04,1.6,1.6,1.6,3.2,0.07,0.06,0.13,0.07,0.13,Matches
1706,Brais Méndez,ESP,"MF,FW",Celta Vigo,La Liga,23,1997,34,30,2671,29.7,9,0,8,1,1,8,0,0.3,0.0,0.3,0.27,0.27,7.5,6.7,2.0,8.7,0.25,0.07,0.32,0.23,0.29,Matches
1707,Édgar Méndez,ESP,"MF,FW",Alavés,La Liga,30,1990,33,26,2090,23.2,5,1,5,0,0,12,1,0.22,0.04,0.26,0.22,0.26,5.4,5.4,1.4,6.9,0.23,0.06,0.3,0.23,0.3,Matches
1708,Eñaut Mendía,ESP,FW,Eibar,La Liga,21,1999,1,1,61,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
1709,Batista Mendy,FRA,MF,Nantes,Ligue 1,20,2000,2,0,76,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1710,Benjamin Mendy,FRA,DF,Manchester City,Premier League,26,1994,13,11,953,10.6,2,1,2,0,0,2,0,0.19,0.09,0.28,0.19,0.28,0.4,0.4,0.4,0.9,0.04,0.04,0.08,0.04,0.08,Matches
1711,Edouard Mendy,SEN,GK,Chelsea,Premier League,28,1992,31,31,2745,30.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1712,Edouard Mendy,SEN,GK,Rennes,Ligue 1,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,Matches
1713,Ferland Mendy,FRA,DF,Real Madrid,La Liga,25,1995,26,24,2208,24.5,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,0.6,0.6,1.7,2.3,0.02,0.07,0.09,0.02,0.09,Matches
1714,Nampalys Mendy,SEN,MF,Leicester City,Premier League,28,1992,23,15,1459,16.2,0,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,0.4,0.4,0.01,0.02,0.03,0.01,0.03,Matches
1715,Hamza Mendyl,MAR,FW,Schalke 04,Bundesliga,22,1997,3,1,95,1.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,Matches
1716,Levent Mercan,GER,FW,Schalke 04,Bundesliga,19,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1717,Jorge Meré,ESP,DF,Köln,Bundesliga,23,1997,16,14,1300,14.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,Matches
1718,Alex Meret,ITA,GK,Napoli,Serie A,23,1997,22,22,1980,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches
1719,Mikel Merino,ESP,MF,Real Sociedad,La Liga,24,1996,26,25,2154,23.9,2,4,2,0,0,5,0,0.08,0.17,0.25,0.08,0.25,3.7,3.7,2.1,5.8,0.16,0.09,0.24,0.16,0.24,Matches
1720,Martín Merquelanz,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,13,4,549,6.1,0,1,0,0,0,0,0,0.0,0.16,0.16,0.0,0.16,1.1,1.1,1.8,2.9,0.19,0.29,0.47,0.19,0.47,Matches
1721,Yıldırım Mert Çetin,TUR,DF,Hellas Verona,Serie A,23,1997,6,4,418,4.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
1722,Dries Mertens,BEL,"FW,MF",Napoli,Serie A,33,1987,29,18,1459,16.2,9,8,9,0,0,2,0,0.56,0.49,1.05,0.56,1.05,5.3,5.3,3.7,9.0,0.32,0.23,0.56,0.32,0.56,Matches
1723,Roque Mesa,ESP,MF,Valladolid,La Liga,31,1989,25,21,1761,19.6,1,0,0,1,1,4,1,0.05,0.0,0.05,0.0,0.0,1.7,0.9,1.1,2.0,0.08,0.06,0.14,0.05,0.1,Matches
1724,Illan Meslier,FRA,GK,Leeds United,Premier League,20,2000,35,35,3150,35.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches
1725,Lionel Messi,ARG,"FW,MF",Barcelona,La Liga,33,1987,35,33,3023,33.6,30,9,27,3,5,4,0,0.89,0.27,1.16,0.8,1.07,23.6,19.4,10.8,30.3,0.7,0.32,1.02,0.58,0.9,Matches
1726,Junior Messias,BRA,"MF,FW",Crotone,Serie A,29,1991,36,36,3215,35.7,9,4,9,0,0,6,0,0.25,0.11,0.36,0.25,0.36,7.5,7.5,2.9,10.4,0.21,0.08,0.29,0.21,0.29,Matches
1727,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,28,1991,21,17,1472,16.4,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.7,2.6,0.06,0.1,0.16,0.06,0.16,Matches
1728,Mexer,MOZ,DF,Bordeaux,Ligue 1,31,1988,9,8,712,7.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
1729,Max Meyer,GER,MF,Köln,Bundesliga,24,1995,10,3,351,3.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,0.24,0.01,0.26,0.24,0.26,Matches
1730,Omenuke Mfulu,COD,MF,Elche,La Liga,26,1994,20,9,789,8.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches
1731,Míchel,ESP,MF,Valladolid,La Liga,32,1988,22,10,946,10.5,2,0,2,0,0,3,0,0.19,0.0,0.19,0.19,0.19,0.6,0.6,0.8,1.3,0.05,0.07,0.13,0.05,0.13,Matches
1732,Jonas Michel Dirkner,GER,MF,Hertha BSC,Bundesliga,18,2002,1,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1733,Jonas Michelbrink,GER,MF,Hertha BSC,Bundesliga,19,2001,2,0,39,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1734,Clément Michelin,FRA,DF,Lens,Ligue 1,23,1997,26,13,1154,12.8,0,4,0,0,0,3,2,0.0,0.31,0.31,0.0,0.31,0.3,0.3,3.2,3.5,0.03,0.25,0.27,0.03,0.27,Matches
1735,Edouard Michut,FRA,MF,Paris S-G,Ligue 1,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1736,Petar Mićin,SRB,MF,Udinese,Serie A,21,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1737,Florian Miguel,FRA,DF,Nîmes,Ligue 1,23,1996,21,18,1538,17.1,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.3,0.07,0.0,0.08,0.07,0.08,Matches
1738,Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,20,2000,16,4,698,7.8,3,0,3,0,0,2,0,0.39,0.0,0.39,0.39,0.39,2.6,2.6,0.7,3.3,0.34,0.09,0.43,0.34,0.43,Matches
1739,Nikola Milenković,SRB,DF,Fiorentina,Serie A,22,1997,34,34,3034,33.7,3,1,3,0,0,7,1,0.09,0.03,0.12,0.09,0.12,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09,Matches
1740,Arkadiusz Milik,POL,FW,Marseille,Ligue 1,26,1994,15,14,1220,13.6,9,1,6,3,3,2,0,0.66,0.07,0.74,0.44,0.52,8.5,6.2,1.2,7.4,0.63,0.09,0.71,0.46,0.55,Matches
1741,Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,25,1995,32,32,2746,30.5,8,9,8,0,0,4,0,0.26,0.29,0.56,0.26,0.56,5.7,5.7,6.4,12.1,0.19,0.21,0.4,0.19,0.4,Matches
1742,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,23,1997,5,5,450,5.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1743,Éder Militão,BRA,DF,Real Madrid,La Liga,22,1998,14,13,1133,12.6,1,0,1,0,0,3,1,0.08,0.0,0.08,0.08,0.08,1.1,1.1,0.0,1.1,0.09,0.0,0.09,0.09,0.09,Matches
1744,Luka Milivojević,SRB,MF,Crystal Palace,Premier League,29,1991,31,27,2359,26.2,1,1,0,1,2,8,1,0.04,0.04,0.08,0.0,0.04,2.3,0.8,1.3,2.1,0.09,0.05,0.14,0.03,0.08,Matches
1745,Luis Milla,ESP,MF,Granada,La Liga,25,1994,16,14,1253,13.9,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,2.1,2.6,0.04,0.15,0.19,0.04,0.19,Matches
1746,Pere Milla,ESP,"FW,MF",Elche,La Liga,27,1992,32,22,1981,22.0,4,3,4,0,0,6,0,0.18,0.14,0.32,0.18,0.32,5.6,5.6,1.7,7.3,0.25,0.08,0.33,0.25,0.33,Matches
1747,Alejandro Millán,ESP,FW,Villarreal,La Liga,20,1999,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1748,Vincenzo Millico,ITA,"FW,MF",Torino,Serie A,19,2000,3,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
1749,Enzo Millot,FRA,MF,Monaco,Ligue 1,18,2002,2,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.25,0.0,0.25,0.25,0.25,Matches
1750,James Milner,ENG,"MF,DF",Liverpool,Premier League,34,1986,26,11,1070,11.9,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,1.2,1.7,0.04,0.1,0.14,0.04,0.14,Matches
1751,Santi Mina,ESP,FW,Celta Vigo,La Liga,24,1995,34,29,2412,26.8,12,3,11,1,1,4,0,0.45,0.11,0.56,0.41,0.52,8.8,8.0,1.5,9.5,0.33,0.05,0.38,0.3,0.35,Matches
1752,Yerry Mina,COL,DF,Everton,Premier League,25,1994,24,23,1937,21.5,2,0,2,0,0,2,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.06,0.0,0.06,0.06,0.06,Matches
1753,Takumi Minamino,JPN,"MF,FW",Southampton,Premier League,25,1995,10,9,711,7.9,2,0,2,0,0,1,0,0.25,0.0,0.25,0.25,0.25,1.2,1.2,0.5,1.7,0.15,0.07,0.22,0.15,0.22,Matches
1754,Takumi Minamino,JPN,"MF,FW",Liverpool,Premier League,25,1995,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0.0,0.31,0.31,0.31,0.7,0.7,0.0,0.7,0.2,0.0,0.2,0.2,0.2,Matches
1755,Tyrone Mings,ENG,DF,Aston Villa,Premier League,27,1993,36,36,3194,35.5,2,2,2,0,0,6,1,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.6,2.5,0.05,0.02,0.07,0.05,0.07,Matches
1756,Óscar Mingueza,ESP,DF,Barcelona,La Liga,21,1999,27,23,1901,21.1,2,2,2,0,0,4,0,0.09,0.09,0.19,0.09,0.19,1.0,1.0,1.0,2.0,0.05,0.05,0.09,0.05,0.09,Matches
1757,Rafa Mir,ESP,FW,Huesca,La Liga,23,1997,38,32,2877,32.0,13,1,11,2,3,2,0,0.41,0.03,0.44,0.34,0.38,13.6,11.4,1.8,13.2,0.43,0.06,0.48,0.36,0.41,Matches
1758,Jorge Miramón,ESP,DF,Levante,La Liga,31,1989,26,19,1732,19.2,0,3,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,0.7,0.7,1.3,2.0,0.04,0.07,0.1,0.04,0.1,Matches
1759,Aleksei Miranchuk,RUS,"FW,MF",Atalanta,Serie A,24,1995,25,4,675,7.5,4,2,4,0,0,0,0,0.53,0.27,0.8,0.53,0.8,1.8,1.8,2.5,4.4,0.24,0.34,0.58,0.24,0.58,Matches
1760,Juan Miranda,ESP,DF,Betis,La Liga,20,2000,22,18,1652,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.6,0.6,1.3,1.9,0.03,0.07,0.1,0.03,0.1,Matches
1761,Antonio Mirante,ITA,GK,Roma,Serie A,37,1983,13,13,1153,12.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1762,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,20,1999,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04,Matches
1763,Aleksandar Mitrović,SRB,FW,Fulham,Premier League,25,1994,27,13,1402,15.6,3,3,2,1,2,3,0,0.19,0.19,0.39,0.13,0.32,6.5,5.0,2.6,7.6,0.42,0.17,0.59,0.32,0.49,Matches
1764,Stefan Mitrović,SRB,DF,Strasbourg,Ligue 1,30,1990,32,31,2784,30.9,2,0,2,0,0,3,1,0.06,0.0,0.06,0.06,0.06,0.8,0.8,0.0,0.8,0.03,0.0,0.03,0.03,0.03,Matches
1765,Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,23,1997,27,22,1797,20.0,0,2,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,0.8,0.8,1.9,2.7,0.04,0.09,0.14,0.04,0.14,Matches
1766,Henrikh Mkhitaryan,ARM,"FW,MF",Roma,Serie A,31,1989,34,30,2745,30.5,13,10,12,1,1,2,0,0.43,0.33,0.75,0.39,0.72,12.2,11.5,9.0,20.5,0.4,0.3,0.7,0.38,0.67,Matches
1767,Jakub Moder,POL,"DF,MF",Brighton,Premier League,21,1999,12,7,647,7.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.0,0.12,0.02,0.14,0.12,0.14,Matches
1768,Anthony Modeste,FRA,FW,Saint-Étienne,Ligue 1,32,1988,7,3,293,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,0.26,0.04,0.3,0.26,0.3,Matches
1769,Anthony Modeste,FRA,"FW,MF",Köln,Bundesliga,32,1988,8,1,221,2.5,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.0,1.1,0.73,0.01,0.74,0.42,0.43,Matches
1770,Luka Modrić,CRO,MF,Real Madrid,La Liga,34,1985,35,32,2733,30.4,5,3,5,0,0,4,0,0.16,0.1,0.26,0.16,0.26,2.7,2.7,4.2,7.0,0.09,0.14,0.23,0.09,0.23,Matches
1771,Terem Moffi,NGA,FW,Lorient,Ligue 1,21,1999,32,26,2073,23.0,14,2,13,1,1,2,0,0.61,0.09,0.69,0.56,0.65,12.5,11.7,3.9,15.7,0.54,0.17,0.71,0.51,0.68,Matches
1772,Kevin Möhwald,GER,MF,Werder Bremen,Bundesliga,27,1993,27,17,1555,17.3,5,1,5,0,0,4,1,0.29,0.06,0.35,0.29,0.35,1.3,1.3,1.0,2.3,0.08,0.06,0.13,0.08,0.13,Matches
1773,Niklas Moisander,FIN,DF,Werder Bremen,Bundesliga,34,1985,18,12,1222,13.6,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1774,Dion Moise Sahi,CIV,"FW,MF",Strasbourg,Ligue 1,18,2001,6,0,94,1.0,1,0,1,0,0,0,0,0.96,0.0,0.96,0.96,0.96,0.4,0.4,0.0,0.4,0.35,0.01,0.37,0.35,0.37,Matches
1775,Johan Mojica,COL,"DF,FW",Atalanta,Serie A,27,1992,11,3,299,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.09,0.11,0.03,0.11,Matches
1776,Johan Mojica,COL,DF,Elche,La Liga,27,1992,17,14,1204,13.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.01,0.05,0.06,0.01,0.06,Matches
1777,Guillem Molina,ESP,DF,Valencia,La Liga,20,2000,2,1,153,1.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1778,Jorge Molina,ESP,"FW,MF",Granada,La Liga,38,1982,33,17,1615,17.9,8,2,8,0,1,3,0,0.45,0.11,0.56,0.45,0.56,5.0,4.3,2.2,6.5,0.28,0.12,0.4,0.24,0.36,Matches
1779,Nahuel Molina,ARG,DF,Udinese,Serie A,22,1997,29,18,1828,20.3,2,5,2,0,0,1,0,0.1,0.25,0.34,0.1,0.34,1.6,1.6,2.5,4.1,0.08,0.12,0.2,0.08,0.2,Matches
1780,Salvatore Molina,ITA,"MF,DF",Crotone,Serie A,28,1992,29,28,2315,25.7,1,4,1,0,0,1,0,0.04,0.16,0.19,0.04,0.19,0.7,0.7,2.7,3.5,0.03,0.11,0.14,0.03,0.14,Matches
