Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2685,Nikolai Rehnen,GER,GK,Arminia,Bundesliga,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2686,Bobby Reid,JAM,"MF,DF",Fulham,Premier League,27,1993,33,2372,72,69.4,26.4,28,82,14,5,17,2,0.82,20,32,-12,-0.46,0.75,27.6,36.5,-8.9,-0.34,-0.03,Matches
2687,Pepe Reina,ESP,GK,Lazio,Serie A,37,1982,29,2610,90,76.3,29.0,29,90,29,0,0,9,1.97,53,41,12,0.41,1.08,45.1,37.2,7.9,0.27,-0.19,Matches
2688,Jeff Reine-Adélaïde,FRA,"MF,FW",Nice,Ligue 1,22,1998,14,1058,76,30.9,11.8,12,84,9,2,28,0,0.93,10,15,-5,-0.43,-0.5,14.4,14.7,-0.3,-0.03,0.15,Matches
2689,Jeff Reine-Adélaïde,FRA,FW,Lyon,Ligue 1,22,1998,1,24,24,0.7,0.3,0,0,0,1,24,0,3.0,0,0,0,0.0,-1.01,0.8,0.0,0.8,2.89,1.82,Matches
2690,Reinier,BRA,"MF,FW",Dortmund,Bundesliga,18,2002,14,257,18,8.4,2.9,1,78,0,13,14,13,1.79,6,7,-1,-0.35,-1.31,7.2,5.2,2.0,0.7,-0.15,Matches
2691,Francisco Reis Ferreira,POR,DF,Valencia,La Liga,23,1997,3,181,60,5.3,2.0,2,90,2,1,1,14,1.0,1,3,-2,-0.99,-0.97,1.0,2.2,-1.2,-0.61,-0.36,Matches
2692,Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,18,2002,2,60,30,2.0,0.7,1,59,0,1,1,10,3.0,2,2,0,0.0,-0.24,1.7,1.8,-0.1,-0.08,-0.4,Matches
2693,Karim Rekik,NED,DF,Sevilla,La Liga,25,1994,11,653,59,19.1,7.3,6,82,4,5,33,24,2.27,10,4,6,0.83,0.37,7.3,6.3,1.0,0.14,-0.35,Matches
2694,Karim Rekik,NED,DF,Hertha BSC,Bundesliga,25,1994,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2695,Álex Remiro,ESP,GK,Real Sociedad,La Liga,25,1995,38,3420,90,100.0,38.0,38,90,38,0,0,0,1.63,59,38,21,0.55,0.0,60.4,36.6,23.8,0.63,0.0,Matches
2696,Panagiotis Retsos,GRE,DF,Saint-Étienne,Ligue 1,21,1998,4,272,68,8.0,3.0,4,68,2,0,0,2,0.25,2,7,-5,-1.65,-1.45,2.9,5.3,-2.4,-0.79,-0.86,Matches
2697,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,31,1989,32,2279,71,74.5,25.3,27,80,7,5,23,1,1.94,58,29,29,1.15,1.15,52.1,27.4,24.7,0.98,0.56,Matches
2698,Elvis Rexhbeçaj,GER,"MF,FW",Köln,Bundesliga,22,1997,30,1833,61,59.9,20.4,20,81,8,10,21,3,1.0,20,36,-16,-0.79,-0.05,20.5,32.9,-12.5,-0.61,-0.35,Matches
2699,Oriol Rey,ESP,MF,Valladolid,La Liga,22,1998,1,15,15,0.4,0.2,0,0,0,1,15,11,0.0,1,0,1,6.0,6.63,0.8,0.1,0.7,4.48,4.89,Matches
2700,Gio Reyna,USA,"FW,MF",Dortmund,Bundesliga,17,2002,32,1976,62,64.6,22.0,23,80,9,9,16,0,1.97,44,31,13,0.59,-0.74,43.8,25.3,18.5,0.84,0.03,Matches
2701,Baptiste Reynet,FRA,GK,Nîmes,Ligue 1,29,1990,38,3420,90,100.0,38.0,38,90,38,0,0,0,0.92,40,71,-31,-0.82,0.0,41.5,64.9,-23.5,-0.62,0.0,Matches
2702,Bryan Reynolds,USA,DF,Roma,Serie A,19,2001,5,283,57,8.3,3.1,3,69,0,2,38,8,1.4,5,2,3,0.95,0.75,5.7,5.5,0.2,0.06,-0.44,Matches
2703,Jean-Pierre Rhyner,SUI,DF,Cádiz,La Liga,24,1996,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2704,Franck Ribéry,FRA,FW,Fiorentina,Serie A,37,1983,29,2149,74,62.8,23.9,28,76,5,1,33,1,1.0,30,32,-2,-0.08,0.62,28.2,30.6,-2.4,-0.1,0.43,Matches
2705,Ricard,ESP,DF,Atlético Madrid,La Liga,20,2000,1,30,30,0.9,0.3,0,0,0,1,30,11,0.0,0,1,-1,-3.0,-4.14,0.9,0.4,0.5,1.59,1.09,Matches
2706,Federico Ricci,ITA,FW,Sassuolo,Serie A,26,1994,1,4,4,0.1,0.0,0,0,0,1,4,4,3.0,0,0,0,0.0,-0.21,0.0,0.2,-0.2,-5.05,-5.17,Matches
2707,Giacomo Ricci,ITA,DF,Parma,Serie A,23,1996,3,67,22,2.0,0.7,0,0,0,3,22,9,0.33,0,3,-3,-4.03,-2.93,0.2,3.6,-3.3,-4.49,-4.0,Matches
2708,Matteo Ricci,ITA,MF,Spezia,Serie A,26,1994,29,2229,77,65.2,24.8,26,83,18,3,25,3,1.03,28,51,-23,-0.93,-1.16,25.0,44.6,-19.7,-0.79,-0.59,Matches
2709,Jacopo Ricco,ITA,GK,Fiorentina,Serie A,17,2003,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2710,Declan Rice,ENG,MF,West Ham,Premier League,21,1999,32,2879,90,84.2,32.0,32,90,31,0,0,0,1.75,52,37,15,0.47,0.47,46.9,37.4,9.5,0.3,0.92,Matches
2711,Chris Richards,USA,DF,Hoffenheim,Bundesliga,20,2000,11,944,86,30.8,10.5,11,86,8,0,0,1,1.18,13,13,0,0.0,0.09,11.8,11.9,-0.1,-0.01,0.06,Matches
2712,Chris Richards,USA,DF,Bayern Munich,Bundesliga,20,2000,3,89,30,2.9,1.0,1,64,0,2,13,8,2.33,3,1,2,2.02,0.42,1.8,0.9,0.9,0.94,-0.09,Matches
2713,Lewis Richards,IRL,DF,Wolves,Premier League,18,2001,0,0,0,0.0,0.0,0,0,0,0,0,10,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2714,Lewis Richardson,ENG,"FW,MF",Burnley,Premier League,17,2003,2,4,2,0.1,0.0,0,0,0,2,2,7,0.0,0,0,0,0.0,0.58,0.0,0.8,-0.7,-16.66,-16.2,Matches
2715,Richarlison,BRA,FW,Everton,Premier League,23,1997,34,2861,84,83.7,31.8,33,86,21,1,15,0,1.65,40,38,2,0.06,0.55,41.5,41.8,-0.2,-0.01,0.63,Matches
2716,Marco Richter,GER,"FW,MF",Augsburg,Bundesliga,22,1997,29,1416,49,46.3,15.7,16,74,3,13,17,1,0.9,15,27,-12,-0.76,-0.43,16.7,27.8,-11.1,-0.7,-0.25,Matches
2717,Mikel Rico,ESP,MF,Huesca,La Liga,35,1984,32,2183,68,63.8,24.3,27,76,4,5,24,1,1.0,22,30,-8,-0.33,0.47,22.6,28.1,-5.5,-0.23,0.02,Matches
2718,Sergio Rico,ESP,GK,Paris S-G,Ligue 1,26,1993,10,810,81,23.7,9.0,8,90,8,2,45,26,2.2,22,9,13,1.44,-0.11,23.4,10.2,13.2,1.47,0.37,Matches
2719,Julian Rieckmann,GER,DF,Werder Bremen,Bundesliga,19,2000,0,0,0,0.0,0.0,0,0,0,0,0,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2720,Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,23,1996,33,1820,55,53.2,20.2,19,82,10,14,19,3,1.0,21,39,-18,-0.89,-0.5,16.3,34.3,-18.0,-0.89,-0.49,Matches
2721,Alessandro Rigo,ITA,MF,Udinese,Serie A,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2722,Emiliano Rigoni,ARG,"MF,FW",Elche,La Liga,27,1993,23,1139,50,33.3,12.7,12,77,5,11,20,6,0.7,13,22,-9,-0.71,-0.24,11.3,20.5,-9.3,-0.73,0.01,Matches
2723,Filippo Rinaldi,ITA,GK,Parma,Serie A,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,10,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2724,Tomás Rincón,VEN,MF,Torino,Serie A,32,1988,36,2846,79,83.2,31.6,33,83,16,3,33,0,1.0,42,56,-14,-0.44,0.34,41.0,47.1,-6.0,-0.19,0.22,Matches
2725,Luis Rioja,ESP,MF,Alavés,La Liga,26,1993,35,2090,60,61.1,23.2,25,74,3,10,23,3,0.91,27,39,-12,-0.52,0.09,29.7,35.2,-5.5,-0.24,-0.03,Matches
2726,Renaud Ripart,FRA,"MF,FW",Nîmes,Ligue 1,27,1993,38,3054,80,89.3,33.9,35,85,25,3,22,0,0.92,37,62,-25,-0.74,0.74,35.8,56.7,-21.0,-0.62,0.0,Matches
2727,Andrea Rispoli,ITA,DF,Crotone,Serie A,31,1988,19,652,34,19.1,7.2,5,64,1,14,24,13,0.26,5,25,-20,-2.76,-1.88,5.7,19.7,-14.0,-1.93,-1.3,Matches
2728,Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,24,1995,34,2236,66,65.4,24.8,26,80,15,8,20,0,1.38,39,40,-1,-0.04,0.04,33.6,40.2,-6.6,-0.26,0.57,Matches
2729,Matt Ritchie,SCO,"DF,MF",Newcastle Utd,Premier League,30,1989,18,1350,75,39.5,15.0,15,86,11,3,20,12,1.5,24,22,2,0.13,0.92,19.2,21.6,-2.3,-0.16,0.31,Matches
2730,Maxence Rivera,FRA,"MF,FW",Saint-Étienne,Ligue 1,18,2002,17,239,14,7.0,2.7,1,15,0,16,14,10,0.53,1,5,-4,-1.51,-1.28,2.9,5.6,-2.7,-1.02,-1.09,Matches
2731,Emmanuel Rivière,FRA,"FW,MF",Crotone,Serie A,30,1990,21,640,30,18.7,7.1,7,62,0,14,15,10,0.48,13,18,-5,-0.7,0.66,8.0,13.6,-5.6,-0.79,0.1,Matches
2732,Emil Roback,SWE,FW,Milan,Serie A,17,2003,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2733,Gaëtan Robail,FRA,"FW,MF",Lens,Ligue 1,26,1994,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2734,Rober,ESP,"DF,MF",Levante,La Liga,25,1995,19,1425,75,41.7,15.8,16,83,11,3,32,13,1.0,21,25,-4,-0.25,0.06,15.2,26.4,-11.1,-0.7,-0.62,Matches
2735,Roberto,ESP,GK,Valladolid,La Liga,34,1986,13,1170,90,34.2,13.0,13,90,13,0,0,22,0.71,10,21,-11,-0.85,-0.37,12.9,16.2,-3.3,-0.25,0.21,Matches
2736,Sergi Roberto,ESP,DF,Barcelona,La Liga,28,1992,15,946,63,27.7,10.5,9,87,7,6,28,1,1.67,20,13,7,0.67,-0.79,19.2,8.9,10.3,0.98,-0.08,Matches
2737,Tyler Roberts,WAL,"MF,FW",Leeds United,Premier League,21,1999,27,1340,50,39.2,14.9,14,73,3,13,24,10,1.48,20,19,1,0.07,-0.24,20.0,26.5,-6.5,-0.44,-0.49,Matches
2738,Andrew Robertson,SCO,DF,Liverpool,Premier League,26,1994,38,3383,89,98.9,37.6,38,89,35,0,0,0,1.82,65,42,23,0.61,-6.69,70.9,45.3,25.6,0.68,-3.47,Matches
2739,Antonee Robinson,USA,DF,Fulham,Premier League,22,1997,28,2162,77,63.2,24.0,24,87,21,4,19,3,0.82,16,27,-11,-0.46,0.62,26.5,32.3,-5.9,-0.24,0.23,Matches
2740,Callum Robinson,IRL,"FW,MF",West Brom,Premier League,25,1995,28,1560,56,45.6,17.3,20,67,5,8,27,10,0.68,23,42,-19,-1.1,-0.03,18.1,32.6,-14.5,-0.83,0.11,Matches
2741,Jack Robinson,ENG,DF,Sheffield Utd,Premier League,26,1993,11,877,80,25.6,9.7,9,86,8,2,51,7,0.73,7,11,-4,-0.41,0.97,10.4,13.8,-3.4,-0.35,0.61,Matches
2742,Joel Robles,ESP,GK,Betis,La Liga,30,1990,18,1620,90,47.4,18.0,18,90,18,0,0,20,1.61,25,25,0,0.0,0.0,20.8,21.2,-0.4,-0.02,-0.07,Matches
2743,Hal Robson-Kanu,WAL,FW,West Brom,Premier League,31,1989,19,561,30,16.4,6.2,2,85,0,17,23,8,0.74,4,12,-8,-1.28,-0.24,5.0,15.5,-10.5,-1.68,-0.94,Matches
2744,Marc Roca,ESP,MF,Bayern Munich,Bundesliga,23,1996,6,177,30,5.8,2.0,2,57,0,4,16,20,2.17,4,5,-1,-0.51,-2.26,4.2,4.8,-0.6,-0.32,-1.42,Matches
2745,Christopher Rocchia,FRA,DF,Marseille,Ligue 1,22,1998,2,22,11,0.6,0.2,0,0,0,2,11,3,1.5,1,0,1,4.09,3.93,0.3,0.1,0.2,0.64,0.6,Matches
2746,Kaique Rocha,BRA,DF,Sampdoria,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,18,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2747,Rubén Rochina,ESP,MF,Levante,La Liga,29,1991,25,1404,56,41.1,15.6,17,74,6,8,19,7,1.16,16,16,0,0.0,0.49,16.8,21.1,-4.3,-0.27,0.11,Matches
2748,Marek Rodák,SVK,GK,Fulham,Premier League,23,1996,2,180,90,5.3,2.0,2,90,2,0,0,28,0.0,0,5,-5,-2.5,-1.92,1.1,3.0,-1.9,-0.94,-0.64,Matches
2749,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,29,1990,27,1625,60,53.1,18.1,19,79,7,8,16,0,1.78,35,27,8,0.44,-0.06,29.5,28.4,1.0,0.06,-0.36,Matches
2750,Joe Rodon,WAL,DF,Tottenham,Premier League,22,1997,12,733,61,21.4,8.1,8,90,8,4,3,9,1.75,12,12,0,0.0,-0.77,9.1,13.3,-4.2,-0.52,-0.83,Matches
2751,Rodri,ESP,MF,Manchester City,Premier League,24,1996,34,2748,81,80.4,30.5,31,87,28,3,13,4,2.26,64,27,37,1.21,-0.66,60.4,25.6,34.8,1.14,0.17,Matches
2752,Rodrigo,ESP,"MF,FW",Leeds United,Premier League,29,1991,26,1288,50,37.7,14.3,14,68,4,12,28,0,1.73,29,21,8,0.56,0.56,24.8,24.3,0.4,0.03,0.28,Matches
2753,Rodrigo,ESP,"FW,MF",Betis,La Liga,20,2000,15,537,36,15.7,6.0,5,68,0,10,20,12,1.6,11,12,-1,-0.17,-0.2,8.1,8.4,-0.3,-0.06,-0.08,Matches
2754,Kévin Rodrigues,POR,"DF,MF",Eibar,La Liga,26,1994,22,1095,50,32.0,12.2,11,75,5,11,25,8,0.55,11,21,-10,-0.82,-0.32,10.0,18.7,-8.7,-0.72,-0.85,Matches
2755,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Sevilla,La Liga,22,1998,20,511,26,14.9,5.7,4,68,0,16,15,14,1.85,10,7,3,0.53,0.0,8.7,5.3,3.4,0.6,0.21,Matches
2756,Ángel Rodríguez,ESP,"FW,MF",Getafe,La Liga,33,1987,33,1374,42,40.2,15.3,12,74,5,21,23,4,0.88,12,22,-10,-0.66,-0.44,13.9,15.3,-1.4,-0.09,0.18,Matches
2757,Guido Rodríguez,ARG,MF,Betis,La Liga,26,1994,35,2864,82,83.7,31.8,34,84,25,1,16,0,1.54,37,45,-8,-0.25,-1.55,36.5,38.2,-1.7,-0.05,-0.41,Matches
2758,James Rodríguez,COL,"FW,MF",Everton,Premier League,29,1991,23,1764,77,51.6,19.6,21,82,7,2,25,1,1.35,29,27,2,0.1,0.27,25.6,25.8,-0.2,-0.01,0.2,Matches
2759,Jay Rodriguez,ENG,"FW,MF",Burnley,Premier League,31,1989,31,1265,41,37.0,14.1,12,79,4,19,17,3,1.03,9,25,-16,-1.14,-0.89,12.2,26.5,-14.3,-1.02,-0.86,Matches
2760,Miguel Rodríguez,ESP,"FW,MF",Celta Vigo,La Liga,17,2003,4,30,8,0.9,0.3,0,0,0,4,8,13,0.25,0,1,-1,-3.0,-2.97,0.5,0.4,0.1,0.33,0.38,Matches
2761,Ricardo Rodríguez,SUI,DF,Torino,Serie A,27,1992,16,1238,77,36.2,13.8,15,80,6,1,37,18,0.81,21,31,-10,-0.73,-0.36,17.8,21.0,-3.2,-0.24,-0.01,Matches
2762,Víctor Rodríguez,ESP,MF,Elche,La Liga,31,1989,16,426,27,12.5,4.7,2,77,0,14,19,19,0.31,2,10,-8,-1.69,-1.3,5.8,7.9,-2.1,-0.44,0.34,Matches
2763,Rodrygo,BRA,FW,Real Madrid,La Liga,19,2001,22,983,45,28.7,10.9,10,65,1,12,28,7,2.27,22,4,18,1.65,0.87,20.9,8.8,12.1,1.11,0.62,Matches
2764,Marko Rog,CRO,MF,Cagliari,Serie A,25,1995,14,1165,83,34.1,12.9,14,83,10,0,0,0,1.0,18,24,-6,-0.46,-0.06,15.6,25.6,-10.1,-0.78,-0.48,Matches
2765,Rogério,BRA,DF,Sassuolo,Serie A,22,1998,28,1877,67,54.9,20.9,21,83,16,7,19,6,1.54,30,29,1,0.05,-0.36,31.2,27.8,3.5,0.17,0.12,Matches
2766,Luis Rojas,CHI,"MF,FW",Crotone,Serie A,18,2002,7,104,15,3.0,1.2,0,0,0,7,15,26,0.57,2,2,0,0.0,1.28,1.9,1.7,0.2,0.16,1.06,Matches
2767,Alessio Romagnoli,ITA,DF,Milan,Serie A,25,1995,22,1907,87,55.8,21.2,21,90,21,1,17,7,2.09,41,25,16,0.76,-0.26,38.8,27.8,11.0,0.52,-0.34,Matches
2768,San Román,ESP,GK,Atlético Madrid,La Liga,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,10,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2769,Cristian Romero,ARG,DF,Atalanta,Serie A,22,1998,31,2545,82,74.4,28.3,29,85,24,2,41,3,2.19,70,35,35,1.24,0.41,59.5,30.2,29.4,1.04,0.48,Matches
2770,Iván Romero,ESP,FW,Sevilla,La Liga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2771,Oriol Romeu,ESP,MF,Southampton,Premier League,28,1991,21,1763,84,51.5,19.6,20,87,15,1,31,0,1.24,27,25,2,0.1,1.35,19.9,21.4,-1.5,-0.08,0.49,Matches
2772,Cristiano Ronaldo,POR,FW,Juventus,Serie A,35,1985,33,2802,85,81.9,31.1,31,89,28,2,29,1,2.18,64,29,35,1.12,0.54,60.8,31.9,29.0,0.93,-0.1,Matches
2773,Facundo Roncaglia,ARG,DF,Osasuna,La Liga,33,1987,17,1232,72,36.0,13.7,14,86,9,3,8,11,1.0,12,19,-7,-0.51,-0.35,14.6,17.0,-2.4,-0.17,0.28,Matches
2774,Valentin Rongier,FRA,MF,Marseille,Ligue 1,25,1994,26,1887,73,55.2,21.0,21,82,10,5,32,1,1.58,25,22,3,0.14,-0.09,26.9,23.9,3.0,0.15,0.23,Matches
2775,Marten de Roon,NED,MF,Atalanta,Serie A,29,1991,35,3021,86,88.3,33.6,33,89,31,2,40,0,2.03,78,42,36,1.07,-0.51,68.1,37.8,30.3,0.9,-0.12,Matches
2776,Antonio Rosati,ITA,GK,Torino,Serie A,37,1983,0,0,0,0.0,0.0,0,0,0,0,0,20,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2777,Antonio Rosati,ITA,GK,Fiorentina,Serie A,37,1983,0,0,0,0.0,0.0,0,0,0,0,0,15,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2778,Francesco Rossi,ITA,GK,Atalanta,Serie A,29,1991,0,0,0,0.0,0.0,0,0,0,0,0,38,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2779,Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,27,1993,20,1229,61,40.2,13.7,14,83,7,6,12,6,1.7,24,17,7,0.51,-0.32,20.6,17.9,2.7,0.2,-0.04,Matches
2780,Nolan Roux,FRA,FW,Nîmes,Ligue 1,32,1988,19,651,34,19.0,7.2,6,69,0,13,18,9,0.42,3,13,-10,-1.38,-0.7,4.4,15.5,-11.1,-1.54,-1.14,Matches
2781,Nicolò Rovella,ITA,MF,Genoa,Serie A,18,2001,20,1187,59,34.7,13.2,12,81,6,8,26,16,1.0,14,23,-9,-0.68,-0.6,11.5,19.7,-8.3,-0.63,-0.28,Matches
2782,Amir Rrahmani,KVX,DF,Napoli,Serie A,26,1994,16,1094,68,32.0,12.2,12,86,11,4,15,16,2.19,30,15,15,1.23,0.07,22.9,15.5,7.4,0.61,-0.11,Matches
2783,Rubén,ESP,"GK,MF",Osasuna,La Liga,36,1984,3,187,62,5.5,2.1,3,62,2,0,0,12,0.67,3,5,-2,-0.96,-0.71,3.7,5.1,-1.4,-0.68,-0.34,Matches
2784,Waldo Rubio,ESP,FW,Valladolid,La Liga,24,1995,10,375,38,11.0,4.2,5,64,0,5,11,20,0.6,3,10,-7,-1.68,-1.21,2.4,7.0,-4.6,-1.11,-0.81,Matches
2785,John Ruddy,ENG,GK,Wolves,Premier League,33,1986,2,91,46,2.7,1.0,1,90,1,1,1,36,0.0,0,1,-1,-0.99,-0.58,0.7,0.9,-0.2,-0.21,-0.06,Matches
2786,Antonio Rüdiger,GER,DF,Chelsea,Premier League,27,1993,19,1710,90,50.0,19.0,19,90,19,0,0,13,2.05,23,10,13,0.68,0.21,29.5,12.2,17.3,0.91,0.18,Matches
2787,Sebastian Rudy,GER,"MF,DF",Hoffenheim,Bundesliga,30,1990,25,1678,67,54.8,18.6,21,75,12,4,24,1,1.2,26,29,-3,-0.16,-0.23,26.9,26.9,0.0,0.0,0.1,Matches
2788,Sebastian Rudy,GER,DF,Schalke 04,Bundesliga,30,1990,2,180,90,5.9,2.0,2,90,2,0,0,1,0.0,1,11,-10,-5.0,-3.41,1.4,7.5,-6.1,-3.06,-1.97,Matches
2789,Kevin Rüegg,SUI,"DF,MF",Hellas Verona,Serie A,21,1998,7,205,29,6.0,2.3,1,69,0,6,23,18,0.86,2,3,-1,-0.44,-0.41,2.2,3.4,-1.2,-0.53,-0.38,Matches
2790,Dion Ruffo Luci,ITA,MF,Bologna,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2791,Daniele Rugani,ITA,DF,Cagliari,Serie A,26,1994,16,1001,63,29.3,11.1,12,82,7,4,4,2,1.25,8,17,-9,-0.81,-0.55,13.4,12.6,0.8,0.07,0.76,Matches
2792,Daniele Rugani,ITA,DF,Juventus,Serie A,26,1994,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2793,Daniele Rugani,ITA,DF,Rennes,Ligue 1,26,1994,1,90,90,2.6,1.0,1,90,1,0,0,2,1.0,1,1,0,0.0,-0.32,1.0,0.9,0.1,0.11,-0.15,Matches
2794,Matteo Ruggeri,ITA,DF,Atalanta,Serie A,18,2002,6,208,35,6.1,2.3,3,60,0,3,10,24,1.33,4,5,-1,-0.43,-1.67,2.7,4.0,-1.2,-0.54,-1.55,Matches
2795,Mário Rui,POR,DF,Napoli,Serie A,29,1991,27,1669,62,48.8,18.5,17,86,12,10,20,10,1.89,42,20,22,1.19,0.0,32.9,20.1,12.8,0.69,0.01,Matches
2796,Aitor Ruibal,ESP,"FW,MF",Betis,La Liga,24,1996,28,1593,57,46.6,17.7,21,68,2,7,22,8,1.5,17,25,-8,-0.45,-0.85,19.8,18.3,1.5,0.08,0.13,Matches
2797,Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,24,1996,33,2569,78,75.1,28.5,29,86,18,4,17,1,2.06,65,32,33,1.16,-0.11,52.6,31.8,20.8,0.73,0.18,Matches
2798,Isma Ruiz,ESP,MF,Granada,La Liga,19,2001,1,67,67,2.0,0.7,1,67,0,0,0,2,0.0,0,2,-2,-2.69,-2.26,0.0,2.4,-2.4,-3.29,-2.97,Matches
2799,Kays Ruiz,MAR,"FW,MF",Paris S-G,Ligue 1,17,2002,7,186,27,5.4,2.1,1,67,0,6,20,9,2.14,7,2,5,2.42,0.94,5.7,4.3,1.5,0.71,-0.5,Matches
2800,Víctor Ruiz,ESP,DF,Betis,La Liga,31,1989,27,2157,80,63.1,24.0,24,88,22,3,18,7,1.63,33,31,2,0.08,0.23,28.4,27.0,1.4,0.06,0.12,Matches
2801,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,28,1992,2,180,90,5.3,2.0,2,90,2,0,0,32,0.0,3,6,-3,-1.5,-2.03,2.5,2.6,-0.1,-0.04,-0.44,Matches
2802,Georginio Rutter,FRA,"FW,MF",Rennes,Ligue 1,18,2002,4,44,11,1.3,0.5,0,0,0,4,11,5,2.5,1,2,-1,-2.05,-2.39,1.3,0.4,0.9,1.8,1.56,Matches
2803,Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,18,2002,9,241,27,7.9,2.7,2,68,1,7,15,3,1.11,3,3,0,0.0,0.06,2.9,4.1,-1.2,-0.45,-0.44,Matches
2804,Mathew Ryan,AUS,GK,Arsenal,Premier League,28,1992,3,270,90,7.9,3.0,3,90,3,0,0,12,1.33,3,2,1,0.33,-0.1,5.9,2.3,3.6,1.2,1.04,Matches
2805,Mathew Ryan,AUS,GK,Brighton,Premier League,28,1992,11,990,90,28.9,11.0,11,90,11,0,0,1,0.91,14,19,-5,-0.45,-0.42,16.4,11.0,5.4,0.49,0.18,Matches
2806,Julian Ryerson,NOR,"DF,MF",Union Berlin,Bundesliga,22,1997,24,1069,45,34.9,11.9,10,87,4,14,15,9,1.63,17,18,-1,-0.08,-0.45,14.2,14.7,-0.6,-0.05,-0.28,Matches
2807,Frederik Rønnow,DEN,GK,Schalke 04,Bundesliga,27,1992,11,945,86,30.9,10.5,10,90,10,1,45,9,0.36,6,24,-18,-1.71,0.12,5.7,20.2,-14.5,-1.38,-0.25,Matches
2808,Frederik Rønnow,DEN,GK,Eint Frankfurt,Bundesliga,27,1992,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2809,João Victor Santos Sá,BRA,FW,Wolfsburg,Bundesliga,26,1994,21,469,22,15.3,5.2,3,61,0,18,16,10,1.9,7,8,-1,-0.19,-1.06,8.4,7.7,0.7,0.13,-0.1,Matches
2810,Roli Pereira de Sa,FRA,"MF,FW",Nantes,Ligue 1,23,1996,6,56,9,1.6,0.6,0,0,0,6,9,11,2.0,0,2,-2,-3.21,-3.05,0.6,1.8,-1.2,-1.97,-1.8,Matches
2811,Idriss Saadi,ALG,"FW,MF",Strasbourg,Ligue 1,28,1992,7,125,18,3.7,1.4,0,0,0,7,18,5,0.43,1,3,-2,-1.44,-1.25,2.9,3.0,-0.1,-0.04,-0.2,Matches
2812,Youssouf Sabaly,SEN,DF,Bordeaux,Ligue 1,27,1993,33,2909,88,85.1,32.3,33,88,27,0,0,1,1.33,41,47,-6,-0.19,1.22,36.3,49.4,-13.1,-0.4,-0.11,Matches
