Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2556,Tomás Pina Isla,ESP,MF,Alavés,La Liga,32,1987,33,2575,78,75.3,28.6,31,81,15,2,28,0,1.12,29,40,-11,-0.38,0.68,32.6,34.1,-1.5,-0.05,0.69,Matches
2557,Andrea Pinamonti,ITA,FW,Inter,Serie A,21,1999,8,169,21,4.9,1.9,1,64,0,7,15,20,2.75,9,0,9,4.79,3.55,6.1,0.8,5.3,2.82,1.96,Matches
2558,Simone Pinna,ITA,DF,Cagliari,Serie A,22,1997,0,0,0,0.0,0.0,0,0,0,0,0,9,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2559,Yeremi Pino,ESP,"FW,MF",Villarreal,La Liga,17,2002,24,797,33,23.3,8.9,6,68,1,18,22,5,1.5,14,8,6,0.68,0.33,13.9,10.5,3.4,0.38,0.0,Matches
2560,Carlo Pinsoglio,ITA,GK,Juventus,Serie A,30,1990,1,23,23,0.7,0.3,0,0,0,1,23,34,3.0,2,2,0,0.0,-1.03,0.7,0.9,-0.2,-0.81,-1.78,Matches
2561,Théo Pionnier,FRA,DF,Nice,Ligue 1,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2562,Gerard Piqué,ESP,DF,Barcelona,La Liga,33,1987,18,1481,82,43.3,16.5,18,82,13,0,0,1,1.53,34,22,12,0.73,-0.9,32.9,16.1,16.8,1.02,-0.02,Matches
2563,Lorenzo Pirola,ITA,DF,Inter,Serie A,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2564,Fabio Pisacane,ITA,DF,Cagliari,Serie A,34,1986,5,228,46,6.7,2.5,2,84,1,3,20,11,0.8,1,4,-3,-1.18,-0.82,2.3,5.7,-3.4,-1.34,-0.95,Matches
2565,Łukasz Piszczek,POL,DF,Dortmund,Bundesliga,35,1985,11,455,41,14.9,5.1,5,73,3,6,15,17,3.0,11,3,8,1.58,0.86,11.1,6.4,4.7,0.93,0.12,Matches
2566,Eugenio Pizzuto,MEX,MF,Lille,Ligue 1,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,9,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2567,Marko Pjaca,CRO,"FW,MF",Genoa,Serie A,25,1995,35,1418,41,41.5,15.8,15,66,3,20,22,0,1.09,20,29,-9,-0.57,-0.48,16.6,24.8,-8.2,-0.52,-0.14,Matches
2568,Miralem Pjanić,BIH,MF,Barcelona,La Liga,30,1990,19,627,33,18.3,7.0,6,67,1,13,17,17,2.0,10,6,4,0.57,-0.81,16.1,7.1,9.0,1.29,0.31,Matches
2569,Óscar Plano,ESP,"MF,FW",Valladolid,La Liga,29,1991,36,2517,70,73.6,28.0,30,81,11,6,17,0,0.83,25,43,-18,-0.64,-0.15,25.9,37.5,-11.6,-0.41,-0.1,Matches
2570,Marvin Plattenhardt,GER,DF,Hertha BSC,Bundesliga,28,1992,16,1071,67,35.0,11.9,12,78,6,4,33,7,1.13,17,13,4,0.34,1.01,14.6,15.2,-0.6,-0.05,0.13,Matches
2571,Alassane Pléa,FRA,FW,M'Gladbach,Bundesliga,27,1993,29,1803,62,58.9,20.0,19,80,7,10,28,1,1.41,38,28,10,0.5,0.64,30.3,25.2,5.1,0.26,-0.14,Matches
2572,Dani Plomer,ESP,FW,Granada,La Liga,21,1998,1,45,45,1.3,0.5,0,0,0,1,45,1,0.0,0,0,0,0.0,0.48,0.8,1.2,-0.4,-0.75,-0.38,Matches
2573,Tommaso Pobega,ITA,MF,Spezia,Serie A,21,1999,20,1229,61,35.9,13.7,17,68,1,3,26,12,1.35,21,21,0,0.0,0.82,17.5,21.1,-3.6,-0.27,0.51,Matches
2574,Daniel Podence,POR,"MF,FW",Wolves,Premier League,24,1995,24,1661,69,48.6,18.5,22,73,3,2,28,0,1.46,16,24,-8,-0.43,-0.02,17.5,20.4,-2.9,-0.16,0.0,Matches
2575,Suf Podgoreanu,ISR,FW,Roma,Serie A,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,9,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2576,Paul Pogba,FRA,"MF,FW",Manchester Utd,Premier League,27,1993,26,1897,73,55.5,21.1,21,85,17,5,23,3,1.81,36,26,10,0.47,-0.65,31.4,27.0,4.4,0.21,-0.6,Matches
2577,Joel Pohjanpalo,FIN,FW,Union Berlin,Bundesliga,25,1994,19,851,45,27.8,9.5,10,68,1,9,19,1,1.42,17,11,6,0.63,0.59,16.5,9.5,7.0,0.74,0.84,Matches
2578,Joel Pohjanpalo,FIN,MF,Leverkusen,Bundesliga,25,1994,1,6,6,0.2,0.1,0,0,0,1,6,0,1.0,0,0,0,0.0,-0.41,0.0,0.0,0.0,0.0,-0.2,Matches
2579,Andrea Poli,ITA,MF,Bologna,Serie A,30,1989,18,383,21,11.2,4.3,4,55,0,14,12,13,1.28,10,9,1,0.23,0.68,6.5,9.7,-3.2,-0.75,-0.51,Matches
2580,Matteo Politano,ITA,FW,Napoli,Serie A,26,1993,37,1908,52,55.8,21.2,22,72,4,15,22,1,2.0,49,26,23,1.08,-0.22,37.9,23.2,14.7,0.69,0.02,Matches
2581,Julian Pollersbeck,GER,GK,Lyon,Ligue 1,25,1994,0,0,0,0.0,0.0,0,0,0,0,0,33,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2582,Jorge Pombo,ESP,"FW,MF",Cádiz,La Liga,26,1994,12,523,44,15.3,5.8,5,73,2,7,22,25,0.83,5,7,-2,-0.34,0.28,4.7,7.8,-3.1,-0.53,0.02,Matches
2583,Marin Pongračić,CRO,DF,Wolfsburg,Bundesliga,22,1997,10,575,58,18.8,6.4,7,77,2,3,11,11,1.9,14,5,9,1.41,0.87,8.8,10.2,-1.3,-0.21,-0.53,Matches
2584,Pere Pons,ESP,MF,Alavés,La Liga,27,1993,22,1186,54,34.7,13.2,12,81,6,10,22,3,0.87,13,22,-9,-0.68,-0.2,15.0,14.9,0.1,0.01,0.36,Matches
2585,Fabio Ponsi,ITA,DF,Fiorentina,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2586,Nick Pope,ENG,GK,Burnley,Premier League,28,1992,32,2880,90,84.2,32.0,32,90,32,0,0,0,1.22,31,37,-6,-0.19,2.48,34.2,45.1,-10.8,-0.34,0.88,Matches
2587,Manolo Portanova,ITA,"DF,MF",Genoa,Serie A,20,2000,3,66,22,1.9,0.7,0,0,0,3,22,10,1.0,2,1,1,1.36,1.69,1.3,1.4,0.0,-0.03,0.42,Matches
2588,Manolo Portanova,ITA,"FW,MF",Juventus,Serie A,20,2000,2,70,35,2.0,0.8,1,55,0,1,15,14,2.0,2,1,1,1.29,0.26,1.5,1.2,0.4,0.46,-0.5,Matches
2589,Francisco Portillo,ESP,"MF,FW",Getafe,La Liga,30,1990,16,418,26,12.2,4.6,3,75,1,13,15,19,0.81,4,6,-2,-0.43,-0.04,6.0,6.6,-0.6,-0.13,0.08,Matches
2590,Portu,ESP,"FW,MF",Real Sociedad,La Liga,28,1992,37,2184,59,63.9,24.3,24,78,7,13,23,1,1.59,35,26,9,0.37,-0.5,33.4,26.7,6.8,0.28,-0.96,Matches
2591,Stefan Posch,AUT,DF,Hoffenheim,Bundesliga,23,1997,26,2119,82,69.2,23.5,25,84,19,1,15,0,1.27,37,35,2,0.08,0.47,36.0,35.3,0.7,0.03,0.25,Matches
2592,Sergio Postigo,ESP,DF,Levante,La Liga,31,1988,22,1623,74,47.5,18.0,19,84,15,3,10,7,1.18,22,28,-6,-0.33,-0.08,21.6,22.5,-0.9,-0.05,0.56,Matches
2593,Andreas Poulsen,DEN,DF,M'Gladbach,Bundesliga,20,1999,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2594,Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,26,1994,27,1354,50,44.2,15.0,14,77,7,13,22,3,1.96,27,15,12,0.8,-0.05,28.2,13.9,14.3,0.95,-0.2,Matches
2595,Maxime Poundjé,FRA,DF,Bordeaux,Ligue 1,27,1992,14,491,35,14.4,5.5,4,83,1,10,16,18,1.21,6,6,0,0.0,0.43,6.4,5.2,1.2,0.22,0.71,Matches
2596,Gaëtan Poussin,FRA,GK,Bordeaux,Ligue 1,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,38,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2597,Darío Poveda,ESP,FW,Getafe,La Liga,23,1997,1,5,5,0.1,0.1,0,0,0,1,5,3,1.0,0,0,0,0.0,0.4,0.1,0.1,0.0,0.21,0.41,Matches
2598,Alejandro Pozo Pozo,ESP,"DF,MF",Sevilla,La Liga,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2599,Alejandro Pozo Pozo,ESP,"DF,MF",Eibar,La Liga,21,1999,30,2190,73,64.0,24.3,24,87,21,6,19,0,0.63,17,38,-21,-0.86,-0.72,24.9,35.0,-10.1,-0.42,-0.77,Matches
2600,Prados,ESP,MF,Athletic Club,La Liga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2601,Dennis Praet,BEL,"MF,FW",Leicester City,Premier League,26,1994,15,718,48,21.0,8.0,10,66,0,5,12,10,2.07,12,11,1,0.13,-0.44,11.3,8.7,2.6,0.32,0.13,Matches
2602,Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,26,1993,14,353,25,10.3,3.9,3,68,0,11,14,22,1.21,7,10,-3,-0.76,-0.59,6.9,6.4,0.4,0.11,-0.06,Matches
2603,Nik Prelec,SVN,FW,Sampdoria,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2604,Nicolas de Préville,FRA,"FW,MF",Bordeaux,Ligue 1,29,1991,33,1611,49,47.1,17.9,15,71,0,18,30,2,1.18,20,28,-8,-0.45,-0.15,21.9,28.1,-6.2,-0.35,0.08,Matches
2605,Isaac Price,NIR,FW,Everton,Premier League,16,2003,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2606,Manuel Prietl,AUT,MF,Arminia,Bundesliga,28,1991,28,2517,90,82.3,28.0,28,90,27,0,0,1,1.0,20,43,-23,-0.82,-0.33,24.1,48.6,-24.5,-0.88,-0.79,Matches
2607,Sebastian Prödl,AUT,"DF,MF",Udinese,Serie A,33,1987,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2608,Grischa Prömel,GER,MF,Union Berlin,Bundesliga,25,1995,24,1816,76,59.3,20.2,21,82,8,3,34,0,1.54,30,27,3,0.15,-0.14,25.5,23.6,1.9,0.1,-0.09,Matches
2609,Davy Pröpper,NED,MF,Brighton,Premier League,28,1991,7,213,30,6.2,2.4,2,67,0,5,16,14,1.57,1,2,-1,-0.42,-0.28,2.4,3.7,-1.3,-0.53,-0.96,Matches
2610,Ivan Provedel,ITA,GK,Spezia,Serie A,26,1994,29,2610,90,76.3,29.0,29,90,29,0,0,2,0.97,38,55,-17,-0.59,-0.25,36.0,52.6,-16.6,-0.57,0.07,Matches
2611,Ruben Providence,FRA,FW,Roma,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,9,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2612,Lorenzo Prso,FRA,DF,Nice,Ligue 1,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2613,Antonio Puertas,ESP,"FW,MF",Granada,La Liga,28,1992,35,2170,62,63.5,24.1,22,81,14,13,30,0,1.23,24,40,-16,-0.66,-0.52,23.0,33.9,-10.9,-0.45,-0.2,Matches
2614,Riqui Puig,ESP,MF,Barcelona,La Liga,20,1999,14,292,21,8.5,3.2,2,73,1,12,12,23,2.14,10,4,6,1.85,0.67,7.0,4.6,2.5,0.76,-0.31,Matches
2615,Erick Pulgar,CHI,MF,Fiorentina,Serie A,26,1994,31,2002,65,58.5,22.2,21,85,16,10,23,3,1.13,28,30,-2,-0.09,0.54,24.4,31.0,-6.6,-0.3,-0.09,Matches
2616,Jorge Pulido,ESP,DF,Huesca,La Liga,29,1991,33,2885,87,84.4,32.1,32,89,29,1,39,3,0.94,30,46,-16,-0.5,0.01,29.3,37.6,-8.3,-0.26,-0.15,Matches
2617,Christian Pulisic,USA,"FW,MF",Chelsea,Premier League,21,1998,27,1738,64,50.8,19.3,18,84,12,9,25,2,1.63,25,21,4,0.21,-0.76,31.4,18.8,12.6,0.65,-0.34,Matches
2618,Ignacio Pussetto,ARG,FW,Udinese,Serie A,24,1995,11,754,69,22.0,8.4,9,77,4,2,30,0,1.36,11,10,1,0.12,0.69,9.3,6.0,3.3,0.39,0.82,Matches
2619,Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,37,1983,33,2204,67,64.4,24.5,25,80,8,8,24,4,1.21,35,32,3,0.12,0.49,29.1,36.7,-7.6,-0.31,-0.08,Matches
2620,Robin Quaison,SWE,"FW,MF",Mainz 05,Bundesliga,26,1993,28,1476,53,48.2,16.4,18,72,3,10,18,2,1.0,24,31,-7,-0.43,0.14,22.8,26.4,-3.6,-0.22,-0.2,Matches
2621,Domingos Quina,POR,MF,Granada,La Liga,20,1999,8,341,43,10.0,3.8,5,60,0,3,14,8,0.75,5,8,-3,-0.79,-0.35,3.2,4.1,-0.9,-0.24,0.16,Matches
2622,Quini,ESP,DF,Granada,La Liga,30,1989,19,1191,63,34.8,13.2,12,86,11,7,22,3,1.0,19,28,-9,-0.68,-0.32,15.0,21.8,-6.8,-0.51,-0.21,Matches
2623,Quique,ESP,"FW,MF",Eibar,La Liga,30,1990,12,167,14,4.9,1.9,0,0,0,12,14,21,0.17,2,4,-2,-1.08,-0.5,2.3,3.0,-0.7,-0.38,-0.25,Matches
2624,Dani Raba,ESP,MF,Villarreal,La Liga,24,1995,5,150,30,4.4,1.7,1,61,0,4,22,18,1.2,3,2,1,0.6,0.19,2.7,0.8,1.9,1.12,0.78,Matches
2625,Simone Rabbi,ITA,FW,Bologna,Serie A,18,2001,4,35,9,1.0,0.4,0,0,0,4,9,9,0.5,1,1,0,0.0,0.37,1.4,1.2,0.2,0.43,0.74,Matches
2626,Adrien Rabiot,FRA,MF,Juventus,Serie A,25,1995,34,2313,68,67.6,25.7,25,84,18,9,24,1,2.03,49,28,21,0.82,-0.65,44.2,29.4,14.7,0.57,-1.16,Matches
2627,Uroš Račić,SRB,MF,Valencia,La Liga,22,1998,31,2187,71,63.9,24.3,25,83,15,6,19,2,1.26,28,35,-7,-0.29,-0.58,29.7,30.8,-1.2,-0.05,0.62,Matches
2628,Anthony Racioppi,SUI,GK,Dijon,Ligue 1,21,1998,21,1890,90,55.3,21.0,21,90,21,0,0,13,0.57,16,33,-17,-0.81,1.01,17.6,37.3,-19.7,-0.94,0.46,Matches
2629,Anthony Racioppi,SUI,GK,Lyon,Ligue 1,21,1998,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2630,Bogdan Racovitan,FRA,DF,Dijon,Ligue 1,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2631,Nemanja Radoja,SRB,MF,Levante,La Liga,27,1993,21,1121,53,32.8,12.5,13,78,8,8,14,4,1.1,18,22,-4,-0.32,-0.05,15.7,15.5,0.2,0.02,0.53,Matches
2632,Nemanja Radonjić,SRB,FW,Marseille,Ligue 1,24,1996,12,396,33,11.6,4.4,4,65,0,8,17,4,1.42,7,3,4,0.91,0.82,6.3,6.2,0.1,0.01,-0.04,Matches
2633,Nemanja Radonjić,SRB,"FW,DF",Hertha BSC,Bundesliga,24,1996,12,611,51,20.0,6.8,5,78,2,7,31,1,1.17,8,6,2,0.29,0.77,9.4,7.7,1.7,0.25,0.48,Matches
2634,Aleksandar Radovanović,SRB,DF,Lens,Ligue 1,26,1993,1,90,90,2.6,1.0,1,90,1,0,0,0,0.0,0,4,-4,-4.0,-4.14,0.4,2.6,-2.1,-2.15,-2.43,Matches
2635,Ivan Radovanović,SRB,"DF,MF",Genoa,Serie A,31,1988,33,2232,68,65.3,24.8,24,85,19,9,23,4,1.18,29,33,-4,-0.16,0.37,22.9,34.8,-12.0,-0.48,-0.11,Matches
2636,Ionuț Radu,ROU,GK,Inter,Serie A,23,1997,2,135,68,3.9,1.5,1,90,1,1,45,33,3.0,5,1,4,2.67,1.3,4.1,2.0,2.2,1.46,0.53,Matches
2637,Reinaldo Radu,ROU,DF,Parma,Serie A,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2638,Ștefan Radu,ROU,DF,Lazio,Serie A,33,1986,31,2458,79,71.9,27.3,30,81,19,1,14,0,1.9,47,36,11,0.4,0.87,44.5,32.1,12.4,0.45,0.49,Matches
2639,Boris Radunović,SRB,GK,Atalanta,Serie A,24,1996,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2640,Lars Raebiger,GER,MF,RB Leipzig,Bundesliga,15,2005,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2641,Sidney Raebiger,GER,MF,RB Leipzig,Bundesliga,15,2005,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2642,Rafa,ESP,GK,Granada,La Liga,16,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2643,Rafael,BRA,GK,Spezia,Serie A,38,1982,3,207,69,6.1,2.3,2,90,2,1,27,11,1.33,3,5,-2,-0.87,-0.37,3.0,4.9,-1.9,-0.84,-0.26,Matches
2644,Hamza Rafia,TUN,MF,Juventus,Serie A,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2645,Rafinha,BRA,MF,Barcelona,La Liga,27,1993,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2646,Rafinha,BRA,MF,Paris S-G,Ligue 1,27,1993,23,1361,59,39.8,15.1,15,74,2,8,31,4,2.09,32,8,24,1.59,0.1,30.4,16.3,14.1,0.93,-0.43,Matches
2647,Antonio Raimondo,ITA,FW,Bologna,Serie A,16,2004,1,1,1,0.0,0.0,0,0,0,1,1,0,1.0,0,0,0,0.0,0.37,0.0,0.0,0.0,4.37,4.67,Matches
2648,Predrag Rajković,SRB,GK,Reims,Ligue 1,24,1995,37,3285,89,96.1,36.5,37,89,36,0,0,0,1.14,41,49,-8,-0.22,-0.22,31.7,59.3,-27.6,-0.76,-0.76,Matches
2649,Jesuran Rak Sakyi,ENG,MF,Crystal Palace,Premier League,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2650,Ivan Rakitić,CRO,MF,Sevilla,La Liga,32,1988,37,2233,60,65.3,24.8,25,77,7,12,26,0,2.0,38,21,17,0.69,0.46,34.2,24.1,10.1,0.41,-0.03,Matches
2651,Jonás Ramalho,ESP,DF,Osasuna,La Liga,27,1993,5,304,61,8.9,3.4,3,84,2,2,27,12,0.8,3,7,-4,-1.18,-0.98,3.0,7.6,-4.7,-1.38,-1.12,Matches
2652,Benito Raman,BEL,"FW,MF",Schalke 04,Bundesliga,25,1994,25,1246,50,40.7,13.8,13,74,3,12,23,4,0.36,8,35,-27,-1.95,-0.26,10.6,25.6,-15.0,-1.09,0.2,Matches
2653,Gastón Ramírez,URU,"MF,FW",Sampdoria,Serie A,29,1990,25,969,39,28.3,10.8,10,62,1,15,23,10,1.24,16,18,-2,-0.19,-0.19,12.7,16.8,-4.1,-0.38,-0.14,Matches
2654,Sandro Ramírez,ESP,"FW,MF",Huesca,La Liga,25,1995,20,1285,64,37.6,14.3,16,73,3,4,29,3,0.95,14,14,0,0.0,0.8,12.4,13.7,-1.3,-0.09,0.23,Matches
2655,Pablo Ramon,ESP,DF,Real Madrid,La Liga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2656,Santiago Ramos,ARG,DF,Barcelona,La Liga,18,2001,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2657,Sergio Ramos,ESP,DF,Real Madrid,La Liga,34,1986,15,1275,85,37.3,14.2,15,85,13,0,0,1,2.2,25,13,12,0.85,-0.29,23.6,14.2,9.4,0.66,0.0,Matches
2658,Aaron Ramsdale,ENG,GK,Sheffield Utd,Premier League,22,1998,38,3420,90,100.0,38.0,38,90,38,0,0,0,0.61,20,63,-43,-1.13,0.0,31.5,62.0,-30.5,-0.8,0.0,Matches
2659,Aaron Ramsey,WAL,MF,Juventus,Serie A,29,1990,22,1089,50,31.8,12.1,13,67,1,9,24,8,2.18,31,11,20,1.65,0.92,27.9,14.2,13.7,1.13,0.27,Matches
2660,Jacob Ramsey,ENG,MF,Aston Villa,Premier League,19,2001,22,626,28,18.3,7.0,6,70,0,16,13,8,1.45,8,10,-2,-0.29,-0.64,9.1,11.0,-2.0,-0.28,-0.35,Matches
2661,Kayne Ramsey,ENG,DF,Southampton,Premier League,19,2000,1,90,90,2.6,1.0,1,90,1,0,0,13,0.0,0,9,-9,-9.0,-8.68,0.5,3.7,-3.2,-3.2,-2.96,Matches
2662,Darren Randolph,IRL,GK,West Ham,Premier League,33,1987,3,270,90,7.9,3.0,3,90,3,0,0,24,2.0,5,3,2,0.67,0.3,6.5,2.0,4.5,1.5,1.46,Matches
2663,Mathyas Randriamamy,MAD,GK,Paris S-G,Ligue 1,17,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2664,Antonio Ranieri,ITA,MF,Crotone,Serie A,17,2003,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2665,Andrea Ranocchia,ITA,DF,Inter,Serie A,32,1988,8,703,88,20.6,7.8,8,88,7,0,0,29,2.75,24,7,17,2.18,0.95,17.2,7.3,9.9,1.27,0.4,Matches
2666,Filippo Ranocchia,ITA,MF,Juventus,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2667,Tobias Raschl,GER,MF,Dortmund,Bundesliga,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2668,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,22,1997,37,2920,79,85.4,32.4,33,85,22,4,26,1,1.92,58,38,20,0.62,-1.0,48.0,35.3,12.7,0.39,-0.56,Matches
2669,Milot Rashica,KVX,"FW,MF",Werder Bremen,Bundesliga,24,1996,24,1462,61,47.8,16.2,14,83,6,10,30,1,0.83,19,27,-8,-0.49,0.24,17.0,26.2,-9.2,-0.56,-0.11,Matches
2670,Giacomo Raspadori,ITA,"FW,MF",Sassuolo,Serie A,20,2000,27,1232,46,36.0,13.7,13,74,4,14,19,8,1.56,23,16,7,0.51,0.47,23.3,19.6,3.8,0.28,0.25,Matches
2671,Andrei Ratiu,ROU,DF,Villarreal,La Liga,22,1998,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2672,Nicola Rauti,ITA,FW,Torino,Serie A,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2673,Federico Ravaglia,ITA,GK,Bologna,Serie A,20,1999,4,360,90,10.5,4.0,4,90,4,0,0,18,0.25,3,10,-7,-1.75,-1.54,5.5,8.0,-2.5,-0.62,-0.36,Matches
2674,Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,31,1988,0,0,0,0.0,0.0,0,0,0,0,0,34,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2675,Tim Ream,USA,DF,Fulham,Premier League,32,1987,7,630,90,18.4,7.0,7,90,7,0,0,31,0.29,3,13,-10,-1.43,-0.91,6.1,11.0,-4.9,-0.7,-0.45,Matches
2676,Ante Rebić,CRO,FW,Milan,Serie A,26,1993,27,1776,66,51.9,19.7,20,79,10,7,27,0,2.0,44,18,26,1.32,0.93,43.3,22.2,21.1,1.07,0.83,Matches
2677,Rebollo,ESP,GK,Betis,La Liga,20,1999,0,0,0,0.0,0.0,0,0,0,0,0,17,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2678,Arkadiusz Reca,POL,DF,Crotone,Serie A,25,1995,30,2313,77,67.6,25.7,28,81,20,2,23,0,0.5,32,57,-25,-0.97,0.82,26.5,43.5,-17.0,-0.66,0.65,Matches
2679,Recio,ESP,MF,Eibar,La Liga,29,1991,17,734,43,21.5,8.2,8,71,3,9,18,13,0.47,7,14,-7,-0.86,-0.32,10.5,10.7,-0.2,-0.02,0.15,Matches
2680,Daishawn Redan,NED,"FW,MF",Hertha BSC,Bundesliga,19,2001,7,102,15,3.3,1.1,0,0,0,7,15,6,0.29,0,4,-4,-3.53,-3.32,1.4,2.5,-1.1,-0.99,-0.89,Matches
2681,Nathan Redmond,ENG,"MF,FW",Southampton,Premier League,26,1994,29,1738,60,50.8,19.3,17,87,13,12,22,1,1.07,24,39,-15,-0.78,-0.46,25.0,29.8,-4.8,-0.25,0.14,Matches
2682,Harrison Reed,ENG,MF,Fulham,Premier League,25,1995,31,2247,72,65.7,25.0,26,82,19,5,22,1,0.84,19,35,-16,-0.64,0.13,26.0,33.3,-7.3,-0.29,0.1,Matches
2683,Vasco Regini,ITA,DF,Sampdoria,Serie A,29,1990,3,88,29,2.6,1.0,1,70,0,2,9,35,2.0,1,2,-1,-1.02,-1.0,0.8,1.3,-0.5,-0.55,-0.28,Matches
2684,Sergio Reguilón,ESP,DF,Tottenham,Premier League,23,1996,27,2244,83,65.6,24.9,26,86,20,1,15,4,1.7,51,31,20,0.8,0.57,37.9,30.8,7.0,0.28,0.44,Matches
