Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
779,Haris Duljević,BIH,"MF,FW",Nîmes,Ligue 1,26,1993,8.6,0,14,5,35.7,1.63,0.58,0.0,0.0,22.3,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
780,Paul Dummett,WAL,DF,Newcastle Utd,Premier League,28,1991,13.9,1,3,1,33.3,0.22,0.07,0.33,1.0,6.9,0,0,0,0.3,0.3,0.1,0.7,0.7,Matches
781,Alfred Duncan,GHA,MF,Fiorentina,Serie A,27,1993,1.8,0,1,0,0.0,0.56,0.0,0.0,0.0,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
782,Alfred Duncan,GHA,MF,Cagliari,Serie A,27,1993,11.9,0,7,0,0.0,0.59,0.0,0.0,0.0,24.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
783,Lewis Dunk,ENG,DF,Brighton,Premier League,28,1991,32.6,5,30,13,43.3,0.92,0.4,0.17,0.38,12.3,2,0,0,2.5,2.5,0.08,2.5,2.5,Matches
784,Jimmy Dunne,IRL,DF,Burnley,Premier League,22,1997,3.0,1,7,1,14.3,2.33,0.33,0.14,1.0,10.8,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
785,Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,28,1992,16.4,1,20,6,30.0,1.22,0.36,0.05,0.17,19.5,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
786,Hugo Duro,ESP,FW,Real Madrid,La Liga,20,1999,0.6,0,1,0,0.0,1.64,0.0,0.0,0.0,1.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
787,Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,23,1997,22.5,1,9,1,11.1,0.4,0.04,0.11,1.0,12.8,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
788,Paulo Dybala,ARG,FW,Juventus,Serie A,26,1993,12.6,4,52,15,28.8,4.13,1.19,0.08,0.27,18.7,5,0,0,4.6,4.6,0.09,-0.6,-0.6,Matches
789,Edin Džeko,BIH,FW,Roma,Serie A,34,1986,20.3,7,70,24,34.3,3.45,1.18,0.1,0.29,12.2,0,0,1,13.0,12.2,0.17,-6.0,-5.2,Matches
790,Eric Junior Dina Ebimbe,FRA,"FW,MF",Dijon,Ligue 1,19,2000,23.8,1,46,13,28.3,1.93,0.55,0.02,0.08,17.1,0,0,0,3.7,3.7,0.08,-2.7,-2.7,Matches
791,Steeve-Mike Ebongue,FRA,MF,Genoa,Serie A,19,2001,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
792,Enzo Ebosse,FRA,DF,Angers,Ligue 1,21,1999,2.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
793,Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,32,1988,38.0,2,30,7,23.3,0.79,0.18,0.07,0.29,9.7,0,0,0,1.6,1.6,0.05,0.4,0.4,Matches
794,Simone Edera,ITA,"DF,MF",Torino,Serie A,23,1997,0.6,0,3,1,33.3,5.19,1.73,0.0,0.0,27.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
795,Ederson,BRA,GK,Manchester City,Premier League,26,1993,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
796,Kyle Edwards,ENG,"MF,FW",West Brom,Premier League,22,1998,1.3,0,2,1,50.0,1.53,0.76,0.0,0.0,15.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
797,John Egan,IRL,DF,Sheffield Utd,Premier League,27,1992,29.2,0,14,3,21.4,0.48,0.1,0.0,0.0,9.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
798,Johannes Eggestein,GER,"FW,MF",Werder Bremen,Bundesliga,22,1998,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
799,Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23,1996,32.7,2,22,5,22.7,0.67,0.15,0.09,0.4,23.3,0,0,0,1.1,1.1,0.05,0.9,0.9,Matches
800,Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2002,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
801,Kingsley Ehizibue,NED,DF,Köln,Bundesliga,25,1995,12.6,0,9,1,11.1,0.71,0.08,0.0,0.0,21.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
802,Albin Ekdal,SWE,MF,Sampdoria,Serie A,31,1989,25.5,2,13,3,23.1,0.51,0.12,0.15,0.67,17.9,0,0,0,0.8,0.8,0.06,1.2,1.2,Matches
803,Hugo Ekitike,FRA,"MF,FW",Reims,Ligue 1,18,2002,1.0,0,3,1,33.3,3.07,1.02,0.0,0.0,14.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
804,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,18,2002,1.7,1,3,1,33.3,1.74,0.58,0.33,1.0,16.4,0,0,0,0.3,0.3,0.09,0.7,0.7,Matches
805,Niclas Eliasson,SWE,"MF,FW",Nîmes,Ligue 1,24,1995,20.0,4,25,10,40.0,1.25,0.5,0.16,0.4,16.0,6,0,0,4.0,4.0,0.16,0.0,0.0,Matches
806,Elif Elmas,MKD,"MF,FW",Napoli,Serie A,20,1999,8.2,2,13,6,46.2,1.58,0.73,0.15,0.33,16.5,0,0,0,1.8,1.8,0.14,0.2,0.2,Matches
807,Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,1987,9.3,0,9,1,11.1,0.97,0.11,0.0,0.0,11.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
808,Mohamed Elneny,EGY,MF,Arsenal,Premier League,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.5,19.3,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
809,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,1994,20.9,1,5,1,20.0,0.24,0.05,0.2,1.0,11.1,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
810,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,23,1996,28.2,3,12,6,50.0,0.43,0.21,0.25,0.5,9.1,0,0,0,2.0,2.0,0.16,1.0,1.0,Matches
811,Rodrigo Ely,BRA,DF,Alavés,La Liga,26,1993,5.2,1,3,2,66.7,0.58,0.38,0.33,0.5,7.9,0,0,0,0.2,0.2,0.07,0.8,0.8,Matches
812,Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,17,2003,6.2,3,12,7,58.3,1.95,1.14,0.25,0.43,8.7,0,0,0,2.0,2.0,0.17,1.0,1.0,Matches
813,Breel Embolo,SUI,"FW,MF",M'Gladbach,Bundesliga,23,1997,16.0,5,41,19,46.3,2.56,1.19,0.12,0.26,13.0,0,0,0,7.0,7.0,0.18,-2.0,-2.0,Matches
814,Emerson,BRA,DF,Betis,La Liga,21,1999,33.2,1,11,2,18.2,0.33,0.06,0.09,0.5,17.0,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
815,Manu Emmanuel Gyabuaa,ITA,MF,Atalanta,Serie A,18,2001,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
816,Renaud Emond,BEL,FW,Nantes,Ligue 1,28,1991,3.9,2,7,5,71.4,1.78,1.27,0.29,0.4,9.4,0,0,0,1.3,1.3,0.19,0.7,0.7,Matches
817,Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,1994,2.4,0,1,0,0.0,0.41,0.0,0.0,0.0,7.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
818,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,23,1997,25.7,18,77,27,35.1,3.0,1.05,0.23,0.67,11.8,0,0,0,14.8,14.8,0.19,3.2,3.2,Matches
819,Keita Endo,JPN,"MF,FW",Union Berlin,Bundesliga,22,1997,5.1,1,9,4,44.4,1.78,0.79,0.11,0.25,17.0,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
820,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,27,1993,32.8,3,27,14,51.9,0.82,0.43,0.11,0.21,18.5,0,0,0,2.3,2.3,0.08,0.7,0.7,Matches
821,Sergi Enrich,ESP,FW,Eibar,La Liga,30,1990,15.6,3,42,12,28.6,2.69,0.77,0.07,0.25,9.7,0,0,1,5.8,5.0,0.12,-2.8,-2.0,Matches
822,Christian Eriksen,DEN,MF,Inter,Serie A,28,1992,15.4,3,30,11,36.7,1.95,0.71,0.1,0.27,22.2,7,0,0,1.7,1.7,0.06,1.3,1.3,Matches
823,Martin Erlic,CRO,DF,Spezia,Serie A,22,1998,20.0,3,9,3,33.3,0.45,0.15,0.33,1.0,11.0,0,0,0,1.3,1.3,0.14,1.7,1.7,Matches
824,Patrick Erras,GER,"FW,MF",Werder Bremen,Bundesliga,25,1995,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
825,Gonzalo Escalante,ARG,MF,Lazio,Serie A,27,1993,8.1,0,7,3,42.9,0.86,0.37,0.0,0.0,22.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
826,Aarón Escandell,ESP,GK,Granada,La Liga,24,1995,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
827,Dani Escriche,ESP,"FW,MF",Huesca,La Liga,22,1998,9.5,1,10,1,10.0,1.05,0.11,0.1,1.0,13.4,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
828,Sergio Escudero,ESP,DF,Sevilla,La Liga,30,1989,6.3,1,6,1,16.7,0.96,0.16,0.17,1.0,20.6,1,0,0,0.2,0.2,0.03,0.8,0.8,Matches
829,Alfonso Espino,URU,DF,Cádiz,La Liga,28,1992,28.9,0,9,4,44.4,0.31,0.14,0.0,0.0,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
830,Vicente Esquerdo,ESP,MF,Valencia,La Liga,21,1999,2.6,0,1,0,0.0,0.39,0.0,0.0,0.0,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
831,Nahuel Estévez,ARG,MF,Spezia,Serie A,24,1995,19.6,0,24,8,33.3,1.22,0.41,0.0,0.0,19.3,2,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches
832,Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,1998,13.0,0,11,5,45.5,0.85,0.39,0.0,0.0,17.5,2,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
833,Yoann Etienne,FRA,DF,Lorient,Ligue 1,23,1997,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
834,Xabier Etxeita,ESP,DF,Getafe,La Liga,32,1987,9.8,0,4,0,0.0,0.41,0.0,0.0,0.0,8.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
835,Jonny Evans,NIR,DF,Leicester City,Premier League,32,1988,27.5,2,8,3,37.5,0.29,0.11,0.25,0.67,7.6,0,0,0,1.7,1.7,0.21,0.3,0.3,Matches
836,Edu Expósito,ESP,MF,Eibar,La Liga,23,1996,27.3,0,41,9,22.0,1.5,0.33,0.0,0.0,22.8,0,0,2,3.3,1.8,0.04,-3.3,-1.8,Matches
837,Valentin Eysseric,FRA,"MF,FW",Fiorentina,Serie A,28,1992,8.1,2,13,5,38.5,1.6,0.62,0.15,0.4,16.9,1,0,0,2.2,2.2,0.17,-0.2,-0.2,Matches
838,Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,1998,28.4,4,37,13,35.1,1.3,0.46,0.11,0.31,21.1,4,0,0,2.2,2.2,0.06,1.8,1.8,Matches
839,Jokin Ezkieta,ESP,GK,Athletic Club,La Liga,23,1996,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
840,Łukasz Fabiański,POL,GK,West Ham,Premier League,35,1985,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
841,Fabinho,BRA,"DF,MF",Liverpool,Premier League,26,1993,28.5,0,10,1,10.0,0.35,0.04,0.0,0.0,21.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
842,Fábio,BRA,DF,Nantes,Ligue 1,30,1990,16.7,0,7,1,14.3,0.42,0.06,0.0,0.0,21.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
843,Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,33,1987,9.7,2,8,2,25.0,0.82,0.21,0.0,0.0,18.5,1,2,2,3.1,1.5,0.19,-1.1,-1.5,Matches
844,Bandiougou Fadiga,FRA,"FW,MF",Paris S-G,Ligue 1,19,2001,0.7,0,1,1,100.0,1.43,1.43,0.0,0.0,25.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
845,Bandiougou Fadiga,FRA,MF,Brest,Ligue 1,19,2001,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
846,Wout Faes,BEL,DF,Reims,Ligue 1,22,1998,32.2,1,8,1,12.5,0.25,0.03,0.13,1.0,11.0,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
847,Nicolò Fagioli,ITA,MF,Juventus,Serie A,19,2001,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
848,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,31,1988,20.8,0,1,0,0.0,0.05,0.0,0.0,0.0,6.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
849,Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,22,1998,32.1,6,61,22,36.1,1.9,0.68,0.08,0.23,20.0,8,1,1,7.0,6.3,0.1,-1.0,-1.3,Matches
850,Fali,ESP,"DF,MF",Cádiz,La Liga,26,1993,29.3,0,11,2,18.2,0.38,0.07,0.0,0.0,11.8,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
851,Iago Falque,ESP,"MF,FW",Benevento,Serie A,30,1990,4.0,1,11,1,9.1,2.77,0.25,0.09,1.0,20.6,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
852,Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,18,2002,2.4,0,2,0,0.0,0.83,0.0,0.0,0.0,8.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
853,Paolo Faragò,ITA,DF,Bologna,Serie A,27,1993,0.3,0,1,0,0.0,3.91,0.0,0.0,0.0,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
854,Paolo Faragò,ITA,"DF,MF",Cagliari,Serie A,27,1993,4.1,0,3,0,0.0,0.73,0.0,0.0,0.0,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
855,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,28,1991,32.1,4,36,9,25.0,1.12,0.28,0.11,0.44,12.8,0,0,0,4.1,4.1,0.11,-0.1,-0.1,Matches
856,Mohamed Fares,ALG,DF,Lazio,Serie A,24,1996,12.7,0,14,4,28.6,1.11,0.32,0.0,0.0,18.7,0,0,0,0.9,0.7,0.05,-0.9,-0.7,Matches
857,Diego Farias,BRA,FW,Spezia,Serie A,30,1990,16.8,4,32,10,31.3,1.9,0.59,0.13,0.4,16.1,2,0,0,3.4,3.4,0.11,0.6,0.6,Matches
858,Wuilker Faríñez,VEN,GK,Lens,Ligue 1,22,1998,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
859,Noah Fatar,FRA,"FW,MF",Angers,Ligue 1,18,2002,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
860,Ansu Fati,ESP,FW,Barcelona,La Liga,17,2002,4.8,4,14,7,50.0,2.92,1.46,0.29,0.57,15.6,0,0,0,1.8,1.8,0.13,2.2,2.2,Matches
861,Julien Faussurier,FRA,DF,Brest,Ligue 1,33,1987,10.6,0,7,3,42.9,0.66,0.28,0.0,0.0,14.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
862,Andrea Favilli,ITA,FW,Hellas Verona,Serie A,23,1997,3.8,2,12,4,33.3,3.19,1.06,0.17,0.5,12.5,0,0,0,1.8,1.8,0.15,0.2,0.2,Matches
863,Federico Fazio,ARG,DF,Roma,Serie A,33,1987,4.5,1,3,2,66.7,0.67,0.44,0.33,0.5,10.3,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
864,Nabil Fekir,FRA,"MF,FW",Betis,La Liga,27,1993,29.1,5,84,23,27.4,2.88,0.79,0.05,0.17,21.2,9,1,3,7.5,5.2,0.06,-2.5,-1.2,Matches
865,Felipe,BRA,DF,Atlético Madrid,La Liga,31,1989,22.9,0,11,2,18.2,0.48,0.09,0.0,0.0,9.2,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
866,Luiz Felipe,BRA,DF,Lazio,Serie A,23,1997,10.1,0,3,0,0.0,0.3,0.0,0.0,0.0,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
867,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,22,1997,29.0,1,13,3,23.1,0.45,0.1,0.08,0.33,11.2,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
868,João Félix,POR,"FW,MF",Atlético Madrid,La Liga,20,1999,17.5,7,36,14,38.9,2.06,0.8,0.17,0.43,18.8,2,1,2,5.1,3.6,0.1,1.9,2.4,Matches
869,Zinedine Ferhat,ALG,"FW,MF",Nîmes,Ligue 1,27,1993,32.9,6,61,22,36.1,1.86,0.67,0.08,0.23,19.8,5,1,1,5.2,4.4,0.07,0.8,0.6,Matches
870,Bruno Fernandes,POR,MF,Manchester Utd,Premier League,25,1994,34.4,18,110,40,36.4,3.19,1.16,0.08,0.23,22.0,16,9,10,15.4,7.8,0.07,2.6,1.2,Matches
871,Edimilson Fernandes,SUI,"MF,DF",Mainz 05,Bundesliga,24,1996,9.3,0,13,4,30.8,1.39,0.43,0.0,0.0,22.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
872,Aitor Fernández,ESP,GK,Levante,La Liga,29,1991,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
873,Álex Fernández,ESP,MF,Cádiz,La Liga,27,1992,21.6,4,8,2,25.0,0.37,0.09,0.25,1.0,18.9,0,2,2,3.2,1.7,0.21,0.8,0.3,Matches
874,Álvaro Fernández,ESP,GK,Huesca,La Liga,22,1998,22.0,0,1,0,0.0,0.05,0.0,0.0,0.0,17.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
875,Andrés Fernández,ESP,GK,Huesca,La Liga,33,1986,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
876,Augusto Fernández,ARG,MF,Cádiz,La Liga,34,1986,4.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
877,Carlos Fernández,ESP,FW,Sevilla,La Liga,24,1996,1.6,0,2,1,50.0,1.26,0.63,0.0,0.0,8.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
878,Carlos Fernández,ESP,"FW,MF",Real Sociedad,La Liga,24,1996,4.3,1,7,4,57.1,1.62,0.92,0.14,0.25,13.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
879,Federico Fernández,ARG,DF,Newcastle Utd,Premier League,31,1989,23.1,0,5,3,60.0,0.22,0.13,0.0,0.0,10.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
880,Joaquín Fernández,ESP,DF,Valladolid,La Liga,24,1996,23.0,1,10,4,40.0,0.43,0.17,0.1,0.25,7.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
881,Fernandinho,BRA,MF,Manchester City,Premier League,35,1985,13.2,0,15,3,20.0,1.14,0.23,0.0,0.0,21.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
882,Fernando,BRA,MF,Sevilla,La Liga,33,1987,28.3,3,5,4,80.0,0.18,0.14,0.6,0.75,14.9,0,0,0,0.7,0.7,0.13,2.3,2.3,Matches
883,Alex Ferrari,ITA,DF,Sampdoria,Serie A,26,1994,9.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
884,David Ferreiro,ESP,"MF,FW",Huesca,La Liga,32,1988,28.1,2,28,13,46.4,1.0,0.46,0.07,0.15,19.7,1,0,0,1.9,1.9,0.07,0.1,0.1,Matches
885,Salvador Ferrer,ESP,DF,Spezia,Serie A,22,1998,13.2,0,3,1,33.3,0.23,0.08,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
886,Facundo Ferreyra,ARG,FW,Celta Vigo,La Liga,29,1991,3.3,1,7,2,28.6,2.1,0.6,0.14,0.5,11.2,0,0,0,1.4,1.4,0.21,-0.4,-0.4,Matches
887,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,28,1992,28.6,0,4,2,50.0,0.14,0.07,0.0,0.0,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
888,Marco Festa,ITA,GK,Crotone,Serie A,28,1992,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
889,Fidel,ESP,"MF,DF",Elche,La Liga,30,1989,26.6,6,16,7,43.8,0.6,0.26,0.25,0.57,21.0,3,2,3,4.1,1.9,0.12,1.9,2.1,Matches
890,Sam Field,ENG,MF,West Brom,Premier League,22,1998,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
891,Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,31,1989,6.0,0,11,6,54.5,1.82,0.99,0.0,0.0,15.5,0,0,2,3.1,1.6,0.15,-3.1,-1.6,Matches
892,Roberto Firmino,BRA,FW,Liverpool,Premier League,28,1991,31.5,9,83,32,38.6,2.63,1.01,0.11,0.28,13.9,0,0,0,12.6,12.6,0.16,-3.6,-3.6,Matches
893,Junior Firpo,ESP,DF,Barcelona,La Liga,23,1996,3.2,1,1,1,100.0,0.31,0.31,1.0,1.0,3.0,0,0,0,0.8,0.8,0.83,0.2,0.2,Matches
894,John Fleck,SCO,MF,Sheffield Utd,Premier League,28,1991,28.6,0,17,5,29.4,0.59,0.17,0.0,0.0,23.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
895,Mark Flekken,NED,GK,Freiburg,Bundesliga,27,1993,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
896,Florian Flick,GER,MF,Schalke 04,Bundesliga,20,2000,4.0,1,1,1,100.0,0.25,0.25,1.0,1.0,11.2,0,0,0,0.5,0.5,0.48,0.5,0.5,Matches
897,Alexis Flips,FRA,MF,Reims,Ligue 1,20,2000,0.5,1,2,1,50.0,4.19,2.09,0.5,1.0,37.1,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
898,Alessandro Florenzi,ITA,DF,Paris S-G,Ligue 1,29,1991,17.1,2,21,8,38.1,1.23,0.47,0.1,0.25,18.6,0,0,0,2.2,2.2,0.1,-0.2,-0.2,Matches
899,Kingsley Fobi,GHA,DF,Granada,La Liga,21,1998,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
900,Phil Foden,ENG,"FW,MF",Manchester City,Premier League,20,2000,18.0,9,45,20,44.4,2.51,1.11,0.2,0.45,14.7,0,0,0,5.5,5.5,0.12,3.5,3.5,Matches
901,Mamadou Fofana,MLI,"MF,DF",Metz,Ligue 1,22,1998,11.9,0,3,0,0.0,0.25,0.0,0.0,0.0,12.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
902,Seko Fofana,CIV,MF,Lens,Ligue 1,25,1995,25.7,2,40,12,30.0,1.56,0.47,0.05,0.17,19.8,0,0,0,3.2,3.2,0.08,-1.2,-1.2,Matches
903,Wesley Fofana,FRA,DF,Leicester City,Premier League,19,2000,25.1,0,11,2,18.2,0.44,0.08,0.0,0.0,8.8,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
904,Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,19,2000,3.5,0,2,0,0.0,0.57,0.0,0.0,0.0,8.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
905,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,21,1999,31.9,0,38,5,13.2,1.19,0.16,0.0,0.0,24.2,1,0,0,2.1,2.1,0.05,-2.1,-2.1,Matches
906,Thomas Foket,BEL,DF,Reims,Ligue 1,25,1994,36.9,0,7,3,42.9,0.19,0.08,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
907,Ramón Folch,ESP,MF,Elche,La Liga,30,1989,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
908,Lamine Fomba,FRA,MF,Nîmes,Ligue 1,22,1998,24.2,1,24,7,29.2,0.99,0.29,0.04,0.14,16.1,0,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches
909,Thomas Fontaine,MAD,DF,Lorient,Ligue 1,29,1991,3.6,0,2,1,50.0,0.56,0.28,0.0,0.0,18.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
910,José Fontán,ESP,DF,Celta Vigo,La Liga,20,2000,7.2,0,5,3,60.0,0.69,0.41,0.0,0.0,11.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
911,José Fonte,POR,DF,Lille,Ligue 1,36,1983,35.4,3,26,9,34.6,0.73,0.25,0.12,0.33,11.1,0,0,0,1.2,1.2,0.05,1.8,1.8,Matches
912,Fernando Forestieri,ITA,"FW,MF",Udinese,Serie A,30,1990,6.1,1,11,3,27.3,1.79,0.49,0.09,0.33,17.1,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
913,Pablo Fornals,ESP,"FW,MF",West Ham,Premier League,24,1996,28.6,5,50,15,30.0,1.75,0.52,0.1,0.33,15.6,0,0,0,6.5,6.5,0.13,-1.5,-1.5,Matches
914,Emil Forsberg,SWE,"FW,MF",RB Leipzig,Bundesliga,28,1991,17.1,7,32,14,43.8,1.87,0.82,0.16,0.36,17.4,2,2,3,5.8,3.6,0.11,1.2,1.4,Matches
915,Fraser Forster,ENG,GK,Southampton,Premier League,32,1988,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
916,Philipp Förster,GER,"FW,MF",Stuttgart,Bundesliga,25,1995,16.8,3,20,11,55.0,1.19,0.66,0.15,0.27,15.5,0,0,1,4.2,3.3,0.16,-1.2,-0.3,Matches
