Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2267,Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,27,1993,13.7,0,11,2,18.2,0.81,0.15,0.0,0.0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2268,Nolan Roux,FRA,FW,Nîmes,Ligue 1,32,1988,7.2,0,10,1,10.0,1.38,0.14,0.0,0.0,21.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2269,Nicolò Rovella,ITA,MF,Genoa,Serie A,18,2001,13.2,0,11,2,18.2,0.83,0.15,0.0,0.0,21.0,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
2270,Amir Rrahmani,KVX,DF,Napoli,Serie A,26,1994,12.2,1,5,2,40.0,0.41,0.16,0.2,0.5,8.7,0,0,0,0.6,0.6,0.12,0.4,0.4,Matches
2271,Rubén,ESP,"GK,MF",Osasuna,La Liga,36,1984,2.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2272,Waldo Rubio,ESP,FW,Valladolid,La Liga,24,1995,4.2,1,8,1,12.5,1.92,0.24,0.0,0.0,23.1,0,1,1,1.0,0.3,0.03,0.0,-0.3,Matches
2273,John Ruddy,ENG,GK,Wolves,Premier League,33,1986,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2274,Antonio Rüdiger,GER,DF,Chelsea,Premier League,27,1993,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
2275,Sebastian Rudy,GER,"MF,DF",Hoffenheim,Bundesliga,30,1990,18.6,1,15,8,53.3,0.8,0.43,0.07,0.13,22.0,2,0,0,0.6,0.6,0.04,0.4,0.4,Matches
2276,Sebastian Rudy,GER,DF,Schalke 04,Bundesliga,30,1990,2.0,0,1,0,0.0,0.5,0.0,0.0,0.0,24.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2277,Kevin Rüegg,SUI,"DF,MF",Hellas Verona,Serie A,21,1998,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2278,Daniele Rugani,ITA,DF,Rennes,Ligue 1,26,1994,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,8.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2279,Daniele Rugani,ITA,DF,Cagliari,Serie A,26,1994,11.1,1,3,1,33.3,0.27,0.09,0.33,1.0,6.0,0,0,0,0.4,0.4,0.13,0.6,0.6,Matches
2280,Matteo Ruggeri,ITA,DF,Atalanta,Serie A,18,2002,2.3,0,1,0,0.0,0.43,0.0,0.0,0.0,16.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2281,Mário Rui,POR,DF,Napoli,Serie A,29,1991,18.5,0,19,2,10.5,1.02,0.11,0.0,0.0,22.7,2,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
2282,Aitor Ruibal,ESP,"FW,MF",Betis,La Liga,24,1996,17.7,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches
2283,Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,24,1996,28.5,3,43,15,34.9,1.51,0.53,0.07,0.2,21.3,1,0,0,2.6,2.6,0.06,0.4,0.4,Matches
2284,Isma Ruiz,ESP,MF,Granada,La Liga,19,2001,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2285,Kays Ruiz,MAR,"FW,MF",Paris S-G,Ligue 1,17,2002,2.1,0,2,0,0.0,0.97,0.0,0.0,0.0,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2286,Víctor Ruiz,ESP,DF,Betis,La Liga,31,1989,24.0,2,4,4,100.0,0.17,0.17,0.5,0.5,10.5,0,0,0,1.2,1.2,0.29,0.8,0.8,Matches
2287,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,28,1992,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2288,Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,18,2002,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,15.7,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
2289,Georginio Rutter,FRA,"FW,MF",Rennes,Ligue 1,18,2002,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2290,Mathew Ryan,AUS,GK,Arsenal,Premier League,28,1992,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2291,Mathew Ryan,AUS,GK,Brighton,Premier League,28,1992,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2292,Julian Ryerson,NOR,"DF,MF",Union Berlin,Bundesliga,22,1997,11.9,0,6,0,0.0,0.51,0.0,0.0,0.0,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2293,Frederik Rønnow,DEN,GK,Schalke 04,Bundesliga,27,1992,10.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2294,João Victor Santos Sá,BRA,FW,Wolfsburg,Bundesliga,26,1994,5.2,1,10,2,20.0,1.92,0.38,0.1,0.5,16.9,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
2295,Roli Pereira de Sa,FRA,"MF,FW",Nantes,Ligue 1,23,1996,0.6,0,4,0,0.0,6.43,0.0,0.0,0.0,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2296,Idriss Saadi,ALG,"FW,MF",Strasbourg,Ligue 1,28,1992,1.4,0,5,2,40.0,3.6,1.44,0.0,0.0,10.6,0,0,0,1.3,1.3,0.26,-1.3,-1.3,Matches
2297,Youssouf Sabaly,SEN,DF,Bordeaux,Ligue 1,27,1993,32.3,1,13,2,15.4,0.4,0.06,0.08,0.5,22.0,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
2298,Mathys Saban,FRA,MF,Saint-Étienne,Ligue 1,18,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2299,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26,1994,22.5,8,56,21,37.5,2.49,0.93,0.07,0.19,23.6,5,4,4,7.2,4.2,0.07,0.8,-0.2,Matches
2300,Alexis Saelemaekers,BEL,FW,Milan,Serie A,21,1999,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,17.7,0,0,0,2.9,2.9,0.1,-0.9,-0.9,Matches
2301,Modibo Sagnan,MLI,DF,Real Sociedad,La Liga,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.0,0.0,24.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
2302,Allan Saint-Maximin,FRA,"FW,MF",Newcastle Utd,Premier League,23,1997,17.3,3,30,12,40.0,1.73,0.69,0.1,0.25,19.8,0,0,0,2.6,2.6,0.09,0.4,0.4,Matches
2303,Borja Sainz,ESP,"MF,FW",Alavés,La Liga,19,2001,5.0,1,8,4,50.0,1.59,0.79,0.13,0.25,16.0,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
2304,Romain Saïss,MAR,DF,Wolves,Premier League,30,1990,26.7,3,30,12,40.0,1.12,0.45,0.1,0.25,12.5,2,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
2305,Bukayo Saka,ENG,"FW,DF",Arsenal,Premier League,18,2001,28.4,5,61,21,34.4,2.15,0.74,0.08,0.24,15.7,1,0,0,6.9,6.9,0.11,-1.9,-1.9,Matches
2306,Hiroki Sakai,JPN,DF,Marseille,Ligue 1,30,1990,26.5,0,3,1,33.3,0.11,0.04,0.0,0.0,8.9,0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches
2307,Moïse Sakava,CMR,MF,Reims,Ligue 1,19,2000,0.1,0,1,0,0.0,11.25,0.0,0.0,0.0,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2308,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30,1990,3.1,0,1,0,0.0,0.33,0.0,0.0,0.0,12.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2309,Jacopo Sala,ITA,DF,Spezia,Serie A,28,1991,4.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2310,Mohamed Salah,EGY,FW,Liverpool,Premier League,28,1992,34.2,22,120,46,38.3,3.51,1.35,0.13,0.35,15.8,1,6,6,20.9,16.4,0.14,1.1,-0.4,Matches
2311,Eddy Salcedo,ITA,"FW,MF",Hellas Verona,Serie A,18,2001,8.4,2,21,10,47.6,2.5,1.19,0.1,0.2,14.2,0,0,0,2.8,2.8,0.13,-0.8,-0.8,Matches
2312,William Saliba,FRA,DF,Nice,Ligue 1,19,2001,20.0,1,6,1,16.7,0.3,0.05,0.17,1.0,7.9,0,0,0,0.6,0.6,0.1,0.4,0.4,Matches
2313,Romain Salin,FRA,GK,Rennes,Ligue 1,36,1984,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2314,Mohammed Salisu,GHA,DF,Southampton,Premier League,21,1999,9.4,0,4,1,25.0,0.43,0.11,0.0,0.0,11.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
2315,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,23,1997,18.5,8,46,20,43.5,2.49,1.08,0.15,0.35,15.7,3,1,1,6.8,6.1,0.13,1.2,0.9,Matches
2316,Salvi,ESP,"MF,FW",Cádiz,La Liga,29,1991,21.5,2,16,5,31.3,0.74,0.23,0.13,0.4,18.2,0,0,0,1.9,1.9,0.12,0.1,0.1,Matches
2317,Lazar Samardzic,GER,"MF,FW",RB Leipzig,Bundesliga,18,2002,2.2,0,1,0,0.0,0.45,0.0,0.0,0.0,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2318,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,24,1996,28.5,0,15,1,6.7,0.53,0.04,0.0,0.0,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
2319,Mama Samba Baldé,GNB,FW,Dijon,Ligue 1,24,1995,24.0,7,59,19,32.2,2.46,0.79,0.12,0.37,14.6,0,0,0,7.6,7.6,0.13,-0.6,-0.6,Matches
2320,Junior Sambia,FRA,"DF,MF",Montpellier,Ligue 1,23,1996,27.2,1,19,8,42.1,0.7,0.29,0.05,0.13,22.6,5,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
2321,Frédéric Sammaritano,FRA,"FW,MF",Dijon,Ligue 1,34,1986,12.6,0,10,2,20.0,0.8,0.16,0.0,0.0,17.2,1,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
2322,Fede San Emeterio,ESP,MF,Valladolid,La Liga,23,1997,16.2,0,3,0,0.0,0.18,0.0,0.0,0.0,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2323,Antonio Sanabria,PAR,FW,Torino,Serie A,24,1996,10.9,5,19,11,57.9,1.75,1.01,0.26,0.45,14.4,0,0,0,3.0,3.0,0.16,2.0,2.0,Matches
2324,Antonio Sanabria,PAR,FW,Betis,La Liga,24,1996,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3,Matches
2325,Oihan Sancet,ESP,"FW,MF",Athletic Club,La Liga,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0,0,0,2.9,2.9,0.16,-0.9,-0.9,Matches
2326,Renato Sanches,POR,MF,Lille,Ligue 1,22,1997,14.1,1,21,3,14.3,1.49,0.21,0.05,0.33,22.2,2,0,0,2.3,2.3,0.11,-1.3,-1.3,Matches
2327,Juan Sánchez Miño,ARG,"DF,MF",Elche,La Liga,30,1990,5.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2328,Alexis Sánchez,CHI,FW,Inter,Serie A,31,1988,12.7,7,28,15,53.6,2.2,1.18,0.25,0.47,15.6,4,0,1,5.6,4.8,0.17,1.4,2.2,Matches
2329,Davinson Sánchez,COL,DF,Tottenham,Premier League,24,1996,16.5,0,6,0,0.0,0.36,0.0,0.0,0.0,9.3,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matches
2330,Germán Sánchez,ESP,DF,Granada,La Liga,33,1986,29.3,3,14,5,35.7,0.48,0.17,0.21,0.6,8.4,0,0,0,1.9,1.9,0.14,1.1,1.1,Matches
2331,Javi Sánchez,ESP,DF,Valladolid,La Liga,23,1997,10.2,0,3,0,0.0,0.29,0.0,0.0,0.0,8.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2332,Manuel Sánchez,ESP,DF,Osasuna,La Liga,19,2000,10.8,0,3,1,33.3,0.28,0.09,0.0,0.0,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2333,Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,19,2000,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2334,Robert Sánchez,ESP,GK,Brighton,Premier League,22,1997,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2335,Jadon Sancho,ENG,"FW,MF",Dortmund,Bundesliga,20,2000,22.9,8,51,15,29.4,2.23,0.65,0.14,0.47,16.6,2,1,1,7.4,6.6,0.13,0.6,0.4,Matches
2336,Alex Sandro,BRA,DF,Juventus,Serie A,29,1991,20.6,2,14,3,21.4,0.68,0.15,0.14,0.67,13.6,0,0,0,1.2,1.2,0.08,0.8,0.8,Matches
2337,Leroy Sané,GER,"FW,MF",Bayern Munich,Bundesliga,24,1996,20.1,6,58,21,36.2,2.89,1.05,0.1,0.29,18.6,0,0,0,5.6,5.6,0.1,0.4,0.4,Matches
2338,Salif Sané,SEN,DF,Schalke 04,Bundesliga,29,1990,11.9,0,7,1,14.3,0.59,0.08,0.0,0.0,13.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2339,Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34,1986,23.2,0,15,4,26.7,0.65,0.17,0.0,0.0,14.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
2340,Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16,2003,0.2,0,1,0,0.0,5.29,0.0,0.0,0.0,14.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2341,Siriki Sanogo,CIV,MF,Benevento,Serie A,18,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2342,Morgan Sanson,FRA,MF,Marseille,Ligue 1,25,1994,9.2,2,11,3,27.3,1.2,0.33,0.18,0.67,19.1,0,0,0,1.2,1.2,0.11,0.8,0.8,Matches
2343,Morgan Sanson,FRA,MF,Aston Villa,Premier League,25,1994,3.3,0,2,0,0.0,0.61,0.0,0.0,0.0,27.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2344,Nicola Sansone,ITA,"FW,MF",Bologna,Serie A,28,1991,13.0,2,31,13,41.9,2.39,1.0,0.06,0.15,16.8,3,0,0,3.8,3.8,0.12,-1.8,-1.8,Matches
2345,Baptiste Santamaria,FRA,MF,Angers,Ligue 1,25,1995,3.0,0,6,3,50.0,2.0,1.0,0.0,0.0,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2346,Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,25,1995,24.5,1,29,8,27.6,1.18,0.33,0.03,0.13,22.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9,Matches
2347,Federico Santander,PAR,FW,Bologna,Serie A,29,1991,0.4,0,5,0,0.0,12.16,0.0,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2348,Davide Santon,ITA,DF,Roma,Serie A,29,1991,6.5,0,5,0,0.0,0.77,0.0,0.0,0.0,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2349,Samir Santos,BRA,DF,Udinese,Serie A,25,1994,24.6,1,11,3,27.3,0.45,0.12,0.09,0.33,9.6,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
2350,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,28,1991,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2351,Riccardo Saponara,ITA,"FW,MF",Spezia,Serie A,28,1991,4.3,2,10,4,40.0,2.31,0.93,0.2,0.5,14.3,0,0,0,1.0,1.0,0.1,1.0,1.0,Matches
2352,Ivan Šaponjić,SRB,FW,Cádiz,La Liga,22,1997,4.3,1,10,5,50.0,2.32,1.16,0.0,0.0,10.6,0,1,1,1.7,0.9,0.09,-0.7,-0.9,Matches
2353,Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,28,1992,14.7,6,36,18,50.0,2.45,1.23,0.17,0.33,14.3,2,0,0,4.8,4.8,0.13,1.2,1.2,Matches
2354,Josh Sargent,USA,"FW,MF",Werder Bremen,Bundesliga,20,2000,27.8,5,46,19,41.3,1.65,0.68,0.11,0.26,14.6,0,0,0,5.2,5.2,0.11,-0.2,-0.2,Matches
2355,Bouna Sarr,GUI,DF,Bayern Munich,Bundesliga,28,1992,5.0,0,3,0,0.0,0.6,0.0,0.0,0.0,28.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2356,Bouna Sarr,GUI,DF,Marseille,Ligue 1,28,1992,0.8,0,1,0,0.0,1.18,0.0,0.0,0.0,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2357,Sidy Sarr,SEN,MF,Nîmes,Ligue 1,24,1996,5.1,0,9,1,11.1,1.75,0.19,0.0,0.0,22.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2358,Marco Sau,ITA,"MF,FW",Benevento,Serie A,32,1987,8.7,4,10,5,50.0,1.15,0.57,0.3,0.6,16.3,1,1,1,2.4,1.6,0.16,1.6,1.4,Matches
2359,Téji Savanier,FRA,MF,Montpellier,Ligue 1,28,1991,24.1,5,54,16,29.6,2.24,0.67,0.06,0.19,24.9,11,2,3,5.0,2.7,0.05,0.0,0.3,Matches
2360,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,29,1991,32.8,1,7,2,28.6,0.21,0.06,0.14,0.5,5.0,0,0,0,0.9,0.9,0.13,0.1,0.1,Matches
2361,Romaine Sawyers,SKN,MF,West Brom,Premier League,28,1991,16.5,0,4,0,0.0,0.24,0.0,0.0,0.0,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2362,Gianluca Scamacca,ITA,FW,Genoa,Serie A,21,1999,15.0,8,46,16,34.8,3.06,1.07,0.13,0.38,16.9,1,2,2,7.3,5.8,0.13,0.7,0.2,Matches
2363,Dane Scarlett,ENG,FW,Tottenham,Premier League,16,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2364,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,28,1991,13.8,1,10,4,40.0,0.72,0.29,0.0,0.0,28.4,3,1,1,1.2,0.4,0.04,-0.2,-0.4,Matches
2365,Aurélien Scheidler,FRA,FW,Dijon,Ligue 1,22,1998,3.8,1,7,2,28.6,1.84,0.53,0.14,0.5,18.5,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
2366,Nicolás Schiappacasse,URU,MF,Sassuolo,Serie A,21,1999,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2367,Pasquale Schiattarella,ITA,MF,Benevento,Serie A,33,1987,25.0,1,9,6,66.7,0.36,0.24,0.11,0.17,16.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
2368,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,24,1996,20.7,9,57,23,40.4,2.75,1.11,0.16,0.39,11.3,1,0,0,9.7,9.7,0.17,-0.7,-0.7,Matches
2369,Sven Schipplock,GER,"FW,MF",Arminia,Bundesliga,31,1988,8.3,1,14,5,35.7,1.69,0.6,0.07,0.2,16.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
2370,Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,22,1997,29.2,2,48,4,8.3,1.65,0.14,0.04,0.5,20.9,0,0,0,2.8,2.8,0.06,-0.8,-0.8,Matches
2371,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,23,1997,18.4,0,9,1,11.1,0.49,0.05,0.0,0.0,14.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
2372,Nico Schlotterbeck,GER,DF,Union Berlin,Bundesliga,20,1999,14.3,1,23,8,34.8,1.61,0.56,0.04,0.13,12.0,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
2373,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27,1992,15.9,2,18,10,55.6,1.13,0.63,0.11,0.2,13.4,0,0,0,1.6,1.6,0.09,0.4,0.4,Matches
2374,Kasper Schmeichel,DEN,GK,Leicester City,Premier League,33,1986,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2375,Jonathan Schmid,FRA,"DF,MF",Freiburg,Bundesliga,30,1990,26.6,2,22,9,40.9,0.83,0.34,0.09,0.22,21.2,6,0,0,1.4,1.4,0.06,0.6,0.6,Matches
2376,Romano Schmid,AUT,"FW,MF",Werder Bremen,Bundesliga,20,2000,13.1,0,18,3,16.7,1.38,0.23,0.0,0.0,22.0,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
2377,Benno Schmitz,GER,DF,Köln,Bundesliga,25,1994,4.6,0,4,1,25.0,0.87,0.22,0.0,0.0,16.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2378,Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,30,1989,24.4,0,11,4,36.4,0.45,0.16,0.0,0.0,16.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
2379,Alessandro Schöpf,AUT,"FW,MF",Schalke 04,Bundesliga,26,1994,10.5,0,11,1,9.1,1.05,0.1,0.0,0.0,19.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2380,Jerdy Schouten,NED,MF,Bologna,Serie A,23,1997,27.9,1,9,4,44.4,0.32,0.14,0.11,0.25,25.8,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
2381,Nico Schulz,GER,DF,Dortmund,Bundesliga,27,1993,6.8,0,2,0,0.0,0.3,0.0,0.0,0.0,21.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2382,Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,28,1992,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2383,Christopher Scott,GER,"FW,MF",Bayern Munich,Bundesliga,18,2002,0.4,0,1,0,0.0,2.65,0.0,0.0,0.0,22.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2384,Matteo Scozzarella,ITA,MF,Parma,Serie A,32,1988,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2385,Simone Scuffet,ITA,GK,Udinese,Serie A,24,1996,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2386,Jacopo Segre,ITA,MF,Torino,Serie A,23,1997,2.1,0,4,1,25.0,1.88,0.47,0.0,0.0,14.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
2387,Davie Selke,GER,FW,Werder Bremen,Bundesliga,25,1995,9.0,3,27,12,44.4,2.99,1.33,0.07,0.17,12.8,0,1,1,3.6,2.8,0.12,-0.6,-0.8,Matches
2388,Malik Sellouki,FRA,"FW,MF",Nice,Ligue 1,20,2000,0.7,1,4,1,25.0,5.45,1.36,0.25,1.0,17.1,1,0,0,0.3,0.3,0.06,0.7,0.7,Matches
2389,Matz Sels,BEL,GK,Strasbourg,Ligue 1,28,1992,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2390,Nélson Semedo,POR,DF,Wolves,Premier League,26,1993,33.1,1,23,11,47.8,0.69,0.33,0.04,0.09,20.9,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
2391,Léo Sena,BRA,MF,Spezia,Serie A,24,1995,9.8,0,2,0,0.0,0.2,0.0,0.0,0.0,22.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2392,Stefano Sensi,ITA,MF,Inter,Serie A,24,1995,6.7,0,18,8,44.4,2.69,1.19,0.0,0.0,20.5,1,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
2393,Jaime Seoane,ESP,MF,Huesca,La Liga,23,1997,22.9,1,24,9,37.5,1.05,0.39,0.04,0.11,20.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
2394,Luigi Sepe,ITA,GK,Parma,Serie A,29,1991,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2395,Suat Serdar,GER,MF,Schalke 04,Bundesliga,23,1997,21.7,1,32,9,28.1,1.47,0.41,0.03,0.11,19.3,0,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
2396,Jean Seri,CIV,MF,Bordeaux,Ligue 1,29,1991,7.9,0,4,0,0.0,0.51,0.0,0.0,0.0,22.8,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2397,Femi Seriki,ENG,DF,Sheffield Utd,Premier League,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2398,Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20,2000,17.5,2,5,2,40.0,0.29,0.11,0.4,1.0,10.6,0,0,0,0.6,0.6,0.11,1.4,1.4,Matches
2399,Nils Seufert,GER,"MF,FW",Arminia,Bundesliga,23,1997,3.8,0,1,0,0.0,0.26,0.0,0.0,0.0,19.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2400,Edgar Sevikyan,RUS,MF,Levante,La Liga,18,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2401,Stephan El Shaarawy,ITA,"FW,MF",Roma,Serie A,27,1992,6.4,1,16,7,43.8,2.52,1.1,0.06,0.14,17.4,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
