Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2263,Cristiano Ronaldo,POR,FW,Juventus,Serie A,35,1985,31.1,3,0,0,17,43,31,52,8,3,2,0,0,126,29,21,58.0,Matches
2264,Facundo Roncaglia,ARG,DF,Osasuna,La Liga,33,1987,13.7,3,1,1,15,6,0,15,12,15,0,1,0,171,35,22,61.4,Matches
2265,Valentin Rongier,FRA,MF,Marseille,Ligue 1,25,1994,21.0,8,0,0,46,25,1,8,34,73,0,0,0,228,26,27,49.1,Matches
2266,Marten de Roon,NED,MF,Atalanta,Serie A,29,1991,33.6,8,1,0,66,24,0,13,69,67,0,0,0,417,74,48,60.7,Matches
2267,Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,27,1993,13.7,0,0,0,10,15,0,44,13,14,0,0,0,114,12,20,37.5,Matches
2268,Nolan Roux,FRA,FW,Nîmes,Ligue 1,32,1988,7.2,2,0,0,11,16,3,5,2,6,0,0,0,30,9,31,22.5,Matches
2269,Nicolò Rovella,ITA,MF,Genoa,Serie A,18,2001,13.2,4,0,0,20,24,0,13,18,16,0,1,0,141,5,13,27.8,Matches
2270,Amir Rrahmani,KVX,DF,Napoli,Serie A,26,1994,12.2,2,0,0,10,8,0,2,8,10,2,0,0,93,28,16,63.6,Matches
2271,Rubén,ESP,"GK,MF",Osasuna,La Liga,36,1984,2.1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0.0,Matches
2272,Waldo Rubio,ESP,FW,Valladolid,La Liga,24,1995,4.2,1,0,0,8,2,1,3,1,5,0,0,0,32,0,10,0.0,Matches
2273,John Ruddy,ENG,GK,Wolves,Premier League,33,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,Matches
2274,Antonio Rüdiger,GER,DF,Chelsea,Premier League,27,1993,19.0,0,0,0,16,11,1,1,15,18,0,0,1,163,50,16,75.8,Matches
2275,Sebastian Rudy,GER,"MF,DF",Hoffenheim,Bundesliga,30,1990,18.6,4,0,0,30,14,0,41,8,30,0,0,0,186,16,22,42.1,Matches
2276,Sebastian Rudy,GER,DF,Schalke 04,Bundesliga,30,1990,2.0,0,0,0,1,0,0,3,0,1,0,0,0,26,5,2,71.4,Matches
2277,Kevin Rüegg,SUI,"DF,MF",Hellas Verona,Serie A,21,1998,2.3,0,0,0,2,1,1,4,1,3,1,0,0,12,2,5,28.6,Matches
2278,Daniele Rugani,ITA,DF,Cagliari,Serie A,26,1994,11.1,2,0,0,15,4,0,4,15,13,0,0,0,116,42,19,68.9,Matches
2279,Daniele Rugani,ITA,DF,Rennes,Ligue 1,26,1994,1.0,1,0,0,2,2,0,0,0,2,0,0,0,14,5,3,62.5,Matches
2280,Matteo Ruggeri,ITA,DF,Atalanta,Serie A,18,2002,2.3,0,0,0,3,0,0,8,4,2,0,0,0,8,4,2,66.7,Matches
2281,Mário Rui,POR,DF,Napoli,Serie A,29,1991,18.5,4,0,0,17,41,3,56,29,19,0,0,0,165,11,13,45.8,Matches
2282,Aitor Ruibal,ESP,"FW,MF",Betis,La Liga,24,1996,17.7,2,0,0,36,17,5,23,21,24,0,0,0,107,15,20,42.9,Matches
2283,Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,24,1996,28.5,1,0,0,11,26,1,21,40,40,0,1,0,227,12,10,54.5,Matches
2284,Isma Ruiz,ESP,MF,Granada,La Liga,19,2001,0.7,0,0,0,0,0,0,0,0,2,0,0,0,8,1,4,20.0,Matches
2285,Kays Ruiz,MAR,"FW,MF",Paris S-G,Ligue 1,17,2002,2.1,1,0,0,4,5,0,1,1,1,0,0,0,11,1,3,25.0,Matches
2286,Víctor Ruiz,ESP,DF,Betis,La Liga,31,1989,24.0,9,0,0,23,5,3,0,46,11,0,0,2,215,68,38,64.2,Matches
2287,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,28,1992,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,Matches
2288,Georginio Rutter,FRA,"FW,MF",Rennes,Ligue 1,18,2002,0.5,0,0,0,5,2,2,0,1,2,0,0,0,4,2,2,50.0,Matches
2289,Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,18,2002,2.7,0,0,0,3,8,2,4,1,2,0,0,0,19,11,11,50.0,Matches
2290,Mathew Ryan,AUS,GK,Arsenal,Premier League,28,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0.0,Matches
2291,Mathew Ryan,AUS,GK,Brighton,Premier League,28,1992,11.0,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,0.0,Matches
2292,Julian Ryerson,NOR,"DF,MF",Union Berlin,Bundesliga,22,1997,11.9,2,0,0,10,12,1,15,13,10,0,0,0,102,15,27,35.7,Matches
2293,Frederik Rønnow,DEN,GK,Schalke 04,Bundesliga,27,1992,10.5,0,0,0,0,1,0,0,0,0,0,0,1,65,0,0,0.0,Matches
2294,João Victor Santos Sá,BRA,FW,Wolfsburg,Bundesliga,26,1994,5.2,0,0,0,8,6,4,3,7,8,0,0,0,50,8,16,33.3,Matches
2295,Roli Pereira de Sa,FRA,"MF,FW",Nantes,Ligue 1,23,1996,0.6,0,0,0,1,1,0,0,1,3,0,0,0,9,0,1,0.0,Matches
2296,Idriss Saadi,ALG,"FW,MF",Strasbourg,Ligue 1,28,1992,1.4,0,0,0,1,0,0,2,0,0,0,0,0,6,6,5,54.5,Matches
2297,Youssouf Sabaly,SEN,DF,Bordeaux,Ligue 1,27,1993,32.3,4,0,0,33,43,2,39,50,40,0,1,0,269,31,27,53.4,Matches
2298,Mathys Saban,FRA,MF,Saint-Étienne,Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2299,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26,1994,22.5,8,0,0,22,36,7,23,36,27,0,0,0,272,21,21,50.0,Matches
2300,Alexis Saelemaekers,BEL,FW,Milan,Serie A,21,1999,22.4,7,1,1,30,34,6,41,28,31,1,0,0,151,7,25,21.9,Matches
2301,Modibo Sagnan,MLI,DF,Real Sociedad,La Liga,21,1999,6.9,3,0,0,13,4,0,1,7,5,0,0,0,59,16,14,53.3,Matches
2302,Allan Saint-Maximin,FRA,"FW,MF",Newcastle Utd,Premier League,23,1997,17.3,0,0,0,11,45,5,21,9,11,0,1,0,100,5,13,27.8,Matches
2303,Borja Sainz,ESP,"MF,FW",Alavés,La Liga,19,2001,5.0,1,0,0,14,7,4,11,6,6,0,0,0,35,3,12,20.0,Matches
2304,Romain Saïss,MAR,DF,Wolves,Premier League,30,1990,26.7,2,0,0,29,11,1,17,38,18,0,2,0,220,89,53,62.7,Matches
2305,Bukayo Saka,ENG,"FW,DF",Arsenal,Premier League,18,2001,28.4,1,0,0,28,64,15,82,27,19,1,0,1,176,15,43,25.9,Matches
2306,Hiroki Sakai,JPN,DF,Marseille,Ligue 1,30,1990,26.5,6,1,0,42,18,2,31,38,61,0,0,0,206,48,37,56.5,Matches
2307,Moïse Sakava,CMR,MF,Reims,Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
2308,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30,1990,3.1,0,0,0,2,1,0,0,0,2,0,1,0,17,5,8,38.5,Matches
2309,Jacopo Sala,ITA,DF,Spezia,Serie A,28,1991,4.2,1,0,0,7,4,0,9,3,5,0,0,0,31,3,5,37.5,Matches
2310,Mohamed Salah,EGY,FW,Liverpool,Premier League,28,1992,34.2,0,0,0,22,22,13,47,9,13,2,0,0,191,21,52,28.8,Matches
2311,Eddy Salcedo,ITA,"FW,MF",Hellas Verona,Serie A,18,2001,8.4,3,0,0,14,15,3,11,3,2,1,0,0,49,31,64,32.6,Matches
2312,William Saliba,FRA,DF,Nice,Ligue 1,19,2001,20.0,2,0,0,16,10,0,0,34,8,0,1,0,191,35,22,61.4,Matches
2313,Romain Salin,FRA,GK,Rennes,Ligue 1,36,1984,15.0,2,0,0,0,2,0,0,0,0,0,0,0,99,0,0,0.0,Matches
2314,Mohammed Salisu,GHA,DF,Southampton,Premier League,21,1999,9.4,1,0,0,10,4,0,2,26,19,0,0,0,75,26,18,59.1,Matches
2315,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,23,1997,18.5,5,0,0,49,56,12,42,10,13,2,0,0,99,38,57,40.0,Matches
2316,Salvi,ESP,"MF,FW",Cádiz,La Liga,29,1991,21.5,5,0,0,16,29,7,84,18,12,0,1,0,125,18,36,33.3,Matches
2317,Lazar Samardzic,GER,"MF,FW",RB Leipzig,Bundesliga,18,2002,2.2,0,0,0,6,3,0,0,5,6,0,0,0,14,1,1,50.0,Matches
2318,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,24,1996,28.5,3,0,0,43,45,0,7,68,45,0,0,0,381,50,59,45.9,Matches
2319,Mama Samba Baldé,GNB,FW,Dijon,Ligue 1,24,1995,24.0,4,0,0,38,40,16,10,13,20,1,0,0,104,67,112,37.4,Matches
2320,Junior Sambia,FRA,"DF,MF",Montpellier,Ligue 1,23,1996,27.2,2,0,0,24,44,3,61,34,35,1,0,0,177,37,43,46.3,Matches
2321,Frédéric Sammaritano,FRA,"FW,MF",Dijon,Ligue 1,34,1986,12.6,4,1,0,14,24,0,32,8,9,0,0,0,72,3,17,15.0,Matches
2322,Fede San Emeterio,ESP,MF,Valladolid,La Liga,23,1997,16.2,7,0,0,39,17,0,2,15,18,0,1,0,163,28,47,37.3,Matches
2323,Antonio Sanabria,PAR,FW,Torino,Serie A,24,1996,10.9,2,0,0,17,12,3,5,10,4,0,0,0,38,27,47,36.5,Matches
2324,Antonio Sanabria,PAR,FW,Betis,La Liga,24,1996,10.4,2,0,0,17,11,3,1,2,6,0,0,0,39,36,37,49.3,Matches
2325,Oihan Sancet,ESP,"FW,MF",Athletic Club,La Liga,20,2000,11.5,2,0,0,19,17,4,5,3,9,0,0,0,59,15,26,36.6,Matches
2326,Renato Sanches,POR,MF,Lille,Ligue 1,22,1997,14.1,4,0,0,27,27,2,19,17,12,0,0,0,130,7,21,25.0,Matches
2327,Juan Sánchez Miño,ARG,"DF,MF",Elche,La Liga,30,1990,5.5,2,0,0,11,6,0,8,4,5,0,0,0,40,4,5,44.4,Matches
2328,Alexis Sánchez,CHI,FW,Inter,Serie A,31,1988,12.7,0,0,0,19,33,10,18,11,10,0,0,0,69,13,11,54.2,Matches
2329,Davinson Sánchez,COL,DF,Tottenham,Premier League,24,1996,16.5,1,0,0,22,9,0,0,14,25,0,3,1,153,50,30,62.5,Matches
2330,Germán Sánchez,ESP,DF,Granada,La Liga,33,1986,29.3,11,1,0,31,31,4,0,25,11,0,0,0,216,87,79,52.4,Matches
2331,Javi Sánchez,ESP,DF,Valladolid,La Liga,23,1997,10.2,3,0,0,6,2,0,1,13,12,0,0,0,62,18,18,50.0,Matches
2332,Manuel Sánchez,ESP,DF,Osasuna,La Liga,19,2000,10.8,4,0,0,16,8,1,30,11,11,0,0,0,82,8,15,34.8,Matches
2333,Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,19,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,Matches
2334,Robert Sánchez,ESP,GK,Brighton,Premier League,22,1997,27.0,2,0,0,2,4,0,0,0,0,0,1,0,134,1,1,50.0,Matches
2335,Jadon Sancho,ENG,"FW,MF",Dortmund,Bundesliga,20,2000,22.9,0,0,0,1,22,9,52,14,11,0,0,0,154,5,22,18.5,Matches
2336,Alex Sandro,BRA,DF,Juventus,Serie A,29,1991,20.6,2,0,0,26,28,0,45,23,28,0,0,1,172,38,27,58.5,Matches
2337,Leroy Sané,GER,"FW,MF",Bayern Munich,Bundesliga,24,1996,20.1,2,0,0,14,21,6,54,12,21,1,0,0,151,8,19,29.6,Matches
2338,Salif Sané,SEN,DF,Schalke 04,Bundesliga,29,1990,11.9,5,0,0,15,14,1,3,18,7,0,1,0,151,73,18,80.2,Matches
2339,Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34,1986,23.2,10,0,0,58,40,4,8,26,32,0,2,0,316,73,67,52.1,Matches
2340,Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,Matches
2341,Siriki Sanogo,CIV,MF,Benevento,Serie A,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
2342,Morgan Sanson,FRA,MF,Aston Villa,Premier League,25,1994,3.3,3,0,0,6,7,2,8,7,5,0,0,0,31,5,4,55.6,Matches
2343,Morgan Sanson,FRA,MF,Marseille,Ligue 1,25,1994,9.2,2,0,0,18,10,0,13,12,19,0,0,0,57,9,13,40.9,Matches
2344,Nicola Sansone,ITA,"FW,MF",Bologna,Serie A,28,1991,13.0,2,0,0,24,41,3,22,9,14,0,0,0,79,6,25,19.4,Matches
2345,Baptiste Santamaria,FRA,MF,Angers,Ligue 1,25,1995,3.0,1,0,0,7,5,1,1,2,6,0,0,0,38,5,3,62.5,Matches
2346,Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,25,1995,24.5,5,0,0,34,28,2,26,49,42,0,0,1,282,56,39,58.9,Matches
2347,Federico Santander,PAR,FW,Bologna,Serie A,29,1991,0.4,0,0,0,2,2,0,1,0,0,0,0,0,5,2,2,50.0,Matches
2348,Davide Santon,ITA,DF,Roma,Serie A,29,1991,6.5,3,0,0,11,3,1,16,6,4,0,0,0,36,4,3,57.1,Matches
2349,Samir Santos,BRA,DF,Udinese,Serie A,25,1994,24.6,6,0,0,40,36,3,17,40,34,0,0,0,175,54,33,62.1,Matches
2350,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,28,1991,0.6,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,50.0,Matches
2351,Riccardo Saponara,ITA,"FW,MF",Spezia,Serie A,28,1991,4.3,2,1,1,4,14,2,5,3,2,0,0,0,27,7,6,53.8,Matches
2352,Ivan Šaponjić,SRB,FW,Cádiz,La Liga,22,1997,4.3,2,0,0,14,16,4,0,3,0,0,0,0,19,20,30,40.0,Matches
2353,Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,28,1992,14.7,2,0,0,7,16,7,37,4,12,0,0,0,67,4,10,28.6,Matches
2354,Josh Sargent,USA,"FW,MF",Werder Bremen,Bundesliga,20,2000,27.8,7,0,0,35,42,6,12,20,28,0,0,1,167,70,110,38.9,Matches
2355,Bouna Sarr,GUI,DF,Marseille,Ligue 1,28,1992,0.8,0,0,0,3,2,0,1,1,1,0,0,0,8,1,3,25.0,Matches
2356,Bouna Sarr,GUI,DF,Bayern Munich,Bundesliga,28,1992,5.0,1,0,0,11,7,1,11,4,9,0,0,0,57,8,7,53.3,Matches
2357,Sidy Sarr,SEN,MF,Nîmes,Ligue 1,24,1996,5.1,1,0,0,9,5,1,0,4,6,0,0,0,53,24,10,70.6,Matches
2358,Marco Sau,ITA,"MF,FW",Benevento,Serie A,32,1987,8.7,1,1,0,8,19,1,16,8,3,1,0,0,50,8,18,30.8,Matches
2359,Téji Savanier,FRA,MF,Montpellier,Ligue 1,28,1991,24.1,6,1,0,58,65,1,57,40,53,1,2,0,267,26,21,55.3,Matches
2360,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,29,1991,32.8,14,0,0,29,17,3,2,35,26,0,1,0,312,100,47,68.0,Matches
2361,Romaine Sawyers,SKN,MF,West Brom,Premier League,28,1991,16.5,2,0,0,18,14,0,5,22,19,0,0,1,176,13,6,68.4,Matches
2362,Gianluca Scamacca,ITA,FW,Genoa,Serie A,21,1999,15.0,1,0,0,32,17,10,13,8,11,0,0,1,77,43,48,47.3,Matches
2363,Dane Scarlett,ENG,FW,Tottenham,Premier League,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2364,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,28,1991,13.8,4,1,0,22,15,1,3,22,9,0,0,0,123,20,25,44.4,Matches
2365,Aurélien Scheidler,FRA,FW,Dijon,Ligue 1,22,1998,3.8,1,0,0,7,4,6,0,0,1,0,0,0,11,10,23,30.3,Matches
2366,Nicolás Schiappacasse,URU,MF,Sassuolo,Serie A,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
2367,Pasquale Schiattarella,ITA,MF,Benevento,Serie A,33,1987,25.0,13,1,0,38,55,1,6,23,35,0,0,0,295,12,8,60.0,Matches
2368,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,24,1996,20.7,4,0,0,28,22,7,5,2,8,1,0,0,69,80,78,50.6,Matches
2369,Sven Schipplock,GER,"FW,MF",Arminia,Bundesliga,31,1988,8.3,4,0,0,38,29,3,10,3,8,0,0,0,56,23,33,41.1,Matches
2370,Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,22,1997,29.2,7,0,0,46,34,1,10,47,61,1,0,0,381,51,46,52.6,Matches
2371,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,23,1997,18.4,3,0,0,22,28,0,1,29,12,0,0,1,173,58,37,61.1,Matches
2372,Nico Schlotterbeck,GER,DF,Union Berlin,Bundesliga,20,1999,14.3,4,1,1,23,25,0,6,37,20,0,1,1,139,43,30,58.9,Matches
2373,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27,1992,15.9,3,0,0,25,17,0,27,21,20,0,0,0,116,32,43,42.7,Matches
2374,Kasper Schmeichel,DEN,GK,Leicester City,Premier League,33,1986,38.0,0,0,0,0,4,0,0,0,0,0,0,1,161,0,0,0.0,Matches
2375,Jonathan Schmid,FRA,"DF,MF",Freiburg,Bundesliga,30,1990,26.6,4,0,0,17,18,0,84,22,27,0,0,0,231,22,25,46.8,Matches
2376,Romano Schmid,AUT,"FW,MF",Werder Bremen,Bundesliga,20,2000,13.1,2,0,0,18,21,6,15,16,20,1,0,0,136,7,24,22.6,Matches
2377,Benno Schmitz,GER,DF,Köln,Bundesliga,25,1994,4.6,0,0,0,8,6,0,5,8,6,0,0,0,36,6,8,42.9,Matches
2378,Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,30,1989,24.4,9,1,1,43,10,0,7,36,38,0,0,0,233,42,28,60.0,Matches
2379,Alessandro Schöpf,AUT,"FW,MF",Schalke 04,Bundesliga,26,1994,10.5,0,0,0,12,13,4,6,7,12,0,0,0,82,7,15,31.8,Matches
2380,Jerdy Schouten,NED,MF,Bologna,Serie A,23,1997,27.9,8,1,0,48,24,1,7,79,40,0,1,0,343,42,37,53.2,Matches
2381,Nico Schulz,GER,DF,Dortmund,Bundesliga,27,1993,6.8,1,0,0,8,4,0,16,14,9,0,0,1,60,6,5,54.5,Matches
2382,Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,28,1992,26.0,0,0,0,0,4,0,0,0,0,0,0,0,118,0,0,0.0,Matches
2383,Christopher Scott,GER,"FW,MF",Bayern Munich,Bundesliga,18,2002,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
2384,Matteo Scozzarella,ITA,MF,Parma,Serie A,32,1988,1.7,1,0,0,3,1,0,4,6,1,0,0,0,8,0,0,0.0,Matches
2385,Simone Scuffet,ITA,GK,Udinese,Serie A,24,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,Matches
2386,Jacopo Segre,ITA,MF,Torino,Serie A,23,1997,2.1,1,0,0,2,9,1,0,0,5,0,0,0,18,2,3,40.0,Matches
2387,Davie Selke,GER,FW,Werder Bremen,Bundesliga,25,1995,9.0,4,0,0,21,27,9,5,2,2,0,0,0,49,69,72,48.9,Matches
2388,Malik Sellouki,FRA,"FW,MF",Nice,Ligue 1,20,2000,0.7,1,0,0,1,2,0,4,2,0,0,0,0,3,0,0,0.0,Matches
2389,Matz Sels,BEL,GK,Strasbourg,Ligue 1,28,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,Matches
2390,Nélson Semedo,POR,DF,Wolves,Premier League,26,1993,33.1,5,0,0,42,34,2,48,44,53,0,1,1,264,43,42,50.6,Matches
2391,Léo Sena,BRA,MF,Spezia,Serie A,24,1995,9.8,0,0,0,7,61,0,7,13,15,0,0,0,105,6,12,33.3,Matches
2392,Stefano Sensi,ITA,MF,Inter,Serie A,24,1995,6.7,1,1,0,9,14,0,9,10,10,0,0,0,55,1,3,25.0,Matches
2393,Jaime Seoane,ESP,MF,Huesca,La Liga,23,1997,22.9,5,0,0,43,32,1,15,19,38,0,1,0,201,30,22,57.7,Matches
2394,Luigi Sepe,ITA,GK,Parma,Serie A,29,1991,36.0,0,0,0,0,2,0,0,0,0,0,0,0,161,0,0,0.0,Matches
2395,Suat Serdar,GER,MF,Schalke 04,Bundesliga,23,1997,21.7,3,0,0,28,47,1,8,23,36,1,0,1,203,18,25,41.9,Matches
2396,Jean Seri,CIV,MF,Bordeaux,Ligue 1,29,1991,7.9,3,0,0,15,12,0,4,8,11,0,0,0,85,9,10,47.4,Matches
2397,Femi Seriki,ENG,DF,Sheffield Utd,Premier League,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2398,Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20,2000,17.5,4,0,0,35,6,8,53,20,25,0,0,0,151,15,24,38.5,Matches
2399,Nils Seufert,GER,"MF,FW",Arminia,Bundesliga,23,1997,3.8,1,0,0,8,7,0,2,2,8,0,0,0,32,4,3,57.1,Matches
2400,Edgar Sevikyan,RUS,MF,Levante,La Liga,18,2001,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0.0,Matches
2401,Stephan El Shaarawy,ITA,"FW,MF",Roma,Serie A,27,1992,6.4,1,0,0,8,9,1,10,5,2,0,0,0,41,2,8,20.0,Matches
2402,Jamie Shackleton,ENG,"MF,DF",Leeds United,Premier League,20,1999,5.1,0,0,0,3,2,1,2,6,5,0,0,0,36,4,6,40.0,Matches
2403,Xherdan Shaqiri,SUI,"MF,FW",Liverpool,Premier League,28,1991,6.2,2,0,0,11,6,0,11,4,4,0,0,0,61,3,7,30.0,Matches
2404,Billy Sharp,ENG,FW,Sheffield Utd,Premier League,34,1986,8.2,1,0,0,15,14,11,7,3,5,0,0,0,26,13,36,26.5,Matches
2405,Luke Shaw,ENG,DF,Manchester Utd,Premier League,25,1995,29.5,8,0,0,42,29,3,92,29,44,0,0,1,267,34,36,48.6,Matches
2406,Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,28,1992,29.1,7,0,0,31,10,0,37,43,25,0,0,0,244,33,27,55.0,Matches
2407,Eldor Shomurodov,UZB,FW,Genoa,Serie A,25,1995,18.6,1,0,0,39,22,11,14,7,17,0,0,0,94,60,112,34.9,Matches
2408,Shola Shoretire,ENG,FW,Manchester Utd,Premier League,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
2409,Mahame Siby,FRA,"MF,FW",Strasbourg,Ligue 1,24,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
2410,Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18,2002,0.1,1,0,0,1,0,0,0,0,1,0,0,0,2,1,3,25.0,Matches
2411,Djibril Sidibé,FRA,DF,Monaco,Ligue 1,28,1992,22.0,3,0,0,32,21,2,40,46,36,0,1,0,223,30,22,57.7,Matches
2412,Sidnei,BRA,DF,Betis,La Liga,30,1989,7.7,1,0,0,7,8,0,0,10,4,0,0,0,78,19,20,48.7,Matches
2413,Kaj Sierhuis,NED,FW,Reims,Ligue 1,22,1998,7.2,2,0,0,18,5,1,8,2,1,0,0,0,30,13,15,46.4,Matches
2414,Tim Siersleben,GER,DF,Wolfsburg,Bundesliga,20,2000,0.4,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,66.7,Matches
2415,Gylfi Sigurðsson,ISL,MF,Everton,Premier League,30,1989,25.0,2,0,0,22,18,0,31,31,21,0,0,0,176,8,12,40.0,Matches
2416,Luca Siligardi,ITA,MF,Crotone,Serie A,32,1988,0.5,0,0,0,0,1,0,0,0,2,0,0,0,6,0,1,0.0,Matches
2417,Luca Siligardi,ITA,FW,Parma,Serie A,32,1988,0.4,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0.0,Matches
2418,Adrien Silva,POR,MF,Sampdoria,Serie A,31,1989,17.8,8,1,1,35,23,0,9,34,26,0,2,0,193,10,20,33.3,Matches
2419,André Silva,POR,FW,Eint Frankfurt,Bundesliga,24,1995,30.7,1,0,0,17,34,29,18,4,4,3,0,0,137,79,125,38.7,Matches
2420,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,25,1994,22.9,5,0,0,17,18,3,27,21,21,0,0,0,137,10,29,25.6,Matches
2421,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23,1997,26.3,0,0,0,10,12,4,66,21,33,1,0,0,195,20,29,40.8,Matches
2422,David Silva,ESP,MF,Real Sociedad,La Liga,34,1986,15.5,4,0,0,24,22,1,12,19,14,0,1,0,127,14,26,35.0,Matches
2423,Fábio Silva,POR,FW,Wolves,Premier League,18,2002,15.2,2,0,0,20,21,5,6,5,6,1,0,0,66,32,76,29.6,Matches
2424,Florent da Silva,FRA,FW,Lyon,Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2425,Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29,1991,3.9,1,0,0,5,7,0,9,4,5,0,0,0,28,6,5,54.5,Matches
2426,Gastón Silva,URU,DF,Huesca,La Liga,26,1994,6.7,2,0,0,10,2,0,1,9,12,0,1,1,48,10,10,50.0,Matches
2427,Rui Silva,POR,GK,Granada,La Liga,26,1994,32.0,1,0,0,2,4,0,0,0,0,0,2,0,171,0,0,0.0,Matches
2428,Thiago Silva,BRA,DF,Chelsea,Premier League,35,1984,21.5,5,1,1,14,16,0,1,28,13,0,0,0,227,55,20,73.3,Matches
2429,Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29,1991,34.0,1,0,0,2,3,0,0,0,0,0,2,1,176,0,0,0.0,Matches
2430,Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20,2000,17.9,2,0,0,23,27,1,10,24,30,0,2,0,172,23,27,46.0,Matches
2431,Giovanni Simeone,ARG,FW,Cagliari,Serie A,25,1995,19.3,1,0,0,25,26,18,9,15,15,0,0,0,73,24,81,22.9,Matches
2432,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,25,1995,25.8,2,0,0,17,29,4,80,18,17,0,0,0,141,21,31,40.4,Matches
2433,Unai Simón,ESP,GK,Athletic Club,La Liga,23,1997,37.0,1,0,0,2,6,1,0,0,0,0,1,0,178,0,1,0.0,Matches
2434,Xavi Simons,NED,MF,Paris S-G,Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,Matches
2435,Jóan Símun Edmundsson,FRO,"MF,FW",Arminia,Bundesliga,29,1991,0.6,0,0,0,3,2,0,0,0,1,0,0,0,1,1,3,25.0,Matches
2436,Wilfried Singo,CIV,DF,Torino,Serie A,19,2000,20.6,4,1,1,27,50,2,60,34,17,1,0,0,178,43,31,58.1,Matches
2437,Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25,1995,17.4,4,0,0,15,22,1,19,21,23,0,1,0,202,11,22,33.3,Matches
