Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
2590,Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,21,1998,30.2,1646,1455,191,44,2,155,32,23,0,0,0,0,1117,249,280,468,908,63,139,5,1380,4,20,25,28,Matches
2591,James Tomkins,ENG,DF,Crystal Palace,Premier League,31,1989,6.1,164,158,6,6,0,15,4,0,0,0,0,0,101,12,51,21,126,14,0,1,129,0,3,3,2,Matches
2592,Fikayo Tomori,ENG,DF,Chelsea,Premier League,22,1997,0.5,29,28,1,1,0,3,1,0,0,0,0,0,25,0,4,2,25,2,0,0,27,0,0,0,0,Matches
2593,Fikayo Tomori,ENG,DF,Milan,Serie A,22,1997,16.3,884,850,34,21,0,55,28,0,0,0,0,0,723,58,103,239,598,35,2,2,801,4,7,12,3,Matches
2594,Sandro Tonali,ITA,MF,Milan,Serie A,20,2000,14.8,769,730,39,24,0,73,27,11,12,6,5,0,595,69,105,61,675,22,3,3,633,3,16,20,15,Matches
2595,Lorenzo Tonelli,ITA,DF,Sampdoria,Serie A,30,1990,19.8,917,852,65,59,0,107,39,0,0,0,0,0,600,103,214,158,663,60,6,1,756,1,15,11,10,Matches
2596,Toño,ESP,DF,Levante,La Liga,30,1989,8.1,408,341,67,11,1,95,8,19,0,0,0,0,263,93,52,309,25,13,56,1,334,2,8,11,15,Matches
2597,Ömer Toprak,TUR,DF,Werder Bremen,Bundesliga,31,1989,21.6,1049,974,75,73,0,111,19,0,0,0,0,0,787,77,185,300,661,62,2,4,875,5,19,23,7,Matches
2598,Tyron Tormin,FRA,"MF,FW",Saint-Étienne,Ligue 1,19,2001,0.2,9,9,0,0,0,4,0,0,0,0,0,0,7,1,1,1,7,0,0,0,8,0,0,0,1,Matches
2599,Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,28,1992,1.9,44,41,3,2,0,11,0,0,0,0,0,0,33,10,1,37,2,1,0,1,32,0,1,1,3,Matches
2600,Lucas Torreira,URU,"MF,FW",Atlético Madrid,La Liga,24,1996,5.8,322,318,4,4,1,51,4,0,0,0,0,0,240,38,44,36,257,23,0,1,286,0,2,2,3,Matches
2601,Ferrán Torres,ESP,"FW,MF",Manchester City,Premier League,20,2000,14.5,442,423,19,4,2,70,11,28,11,5,6,0,346,48,48,26,393,10,2,3,360,0,8,11,12,Matches
2602,Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,25,1994,15.6,1031,983,48,8,2,146,87,26,22,4,4,1,676,129,226,90,889,24,13,12,875,7,13,24,18,Matches
2603,Pau Torres,ESP,DF,Villarreal,La Liga,23,1997,33.0,2042,1972,70,63,3,218,91,4,0,0,0,0,1609,144,289,1719,218,64,7,9,1822,4,32,18,13,Matches
2604,Roberto Torres,ESP,"MF,FW",Osasuna,La Liga,31,1989,21.0,774,684,90,48,0,116,63,62,31,12,11,4,398,130,246,126,583,44,10,4,525,5,19,18,34,Matches
2605,Lucas Torró,ESP,MF,Osasuna,La Liga,26,1994,17.2,675,668,7,7,0,162,16,4,0,0,0,0,418,101,156,76,434,97,0,3,529,0,12,20,8,Matches
2606,Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,22,1997,10.8,631,603,28,6,1,49,14,3,0,0,0,0,502,52,77,412,158,28,22,2,555,3,10,3,12,Matches
2607,Cenk Tosun,TUR,FW,Everton,Premier League,29,1991,0.5,10,9,1,0,0,1,2,0,0,0,0,0,5,3,2,3,6,0,1,0,8,0,0,0,1,Matches
2608,Abdoulaye Touré,FRA,MF,Nantes,Ligue 1,26,1994,18.7,939,934,5,5,2,146,17,5,0,0,0,0,735,100,104,196,669,50,0,1,799,0,11,22,13,Matches
2609,Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,24,1996,7.8,342,309,33,1,0,54,10,35,0,0,0,0,177,74,91,36,248,14,32,0,225,1,7,7,27,Matches
2610,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,23,1997,23.2,848,829,19,17,2,163,48,10,0,0,0,0,554,103,191,125,612,58,2,0,669,6,22,12,26,Matches
2611,Andros Townsend,ENG,"MF,FW",Crystal Palace,Premier League,29,1991,25.1,864,765,99,36,2,158,55,89,55,29,12,9,521,101,242,607,222,22,6,2,587,6,21,22,47,Matches
2612,Conor Townsend,ENG,DF,West Brom,Premier League,27,1993,24.8,1176,947,229,18,0,152,20,52,1,0,0,0,593,223,360,793,80,60,210,1,881,4,26,27,31,Matches
2613,Mattéo Tramoni,FRA,"FW,MF",Cagliari,Serie A,20,2000,0.8,13,13,0,0,0,4,0,0,0,0,0,0,10,2,1,0,13,0,0,0,10,0,0,0,1,Matches
2614,Adama Traoré,ESP,FW,Wolves,Premier League,24,1996,29.4,879,854,25,1,2,225,18,119,0,0,0,0,506,160,213,92,651,34,23,8,579,2,25,24,67,Matches
2615,Amadou Traore,FRA,"MF,FW",Bordeaux,Ligue 1,18,2002,3.4,103,94,9,0,0,30,1,14,1,0,0,0,73,19,11,7,82,3,8,0,74,1,1,5,4,Matches
2616,Bertrand Traoré,BFA,FW,Aston Villa,Premier League,24,1995,25.7,796,710,86,40,0,177,48,54,42,19,14,1,493,116,187,668,66,30,4,2,567,2,19,28,28,Matches
2617,Boubacar Traoré,MLI,MF,Metz,Ligue 1,18,2001,0.6,47,46,1,1,0,15,2,0,0,0,0,0,41,2,4,4,41,1,0,1,34,0,6,1,2,Matches
2618,Chaka Traorè,CIV,"DF,FW",Parma,Serie A,15,2004,0.2,10,10,0,0,0,2,0,0,0,0,0,0,6,4,0,0,9,1,0,0,6,0,0,1,0,Matches
2619,Charles Traore,MLI,DF,Nantes,Ligue 1,28,1992,18.9,944,732,212,20,1,80,13,21,0,0,0,0,522,186,236,627,70,38,192,2,670,1,26,31,35,Matches
2620,Cheick Traoré,MLI,DF,Lens,Ligue 1,25,1995,0.4,24,14,10,0,0,1,1,1,0,0,0,0,12,5,7,0,14,0,10,0,17,0,1,2,0,Matches
2621,Hamari Traoré,MLI,DF,Rennes,Ligue 1,28,1992,33.3,2442,2063,379,38,1,172,40,100,2,0,0,0,1629,459,354,245,1737,87,339,7,2034,4,32,53,76,Matches
2622,Ibrahima Traoré,GUI,"FW,DF",M'Gladbach,Bundesliga,32,1988,1.1,50,46,4,1,0,7,1,4,1,1,0,0,35,7,8,37,11,0,2,0,33,0,0,1,4,Matches
2623,Ismaël Traoré,CIV,DF,Angers,Ligue 1,33,1986,33.3,1700,1631,69,65,0,171,32,4,0,0,0,0,1337,105,258,145,1492,42,4,6,1460,5,23,39,18,Matches
2624,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,30,1990,33.0,1352,1013,339,76,0,118,23,0,0,0,0,0,673,32,647,168,973,1,0,162,944,5,25,8,4,Matches
2625,Miguel Trauco,PER,DF,Saint-Étienne,Ligue 1,27,1992,22.6,1410,1119,291,44,2,151,30,52,6,2,2,1,783,259,368,1028,81,47,241,4,1080,2,35,46,48,Matches
2626,Trézéguet,EGY,FW,Aston Villa,Premier League,25,1994,13.0,328,326,2,0,2,71,7,24,1,1,0,0,206,50,72,27,253,23,1,2,228,2,9,11,13,Matches
2627,Manu Trigueros,ESP,MF,Villarreal,La Liga,28,1991,28.1,1625,1582,43,30,8,267,27,18,2,1,0,0,1270,177,178,446,1109,37,7,12,1397,11,21,31,30,Matches
2628,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,33,1987,28.6,1548,1119,429,59,1,163,85,86,98,43,45,6,679,385,484,133,1048,77,272,1,1106,11,25,35,53,Matches
2629,Francisco Trincão,POR,"FW,MF",Barcelona,La Liga,20,1999,7.8,393,381,12,1,0,65,5,11,5,0,0,0,343,25,25,320,48,11,6,6,332,1,4,10,18,Matches
2630,Alessandro Tripaldelli,ITA,DF,Cagliari,Serie A,21,1999,3.3,124,89,35,1,0,18,1,8,0,0,0,0,67,23,34,75,9,3,34,0,80,0,4,4,5,Matches
2631,Kieran Trippier,ENG,DF,Atlético Madrid,La Liga,29,1990,27.5,1812,1539,273,18,3,202,48,66,36,1,26,1,1061,356,395,66,1393,92,219,7,1437,9,24,57,49,Matches
2632,Leandro Trossard,BEL,"FW,MF",Brighton,Premier League,25,1994,29.0,1085,1017,68,22,5,185,50,64,33,7,17,2,698,195,192,244,803,19,7,6,813,7,17,44,50,Matches
2633,Alexis Trouillet,FRA,MF,Nice,Ligue 1,19,2000,1.2,68,66,2,1,1,11,4,1,1,1,0,0,54,6,8,4,63,0,0,0,56,1,1,2,1,Matches
2634,Adrien Truffert,FRA,"DF,MF",Rennes,Ligue 1,18,2001,21.7,1290,1102,188,22,0,141,20,62,0,0,0,0,906,224,160,918,139,55,166,2,1083,3,16,29,30,Matches
2635,Marvin Tshibuabua,FRA,DF,Saint-Étienne,Ligue 1,18,2002,0.5,17,17,0,0,0,4,0,0,0,0,0,0,12,4,1,2,10,2,0,0,15,0,0,0,0,Matches
2636,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,24,1996,0.1,8,6,2,0,0,0,0,1,0,0,0,0,4,3,1,6,0,0,2,0,6,0,0,0,0,Matches
2637,Axel Tuanzebe,ENG,DF,Manchester Utd,Premier League,22,1997,4.5,263,253,10,4,0,23,7,0,0,0,0,0,218,26,19,31,213,11,6,1,236,1,4,7,3,Matches
2638,Alessandro Tuia,ITA,DF,Benevento,Serie A,30,1990,19.6,786,713,73,27,1,72,28,7,1,0,0,0,524,56,206,97,606,29,42,3,621,5,15,9,9,Matches
2639,Ľubomír Tupta,SVK,MF,Hellas Verona,Serie A,22,1998,0.6,10,9,1,1,0,0,1,0,0,0,0,0,6,4,0,2,8,0,0,0,8,0,0,1,0,Matches
2640,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,21,1999,16.2,994,952,42,16,0,126,15,4,0,0,0,0,771,74,149,102,809,35,26,2,850,2,18,12,10,Matches
2641,Iyenoma Udogie,ITA,"DF,MF",Hellas Verona,Serie A,17,2002,1.9,116,105,11,5,0,18,0,0,0,0,0,0,96,14,6,86,20,2,6,1,99,0,0,2,5,Matches
2642,Matthieu Udol,FRA,DF,Metz,Ligue 1,24,1996,19.2,977,779,198,23,1,82,20,42,0,0,0,0,592,219,166,625,132,31,174,1,799,1,15,15,30,Matches
2643,Naomichi Ueda,JPN,DF,Nîmes,Ligue 1,25,1994,7.9,347,331,16,14,2,25,17,1,0,0,0,0,248,17,82,37,297,10,0,2,278,2,14,5,0,Matches
2644,Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,16,2004,0.7,36,35,1,1,0,10,0,0,0,0,0,0,30,2,4,6,29,1,0,0,34,0,0,1,0,Matches
2645,Hwang Ui-jo,KOR,"FW,MF",Bordeaux,Ligue 1,27,1992,27.8,488,446,42,0,0,100,7,17,0,0,0,0,379,68,41,36,389,26,4,7,398,0,13,9,20,Matches
2646,Samir Ujkani,KVX,GK,Torino,Serie A,32,1988,1.0,28,21,7,1,0,2,0,0,0,0,0,0,20,3,5,1,21,0,0,6,23,1,1,0,0,Matches
2647,Samuel Umtiti,FRA,DF,Barcelona,La Liga,26,1993,7.2,604,591,13,12,0,43,4,0,0,0,0,0,545,32,27,481,97,9,1,4,578,0,2,3,2,Matches
2648,Enes Ünal,TUR,FW,Getafe,La Liga,23,1997,14.6,350,335,15,2,2,128,1,6,1,1,0,0,163,90,97,16,182,57,3,14,219,1,7,14,14,Matches
2649,Cengiz Ünder,TUR,"MF,FW",Leicester City,Premier League,23,1997,3.1,129,119,10,5,0,27,5,10,2,1,0,0,92,18,19,79,45,2,3,0,91,1,3,4,8,Matches
2650,Dayot Upamecano,FRA,DF,RB Leipzig,Bundesliga,21,1998,25.9,2192,2145,47,43,3,241,64,3,0,0,0,0,1708,180,304,229,1833,68,3,3,1953,4,22,31,21,Matches
2651,Kacper Urbanski,POL,MF,Bologna,Serie A,15,2004,0.0,8,8,0,0,0,3,1,0,0,0,0,0,6,1,1,1,7,0,0,0,7,0,0,0,0,Matches
2652,Mark Uth,GER,"FW,MF",Schalke 04,Bundesliga,28,1991,16.6,552,472,80,30,0,106,35,20,34,8,24,2,336,90,126,443,81,15,2,3,408,5,10,12,17,Matches
2653,Tomáš Vaclík,CZE,GK,Sevilla,La Liga,31,1989,5.0,146,113,33,7,0,21,2,0,0,0,0,0,96,8,42,14,106,0,0,24,120,0,1,2,0,Matches
2654,Eugeni Valderrama,ESP,"FW,MF",Huesca,La Liga,26,1994,1.3,82,72,10,7,0,14,4,0,3,0,2,1,64,8,10,4,73,4,0,0,70,1,2,2,1,Matches
2655,Lautaro Valenti,ARG,DF,Parma,Serie A,21,1999,5.5,334,322,12,11,0,30,18,2,0,0,0,0,237,28,69,284,41,5,1,2,273,0,6,5,7,Matches
2656,Antoine Valerio,FRA,MF,Nîmes,Ligue 1,20,1999,0.8,17,17,0,0,1,5,1,1,0,0,0,0,11,2,4,15,1,1,0,0,14,0,0,1,0,Matches
2657,Borja Valero,ESP,"MF,FW",Fiorentina,Serie A,35,1985,5.5,308,292,16,7,0,25,6,1,2,0,0,0,241,31,36,39,255,8,1,3,276,1,0,5,5,Matches
2658,Yan Valery,FRA,"DF,MF",Southampton,Premier League,21,1999,1.1,64,47,17,1,0,12,0,2,0,0,0,0,41,14,9,1,45,2,15,0,53,0,0,1,3,Matches
2659,Jesús Vallejo,ESP,DF,Granada,La Liga,23,1997,15.0,482,454,28,14,1,64,21,1,0,0,0,0,303,35,144,75,357,26,14,0,365,2,20,10,9,Matches
2660,Manu Vallejo,ESP,FW,Valencia,La Liga,23,1997,10.6,255,231,24,3,2,75,10,8,3,0,0,0,174,50,31,29,198,14,1,6,191,0,6,6,15,Matches
2661,Federico Valverde,URU,MF,Real Madrid,La Liga,22,1998,14.8,790,776,14,4,0,85,39,22,0,0,0,0,600,100,90,59,689,18,10,6,692,2,10,11,19,Matches
2662,Raphaël Varane,FRA,DF,Real Madrid,La Liga,27,1993,30.2,1743,1691,52,44,2,153,59,1,0,0,0,0,1377,146,220,692,940,60,8,5,1588,1,15,20,16,Matches
2663,Jamie Vardy,ENG,FW,Leicester City,Premier League,33,1987,31.6,452,418,34,0,5,112,3,24,0,0,0,0,291,96,65,105,269,34,0,6,300,4,11,23,21,Matches
2664,Ruben Vargas,SUI,"MF,FW",Augsburg,Bundesliga,21,1998,17.9,542,520,22,0,5,140,9,16,1,1,0,0,363,98,81,70,425,18,21,1,414,1,9,18,31,Matches
2665,Denis Vavro,SVK,DF,Lazio,Serie A,24,1996,0.4,17,17,0,0,0,2,0,0,0,0,0,0,14,1,2,3,13,1,0,0,17,0,0,0,0,Matches
2666,Denis Vavro,SVK,DF,Huesca,La Liga,24,1996,6.8,300,289,11,9,0,31,13,2,0,0,0,0,211,29,60,17,262,13,2,2,235,3,11,10,5,Matches
2667,Franco Vázquez,ARG,"FW,MF",Sevilla,La Liga,31,1989,1.8,113,112,1,0,0,17,2,3,0,0,0,0,85,17,11,87,14,4,0,2,99,1,1,2,1,Matches
2668,Kevin Vázquez,ESP,DF,Celta Vigo,La Liga,27,1993,6.2,354,277,77,9,0,44,3,11,0,0,0,0,195,91,68,26,239,16,68,0,272,1,10,7,20,Matches
2669,Lucas Vázquez,ESP,"DF,FW",Real Madrid,La Liga,29,1991,20.5,1431,1299,132,8,0,159,49,81,2,0,0,0,950,230,251,140,1125,30,122,8,1217,2,13,23,54,Matches
2670,Matías Vecino,URU,MF,Inter,Serie A,28,1991,3.1,122,118,4,4,0,27,2,2,0,0,0,0,97,13,12,5,113,1,0,2,108,0,1,3,2,Matches
2671,Koke Vegas,ESP,GK,Levante,La Liga,24,1995,1.0,29,15,14,3,0,0,1,0,0,0,0,0,14,3,12,7,18,0,0,4,19,0,2,0,0,Matches
2672,Gabriel Veiga,ESP,"MF,DF",Celta Vigo,La Liga,18,2002,1.3,36,36,0,0,0,4,0,1,0,0,0,0,24,5,7,3,30,2,0,1,29,0,1,0,1,Matches
2673,Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,24,1995,19.1,834,788,46,41,0,101,27,1,0,0,0,0,514,68,252,179,595,40,5,0,625,1,16,13,17,Matches
2674,Miguel Veloso,POR,MF,Hellas Verona,Serie A,34,1986,14.6,830,777,53,33,1,115,18,14,17,3,10,1,541,114,175,556,194,53,3,4,649,6,15,15,17,Matches
2675,Joël Veltman,NED,DF,Brighton,Premier League,28,1992,25.3,1491,1250,241,19,2,142,27,52,1,0,0,0,814,295,382,256,885,95,220,2,1152,4,38,40,33,Matches
2676,Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,19,2000,18.9,911,877,34,32,1,138,44,5,1,0,1,0,582,135,194,117,746,27,1,2,726,3,21,28,18,Matches
2677,Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,25,1995,19.5,790,644,146,14,0,121,14,48,0,0,0,0,424,177,189,126,492,31,132,2,578,3,16,24,34,Matches
2678,Daniele Verde,ITA,FW,Spezia,Serie A,24,1996,10.9,399,366,33,3,2,51,21,30,17,7,2,0,261,69,69,325,46,11,13,4,307,0,7,11,9,Matches
2679,Simone Verdi,ITA,"MF,FW",Torino,Serie A,28,1992,18.0,725,568,157,53,3,113,78,67,85,14,56,4,380,113,232,354,344,15,7,2,479,5,19,18,26,Matches
2680,Gonzalo Verdú,ESP,DF,Elche,La Liga,31,1988,32.7,1551,1467,84,78,2,149,38,3,0,0,0,0,1165,81,305,121,1362,39,1,1,1343,5,29,13,8,Matches
2681,Jordan Veretout,FRA,MF,Roma,Serie A,27,1993,22.8,1316,1223,93,40,1,142,57,25,46,23,15,3,1003,142,171,208,1070,21,5,0,1116,4,10,22,22,Matches
2682,Edoardo Vergani,ITA,FW,Bologna,Serie A,19,2001,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,Matches
2683,Marco Verratti,ITA,MF,Paris S-G,Ligue 1,27,1992,16.6,1799,1743,56,47,9,219,20,10,0,0,0,0,1497,144,158,148,1602,25,9,8,1653,2,12,37,15,Matches
2684,Valerio Verre,ITA,MF,Sampdoria,Serie A,26,1994,11.1,535,511,24,10,1,110,19,10,6,2,2,0,344,79,112,137,364,13,3,6,383,3,11,16,29,Matches
2685,Mikel Vesga,ESP,MF,Athletic Club,La Liga,27,1993,19.1,896,886,10,8,3,160,31,5,1,0,1,0,604,136,156,633,161,65,0,2,714,1,19,23,20,Matches
2686,Jannik Vestergaard,DEN,DF,Southampton,Premier League,27,1992,28.6,1712,1670,42,38,3,250,49,2,0,0,0,0,1246,121,345,334,1214,104,2,7,1444,5,24,32,19,Matches
2687,Rúben Vezo,POR,DF,Levante,La Liga,26,1994,25.7,1324,1239,85,71,0,137,67,3,1,0,1,0,930,145,249,261,955,66,10,7,1126,2,31,25,17,Matches
2688,Guglielmo Vicario,ITA,GK,Cagliari,Serie A,23,1996,4.0,107,68,39,14,0,9,2,0,0,0,0,0,44,3,60,8,77,1,0,15,71,0,4,1,1,Matches
2689,Iñigo Vicente,ESP,"FW,MF",Athletic Club,La Liga,22,1998,0.6,61,58,3,0,1,3,1,6,0,0,0,0,36,10,15,1,54,3,3,0,44,1,1,1,2,Matches
2690,Fede Vico,ESP,"MF,FW",Granada,La Liga,26,1994,8.5,322,290,32,15,1,60,15,20,12,6,5,0,205,42,75,289,18,11,1,0,218,1,10,8,11,Matches
2691,Aleix Vidal,ESP,DF,Sevilla,La Liga,30,1989,6.6,502,431,71,13,0,44,15,14,0,0,0,0,327,103,72,37,387,15,58,0,432,1,7,9,12,Matches
2692,Arturo Vidal,CHI,MF,Inter,Serie A,33,1987,12.6,746,737,9,6,0,117,23,12,0,0,0,0,563,91,92,123,583,25,3,2,638,3,3,18,13,Matches
2693,Clément Vidal,FRA,DF,Montpellier,Ligue 1,20,2000,1.0,32,32,0,0,0,6,0,0,0,0,0,0,23,2,7,1,30,1,0,0,25,0,1,1,0,Matches
2694,Nacho Vidal,ESP,DF,Osasuna,La Liga,25,1995,26.1,1007,783,224,11,1,121,26,41,0,0,0,0,461,199,347,52,638,63,213,5,716,4,33,18,34,Matches
2695,Ronaldo Vieira,GNB,MF,Hellas Verona,Serie A,22,1998,2.5,122,118,4,2,1,21,2,0,0,0,0,0,82,15,25,18,88,7,2,1,97,0,5,1,2,Matches
2696,Luca Vignali,ITA,DF,Spezia,Serie A,24,1996,17.7,1161,982,179,22,1,156,18,23,2,0,0,0,676,282,203,167,766,45,155,3,936,3,19,32,34,Matches
2697,Emanuel Vignato,ITA,"FW,MF",Bologna,Serie A,19,2000,13.4,708,645,63,10,4,96,19,36,28,11,11,1,475,115,118,91,570,17,25,2,531,0,12,32,34,Matches
2698,Toni Villa,ESP,"MF,FW",Valladolid,La Liga,25,1995,10.8,391,369,22,2,3,75,10,24,4,3,0,0,270,65,56,35,329,10,10,1,292,2,8,11,21,Matches
2699,Asier Villalibre,ESP,FW,Athletic Club,La Liga,22,1997,17.7,305,294,11,3,0,102,3,18,0,0,0,0,173,61,71,101,128,28,0,6,190,3,7,10,16,Matches
2700,Gonzalo Villar,ESP,MF,Roma,Serie A,22,1998,20.7,1286,1238,48,47,1,184,14,9,1,1,0,0,1096,101,89,186,1043,34,0,4,1152,2,9,25,12,Matches
2701,Iván Villar,ESP,GK,Celta Vigo,La Liga,23,1997,19.8,684,443,241,69,0,32,9,0,0,0,0,0,285,17,382,41,531,2,0,78,405,5,22,2,2,Matches
2702,Rúben Vinagre,POR,DF,Wolves,Premier League,21,1999,1.9,98,81,17,0,0,7,1,4,0,0,0,0,68,12,18,72,5,2,17,0,82,1,3,1,2,Matches
2703,Carlos Vinícius,BRA,FW,Tottenham,Premier League,25,1995,3.4,44,43,1,0,0,16,0,2,0,0,0,0,24,9,11,35,2,0,0,3,25,0,0,2,1,Matches
2704,Nicolas Viola,ITA,MF,Benevento,Serie A,30,1989,11.5,511,432,79,49,5,65,27,14,25,9,16,0,276,67,168,426,51,23,3,2,342,3,6,14,8,Matches
2705,João Virgínia,POR,GK,Everton,Premier League,20,1999,0.5,17,13,4,0,0,4,0,0,0,0,0,0,4,2,11,8,5,0,0,3,9,1,0,0,0,Matches
2706,Vitinha,POR,MF,Wolves,Premier League,20,2000,5.8,329,314,15,5,1,68,6,3,9,1,7,0,259,38,32,7,314,8,0,0,289,2,1,9,5,Matches
2707,Vitolo,ESP,"MF,FW",Atlético Madrid,La Liga,30,1989,3.3,154,149,5,1,0,24,3,1,0,0,0,0,112,26,16,21,115,8,4,2,127,0,1,1,2,Matches
2708,Dušan Vlahović,SRB,FW,Fiorentina,Serie A,20,2000,32.5,619,586,33,2,1,215,19,15,0,0,0,0,364,143,112,390,87,34,0,23,422,1,22,12,30,Matches
2709,Michel Vlap,NED,"MF,FW",Arminia,Bundesliga,23,1997,4.1,118,95,23,5,0,24,12,4,9,5,2,1,69,17,32,17,88,8,1,0,80,0,2,4,9,Matches
2710,Andreas Voglsammer,GER,"FW,MF",Arminia,Bundesliga,28,1992,11.1,267,260,7,2,0,79,8,20,0,0,0,0,119,62,86,46,137,37,3,7,156,0,9,16,14,Matches
2711,Kevin Vogt,GER,DF,Hoffenheim,Bundesliga,28,1991,20.5,1480,1431,49,45,1,132,81,2,0,0,0,0,1071,137,272,63,1329,68,4,0,1320,1,18,18,4,Matches
2712,Mërgim Vojvoda,KVX,DF,Torino,Serie A,25,1995,15.1,772,649,123,12,0,76,19,56,0,0,0,0,471,135,166,61,564,27,111,3,598,0,13,19,23,Matches
2713,Jake Vokins,ENG,DF,Southampton,Premier League,20,2000,0.7,22,15,7,0,0,1,0,2,0,0,0,0,11,8,3,14,1,0,7,0,20,0,0,1,0,Matches
2714,Kevin Volland,GER,"FW,MF",Monaco,Ligue 1,28,1992,30.8,805,792,13,5,10,239,8,28,1,0,0,0,516,147,142,502,184,43,1,23,549,6,21,22,49,Matches
2715,Stefan de Vrij,NED,DF,Inter,Serie A,28,1992,30.4,1928,1886,42,36,2,137,34,2,0,0,0,0,1656,135,137,250,1554,70,3,5,1823,1,12,10,4,Matches
2716,Giacomo Vrioni,ALB,MF,Juventus,Serie A,21,1998,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,Matches
2717,Šime Vrsaljko,CRO,DF,Atlético Madrid,La Liga,28,1992,5.8,311,242,69,2,0,30,3,20,0,0,0,0,151,58,102,12,208,12,67,1,211,4,4,5,11,Matches
2718,Nikola Vukčević,MNE,MF,Levante,La Liga,28,1991,9.0,318,309,9,9,1,41,9,2,0,0,0,0,240,33,45,254,42,15,0,0,274,1,8,2,2,Matches
2719,Miloš Vulić,SRB,MF,Crotone,Serie A,23,1996,14.5,569,528,41,29,0,126,9,16,9,5,1,1,416,56,97,48,483,17,3,3,453,1,1,8,11,Matches
2720,Matěj Vydra,CZE,FW,Burnley,Premier League,28,1992,15.2,266,255,11,0,1,91,2,6,0,0,0,0,168,60,38,47,152,27,1,12,193,0,5,10,10,Matches
2721,Franklin Wadja,CMR,MF,Lorient,Ligue 1,25,1995,0.4,21,21,0,0,0,2,0,0,0,0,0,0,12,1,8,2,14,3,0,1,14,0,1,0,0,Matches
2722,Walace,BRA,MF,Udinese,Serie A,25,1995,22.8,1178,1135,43,35,0,191,45,4,1,0,0,1,942,120,116,130,996,31,7,6,1041,6,15,33,19,Matches
2723,Theo Walcott,ENG,"MF,FW",Southampton,Premier League,31,1989,18.0,424,420,4,0,1,86,5,34,1,0,0,0,285,73,66,28,361,18,3,7,307,4,6,20,18,Matches
2724,Theo Walcott,ENG,FW,Everton,Premier League,31,1989,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
2725,Kyle Walker,ENG,DF,Manchester City,Premier League,30,1990,21.6,1897,1718,179,17,0,153,55,24,0,0,0,0,1453,234,210,35,1640,36,162,5,1695,4,25,26,39,Matches
2726,Kyle Walker-Peters,ENG,DF,Southampton,Premier League,23,1997,29.4,1613,1289,324,23,2,241,13,22,0,0,0,0,983,297,333,141,1094,65,301,0,1295,4,20,33,51,Matches
2727,Sebastian Walukiewicz,POL,DF,Cagliari,Serie A,20,2000,18.0,835,799,36,26,0,64,23,1,0,0,0,0,632,61,142,54,723,33,9,2,715,2,9,14,10,Matches
2728,Silas Wamangituka,COD,"DF,FW",Stuttgart,Bundesliga,20,1999,21.3,492,459,33,3,0,96,11,41,0,0,0,0,360,66,66,35,404,12,30,1,344,0,10,14,33,Matches
2729,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,22,1997,34.0,2065,1774,291,15,0,221,11,57,0,0,0,0,1511,361,193,80,1641,45,276,4,1775,5,12,51,64,Matches
2730,Joel Ward,ENG,DF,Crystal Palace,Premier League,30,1989,25.1,1079,812,267,14,0,159,16,15,0,0,0,0,481,274,324,69,640,77,253,6,784,4,20,35,43,Matches
2731,James Ward-Prowse,ENG,MF,Southampton,Premier League,25,1994,38.0,2619,2283,336,135,4,312,110,52,166,78,76,9,1770,264,585,252,2182,129,15,6,2117,10,28,33,43,Matches
2732,Daniel Wass,DEN,"MF,DF",Valencia,La Liga,31,1989,33.1,1641,1465,176,55,2,211,45,47,9,1,6,0,989,310,342,134,1251,103,110,8,1267,6,35,45,45,Matches
2733,Ollie Watkins,ENG,FW,Aston Villa,Premier League,24,1995,37.0,832,789,43,0,0,316,11,36,1,1,0,0,528,174,130,108,539,49,14,14,606,2,12,24,39,Matches
2734,Caleb Watts,AUS,"MF,FW",Southampton,Premier League,18,2002,0.4,13,13,0,0,0,6,1,1,0,0,0,0,10,1,2,0,12,0,0,0,8,0,0,3,0,Matches
