Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2416,Luca Siligardi,ITA,MF,Crotone,Serie A,32,1988,0.5,2,2,0,1,1,1,5,20.0,4,15,5,33.3,3,8,4,1,0,0,1,0,2,0,0,Matches
2417,Luca Siligardi,ITA,FW,Parma,Serie A,32,1988,0.4,1,1,1,0,0,0,2,0.0,2,6,1,16.7,0,4,2,0,0,0,0,0,1,0,0,Matches
2418,Adrien Silva,POR,MF,Sampdoria,Serie A,31,1989,17.8,49,26,25,22,2,13,45,28.9,32,497,142,28.6,166,254,77,39,3,0,36,34,83,14,0,Matches
2419,André Silva,POR,FW,Eint Frankfurt,Bundesliga,24,1995,30.7,11,4,0,5,6,3,8,37.5,5,343,102,29.7,16,106,221,12,1,0,11,4,15,14,0,Matches
2420,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,25,1994,22.9,32,21,12,14,6,11,45,24.4,34,375,111,29.6,71,174,130,20,1,0,19,21,53,9,0,Matches
2421,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23,1997,26.3,60,33,29,27,4,26,53,49.1,27,307,107,34.9,104,134,69,40,3,0,37,21,81,35,0,Matches
2422,David Silva,ESP,MF,Real Sociedad,La Liga,34,1986,15.5,19,14,2,14,3,3,15,20.0,12,218,68,31.2,26,121,71,19,1,0,18,19,38,6,0,Matches
2423,Fábio Silva,POR,FW,Wolves,Premier League,18,2002,15.2,10,6,2,5,3,3,11,27.3,8,260,69,26.5,30,124,106,12,1,0,11,5,15,6,0,Matches
2424,Florent da Silva,FRA,FW,Lyon,Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
2425,Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29,1991,3.9,7,5,6,1,0,1,3,33.3,2,47,16,34.0,26,16,5,8,1,0,7,4,11,9,0,Matches
2426,Gastón Silva,URU,DF,Huesca,La Liga,26,1994,6.7,20,12,14,6,0,7,16,43.8,9,100,31,31.0,59,36,5,15,7,0,8,9,29,26,0,Matches
2427,Rui Silva,POR,GK,Granada,La Liga,26,1994,32.0,0,0,0,0,0,0,3,0.0,3,6,0,0.0,6,0,0,0,0,0,0,0,0,3,1,Matches
2428,Thiago Silva,BRA,DF,Chelsea,Premier League,35,1984,21.5,23,13,16,6,1,9,18,50.0,9,102,39,38.2,47,51,4,26,13,1,13,28,51,114,1,Matches
2429,Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29,1991,34.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,0,0,1,0,Matches
2430,Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20,2000,17.9,44,30,28,12,4,10,14,71.4,4,182,71,39.0,93,72,17,34,12,0,22,24,68,62,0,Matches
2431,Giovanni Simeone,ARG,FW,Cagliari,Serie A,25,1995,19.3,22,15,5,12,5,2,22,9.1,20,373,101,27.1,36,167,170,24,1,0,23,15,37,16,0,Matches
2432,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,25,1995,25.8,32,17,12,14,6,11,34,32.4,23,312,77,24.7,67,137,108,34,1,0,33,18,50,17,0,Matches
2433,Unai Simón,ESP,GK,Athletic Club,La Liga,23,1997,37.0,0,0,0,0,0,0,1,0.0,1,5,2,40.0,4,1,0,0,0,0,0,0,0,2,2,Matches
2434,Xavi Simons,NED,MF,Paris S-G,Ligue 1,17,2003,0.0,1,1,0,0,1,0,0,0.0,0,3,2,66.7,0,2,1,0,0,0,0,0,1,0,0,Matches
2435,Jóan Símun Edmundsson,FRO,"MF,FW",Arminia,Bundesliga,29,1991,0.6,2,1,1,1,0,1,1,100.0,0,11,3,27.3,2,8,1,0,0,0,0,0,2,1,0,Matches
2436,Wilfried Singo,CIV,DF,Torino,Serie A,19,2000,20.6,27,17,17,6,4,13,30,43.3,17,190,62,32.6,79,67,44,21,3,1,18,34,61,44,1,Matches
2437,Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25,1995,17.4,33,23,14,15,4,16,38,42.1,22,217,81,37.3,81,93,43,48,7,0,41,21,54,29,0,Matches
2438,Dimitris Siovas,GRE,DF,Huesca,La Liga,31,1988,34.1,47,30,36,8,3,17,32,53.1,15,264,94,35.6,154,91,19,59,20,0,39,41,88,186,1,Matches
2439,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32,1988,3.8,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2440,Salvatore Sirigu,ITA,GK,Torino,Serie A,33,1987,32.0,0,0,0,0,0,0,2,0.0,2,7,0,0.0,7,0,0,0,0,0,0,0,0,0,2,Matches
2441,Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18,2002,0.9,7,4,4,3,0,4,4,100.0,0,29,6,20.7,15,12,2,2,0,0,2,1,8,0,0,Matches
2442,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,22,1997,28.7,68,49,29,31,8,15,55,27.3,40,510,159,31.2,175,273,62,47,6,0,41,53,121,56,0,Matches
2443,Moussa Sissoko,FRA,MF,Tottenham,Premier League,30,1989,17.6,25,20,21,3,1,7,21,33.3,14,242,75,31.0,135,84,23,27,5,0,22,16,41,32,0,Matches
2444,Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,23,1997,5.3,14,8,9,3,2,0,5,0.0,5,54,14,25.9,28,20,6,5,2,0,3,5,19,21,1,Matches
2445,Antonio Sivera,ESP,GK,Alavés,La Liga,23,1996,0.8,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2446,Jacques Siwe,FRA,FW,Dijon,Ligue 1,19,2001,1.9,5,2,1,1,3,1,3,33.3,2,42,9,21.4,4,18,20,1,0,0,1,1,6,1,0,Matches
2447,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25,1995,30.9,88,51,46,35,7,31,66,47.0,35,537,168,31.3,233,240,64,77,16,1,61,84,172,50,2,Matches
2448,Łukasz Skorupski,POL,GK,Bologna,Serie A,29,1991,28.0,0,0,0,0,0,0,3,0.0,3,3,0,0.0,3,0,0,0,0,0,0,0,0,1,5,Matches
2449,Andreas Skov Olsen,DEN,"FW,DF",Bologna,Serie A,20,1999,13.1,21,10,11,7,3,8,19,42.1,11,206,42,20.4,73,78,55,23,0,0,23,4,25,20,0,Matches
2450,Robert Skov,DEN,"FW,DF",Hoffenheim,Bundesliga,24,1996,12.9,23,15,11,8,4,9,20,45.0,11,187,76,40.6,50,67,70,16,3,1,13,12,35,12,0,Matches
2451,Milan Škriniar,SVK,DF,Inter,Serie A,25,1995,30.9,55,28,36,15,4,20,34,58.8,14,239,84,35.1,149,64,26,48,19,0,29,27,82,95,2,Matches
2452,Steven Skrzybski,GER,"FW,DF",Schalke 04,Bundesliga,27,1992,4.7,7,6,2,5,0,2,11,18.2,9,113,25,22.1,29,62,22,10,1,0,9,5,12,1,0,Matches
2453,Petar Škuletić,SRB,"FW,MF",Montpellier,Ligue 1,30,1990,2.6,6,5,1,5,0,0,5,0.0,5,68,20,29.4,3,42,23,3,2,0,1,0,6,4,0,Matches
2454,Islam Slimani,ALG,FW,Leicester City,Premier League,32,1988,0.2,0,0,0,0,0,0,0,0.0,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0,Matches
2455,Islam Slimani,ALG,FW,Lyon,Ligue 1,32,1988,6.4,10,5,4,3,3,3,14,21.4,11,123,22,17.9,10,48,65,2,1,0,1,1,11,4,0,Matches
2456,William Smallbone,IRL,MF,Southampton,Premier League,20,2000,1.9,6,4,2,3,1,1,4,25.0,3,43,18,41.9,9,21,13,5,0,0,5,1,7,2,0,Matches
2457,Chris Smalling,ENG,DF,Roma,Serie A,30,1989,12.3,11,7,6,4,1,5,12,41.7,7,110,37,33.6,56,50,4,21,10,0,11,22,33,64,1,Matches
2458,Emile Smith-Rowe,ENG,"MF,FW",Arsenal,Premier League,20,2000,16.0,14,8,7,5,2,7,16,43.8,9,241,62,25.7,53,102,86,17,1,0,16,14,28,15,0,Matches
2459,Robert Snodgrass,SCO,"MF,FW",West Brom,Premier League,32,1987,5.8,20,12,13,5,2,8,18,44.4,10,86,25,29.1,34,34,18,13,3,0,10,4,24,12,0,Matches
2460,Robert Snodgrass,SCO,"FW,DF",West Ham,Premier League,32,1987,0.1,1,1,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,Matches
2461,Cédric Soares,POR,DF,Arsenal,Premier League,28,1991,8.3,16,10,9,5,2,6,22,27.3,16,116,35,30.2,52,43,21,14,2,0,12,8,24,21,0,Matches
2462,Rafa Soares,POR,DF,Eibar,La Liga,25,1995,12.6,29,16,16,9,4,12,25,48.0,13,123,35,28.5,50,46,27,30,4,0,26,18,47,44,0,Matches
2463,Rubén Sobrino,ESP,"MF,FW",Valencia,La Liga,28,1992,0.5,4,3,2,1,1,1,1,100.0,0,15,5,33.3,3,8,4,1,0,0,1,1,5,0,0,Matches
2464,Rubén Sobrino,ESP,"FW,MF",Cádiz,La Liga,28,1992,12.4,32,21,12,14,6,7,25,28.0,18,249,84,33.7,90,108,51,21,1,0,20,11,43,15,0,Matches
2465,Simon Sohm,SUI,MF,Parma,Serie A,19,2001,10.0,18,11,11,6,1,7,14,50.0,7,153,31,20.3,52,77,24,10,1,0,9,3,21,10,0,Matches
2466,Augusto Solari,ARG,MF,Celta Vigo,La Liga,28,1992,5.4,19,13,10,7,2,4,23,17.4,19,159,32,20.1,59,66,34,11,1,0,10,4,23,9,0,Matches
2467,Roberto Soldado,ESP,FW,Granada,La Liga,35,1985,16.0,9,8,1,5,3,3,14,21.4,11,223,52,23.3,10,103,110,6,0,0,6,6,15,15,1,Matches
2468,Carlos Soler,ESP,MF,Valencia,La Liga,23,1997,30.4,38,21,13,21,4,16,48,33.3,32,387,102,26.4,132,194,61,46,11,0,35,21,59,55,0,Matches
2469,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31,1988,30.1,0,0,0,0,0,0,0,0.0,0,3,1,33.3,3,0,0,0,0,0,0,0,0,3,2,Matches
2470,Son,ESP,DF,Levante,La Liga,26,1994,12.3,19,12,7,10,2,7,23,30.4,16,160,43,26.9,47,63,50,23,2,0,21,15,34,23,0,Matches
2471,Brandon Soppy,FRA,DF,Rennes,Ligue 1,18,2002,6.2,25,15,19,3,3,5,11,45.5,6,95,38,40.0,46,39,10,8,0,0,8,7,32,24,0,Matches
2472,David Soria,ESP,GK,Getafe,La Liga,27,1993,28.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,1,0,0,1,0,0,1,0,Matches
2473,Roberto Soriano,ITA,MF,Bologna,Serie A,29,1991,36.1,47,32,19,19,9,11,61,18.0,50,606,157,25.9,147,270,189,37,7,0,30,25,72,47,0,Matches
2474,Alberto Soro,ESP,"FW,MF",Granada,La Liga,21,1999,4.4,5,5,0,4,1,0,4,0.0,4,94,29,30.9,25,48,21,10,0,0,10,4,9,1,0,Matches
2475,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,22,1998,22.7,22,13,11,8,3,9,22,40.9,13,172,59,34.3,82,57,33,46,6,0,40,23,45,77,0,Matches
2476,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,16,2003,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
2477,Florian Sotoca,FRA,FW,Lens,Ligue 1,29,1990,26.8,30,16,4,19,7,4,25,16.0,21,357,88,24.6,25,181,151,36,3,0,33,8,38,20,0,Matches
2478,Riccardo Sottil,ITA,"MF,FW",Cagliari,Serie A,21,1999,13.2,10,8,3,5,2,3,10,30.0,7,128,26,20.3,35,58,35,7,1,0,6,4,14,5,0,Matches
2479,Cheick Souaré,FRA,MF,Marseille,Ligue 1,17,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,1,0,1,1,0,0,1,1,0,0,Matches
2480,Tomáš Souček,CZE,MF,West Ham,Premier League,25,1995,38.0,83,50,41,34,8,25,86,29.1,61,603,163,27.0,221,291,91,56,21,0,35,55,138,145,1,Matches
2481,Rayan Souici,FRA,DF,Saint-Étienne,Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,1,0,0,0,0,0,0,0,1,0,Matches
2482,Cebio Soukou,BEN,"FW,MF",Arminia,Bundesliga,27,1992,5.1,10,6,4,4,2,4,9,44.4,5,100,25,25.0,25,41,34,3,0,0,3,1,11,5,0,Matches
2483,Adama Soumaoro,FRA,DF,Bologna,Serie A,28,1992,19.5,28,16,23,5,0,6,12,50.0,6,215,77,35.8,129,80,6,46,26,0,20,32,60,99,0,Matches
2484,Adama Soumaoro,FRA,DF,Lille,Ligue 1,28,1992,1.6,2,2,1,1,0,0,0,0.0,0,9,4,44.4,6,3,0,1,1,0,0,2,4,4,0,Matches
2485,Boubakary Soumaré,FRA,MF,Lille,Ligue 1,21,1999,21.3,47,30,18,25,4,7,24,29.2,17,277,83,30.0,87,157,33,23,6,0,17,40,87,20,0,Matches
2486,Yaya Soumaré,FRA,FW,Lyon,Ligue 1,20,2000,0.0,1,0,1,0,0,0,0,0.0,0,2,0,0.0,1,0,1,0,0,0,0,1,2,0,0,Matches
2487,Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,28,1992,13.6,53,23,41,8,4,23,45,51.1,22,240,64,26.7,146,64,30,34,6,0,28,19,72,31,0,Matches
2488,Ansou Sow,FRA,MF,Lens,Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,0.0,0,2,0,0.0,1,1,0,2,0,0,2,0,0,0,0,Matches
2489,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23,1997,24.2,67,45,28,36,3,18,53,34.0,35,536,174,32.5,167,289,80,47,10,2,37,55,122,32,0,Matches
2490,Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18,2002,11.1,30,14,23,7,0,9,18,50.0,9,125,51,40.8,81,41,3,16,9,1,7,15,45,55,2,Matches
2491,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,24,1996,20.2,31,16,14,17,0,10,31,32.3,21,166,55,33.1,93,64,9,22,10,0,12,27,58,109,2,Matches
2492,Leonardo Spinazzola,ITA,DF,Roma,Serie A,27,1993,23.6,13,5,3,10,0,5,18,27.8,13,205,55,26.8,72,70,63,27,1,0,26,31,44,32,2,Matches
2493,Marco Sportiello,ITA,GK,Atalanta,Serie A,28,1992,14.0,1,1,1,0,0,0,2,0.0,2,2,1,50.0,2,0,0,0,0,0,0,0,1,2,0,Matches
2494,Mattia Sprocati,ITA,FW,Parma,Serie A,27,1993,0.2,0,0,0,0,0,0,1,0.0,1,2,2,100.0,0,2,0,0,0,0,0,0,0,0,0,Matches
2495,Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23,1996,32.0,72,45,45,21,6,16,39,41.0,23,397,132,33.2,223,145,29,70,26,1,44,60,132,145,0,Matches
2496,Benjamin Stambouli,FRA,"MF,DF",Schalke 04,Bundesliga,29,1990,21.7,60,44,32,22,6,23,47,48.9,24,277,101,36.5,129,125,23,49,14,0,35,61,121,67,2,Matches
2497,Josip Stanišić,GER,DF,Bayern Munich,Bundesliga,20,2000,1.0,2,1,2,0,0,0,1,0.0,1,15,6,40.0,8,4,3,2,0,0,2,1,3,4,0,Matches
2498,Niklas Stark,GER,"DF,MF",Hertha BSC,Bundesliga,25,1995,31.0,66,36,34,29,3,11,35,31.4,24,429,134,31.2,209,186,34,58,18,0,40,40,106,146,0,Matches
2499,Renato Steffen,SUI,"FW,MF",Wolfsburg,Bundesliga,28,1991,17.4,26,15,8,14,4,8,29,27.6,21,286,79,27.6,70,147,69,33,3,0,30,13,39,13,0,Matches
2500,Zack Steffen,USA,GK,Manchester City,Premier League,25,1995,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2501,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,24,1996,14.2,33,18,17,15,1,19,47,40.4,28,186,58,31.2,95,80,11,33,4,1,29,18,51,42,1,Matches
2502,Dale Stephens,ENG,MF,Burnley,Premier League,31,1989,2.9,10,4,3,5,2,5,8,62.5,3,48,15,31.3,15,27,6,3,0,0,3,3,13,0,0,Matches
2503,Jack Stephens,ENG,DF,Southampton,Premier League,26,1994,17.1,37,19,22,14,1,17,38,44.7,21,168,57,33.9,94,65,9,41,13,0,28,25,62,84,1,Matches
2504,Raheem Sterling,ENG,FW,Manchester City,Premier League,25,1994,28.2,20,18,4,13,3,6,20,30.0,14,288,83,28.8,37,136,115,17,1,0,16,14,34,2,0,Matches
2505,Enda Stevens,IRL,DF,Sheffield Utd,Premier League,30,1990,30.0,54,24,29,19,6,22,59,37.3,37,417,92,22.1,195,154,68,60,14,1,46,47,101,95,2,Matches
2506,Lars Stindl,GER,"MF,FW",M'Gladbach,Bundesliga,31,1988,21.8,35,23,7,21,7,8,33,24.2,25,457,116,25.4,78,209,170,27,4,1,23,6,41,21,0,Matches
2507,Kevin Stöger,AUT,"MF,FW",Mainz 05,Bundesliga,26,1993,6.0,14,10,5,6,3,4,16,25.0,12,97,33,34.0,29,42,26,9,0,0,9,11,25,7,0,Matches
2508,John Stones,ENG,DF,Manchester City,Premier League,26,1994,21.5,20,12,13,5,2,7,14,50.0,7,131,51,38.9,67,55,9,31,14,0,17,20,40,77,0,Matches
2509,Thomas Strakosha,ALB,GK,Lazio,Serie A,25,1995,9.0,1,1,1,0,0,1,1,100.0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,2,0,Matches
2510,Tobias Strobl,GER,MF,Augsburg,Bundesliga,30,1990,20.5,25,14,12,12,1,12,36,33.3,24,312,99,31.7,107,174,31,34,12,0,22,28,53,30,0,Matches
2511,Kevin Strootman,NED,MF,Genoa,Serie A,30,1990,14.6,43,27,21,21,1,22,38,57.9,16,334,96,28.7,122,158,54,36,3,0,33,28,71,16,0,Matches
2512,Kevin Strootman,NED,MF,Marseille,Ligue 1,30,1990,2.6,11,6,5,6,0,5,9,55.6,4,61,22,36.1,23,35,3,6,2,0,4,3,14,9,0,Matches
2513,Pascal Struijk,NED,"DF,MF",Leeds United,Premier League,20,1999,23.1,56,29,37,18,1,14,29,48.3,15,382,118,30.9,204,155,23,52,23,0,29,41,97,102,1,Matches
2514,Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29,1991,29.3,21,15,13,6,2,10,29,34.5,19,255,67,26.3,117,85,53,56,11,0,45,29,50,50,2,Matches
2515,Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27,1993,4.7,9,5,3,5,1,3,9,33.3,6,101,23,22.8,22,58,21,8,0,0,8,2,11,10,0,Matches
2516,Stefano Sturaro,ITA,MF,Genoa,Serie A,27,1993,4.9,12,7,3,7,2,3,11,27.3,8,110,27,24.5,31,58,21,10,0,0,10,2,14,2,0,Matches
2517,Damián Suárez,URU,DF,Getafe,La Liga,32,1988,27.0,55,33,30,20,5,25,67,37.3,42,500,148,29.6,186,225,89,58,2,0,56,34,89,86,0,Matches
2518,Denis Suárez,ESP,MF,Celta Vigo,La Liga,26,1994,31.7,66,35,24,29,13,22,103,21.4,81,674,176,26.1,222,359,93,38,2,0,36,27,93,20,0,Matches
2519,Luis Suárez,URU,FW,Atlético Madrid,La Liga,33,1987,27.9,12,5,0,5,7,2,9,22.2,7,168,43,25.6,7,74,87,14,1,0,13,6,18,14,0,Matches
2520,Marek Suchý,CZE,DF,Augsburg,Bundesliga,32,1988,3.4,5,3,1,4,0,1,2,50.0,1,26,10,38.5,11,15,0,5,4,1,1,1,6,12,0,Matches
2521,Niklas Süle,GER,DF,Bayern Munich,Bundesliga,24,1995,16.7,33,18,18,11,4,12,24,50.0,12,159,60,37.7,69,63,27,29,11,0,18,21,54,43,1,Matches
2522,Suso,ESP,FW,Sevilla,La Liga,26,1993,24.6,20,13,8,6,6,8,29,27.6,21,227,68,30.0,50,102,75,20,0,0,20,9,29,4,0,Matches
2523,Bosko Sutalo,CRO,DF,Atalanta,Serie A,20,2000,2.6,7,5,1,3,3,2,4,50.0,2,25,12,48.0,9,9,7,3,1,0,2,2,9,16,0,Matches
2524,Mattias Svanberg,SWE,MF,Bologna,Serie A,21,1999,20.6,40,17,18,14,8,10,42,23.8,32,307,79,25.7,116,134,57,33,3,0,30,36,76,27,0,Matches
2525,Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,20,2000,0.1,2,0,2,0,0,1,1,100.0,0,2,0,0.0,2,0,0,0,0,0,0,1,3,1,0,Matches
2526,Issiaga Sylla,GUI,DF,Lens,Ligue 1,26,1994,12.4,36,21,15,18,3,12,21,57.1,9,165,61,37.0,47,74,44,25,3,0,22,16,52,25,0,Matches
2527,Eddy Sylvestre,FRA,"FW,MF",Nice,Ligue 1,20,1999,1.1,1,1,1,0,0,0,1,0.0,1,22,6,27.3,5,11,6,1,0,0,1,0,1,0,0,Matches
2528,Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,32,1987,8.1,7,7,3,2,2,1,6,16.7,5,130,41,31.5,13,60,57,4,1,0,3,3,10,2,0,Matches
2529,Wojciech Szczęsny,POL,GK,Juventus,Serie A,30,1990,29.7,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0,Matches
2530,Frederik Sørensen,DEN,DF,Köln,Bundesliga,28,1992,1.1,2,2,0,2,0,0,2,0.0,2,26,9,34.6,13,9,4,3,0,0,3,0,2,3,0,Matches
2531,Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,24,1995,16.0,11,7,1,6,4,5,19,26.3,14,315,106,33.7,11,116,188,18,2,0,16,5,16,13,0,Matches
2532,Tachi,ESP,DF,Alavés,La Liga,22,1997,9.4,12,7,10,2,0,3,11,27.3,8,73,20,27.4,47,23,3,15,6,0,9,9,21,46,0,Matches
2533,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,24,1996,24.7,35,18,23,11,1,13,23,56.5,10,212,75,35.4,107,93,12,45,16,1,29,47,82,126,0,Matches
2534,Waniss Taibi,FRA,MF,Angers,Ligue 1,18,2002,0.4,0,0,0,0,0,0,2,0.0,2,16,3,18.8,1,13,2,0,0,0,0,2,2,0,0,Matches
2535,Flavien Tait,FRA,"MF,FW",Rennes,Ligue 1,27,1993,15.2,45,30,17,24,4,12,37,32.4,25,278,94,33.8,80,125,73,15,4,0,11,24,69,8,0,Matches
2536,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,26,1994,25.6,53,41,26,24,3,12,34,35.3,22,449,143,31.8,132,232,85,50,9,0,41,35,88,55,2,Matches
2537,Japhet Tanganga,ENG,DF,Tottenham,Premier League,21,1999,5.4,4,4,4,0,0,1,3,33.3,2,76,22,28.9,40,24,12,9,4,0,5,2,6,19,0,Matches
2538,Renato Tapia,PER,MF,Celta Vigo,La Liga,25,1995,30.0,78,49,42,30,6,23,82,28.0,59,613,171,27.9,228,325,60,77,14,0,63,46,124,107,2,Matches
2539,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,21,1999,29.5,64,34,45,18,1,22,52,42.3,30,383,135,35.2,205,152,26,72,26,1,46,49,113,149,2,Matches
2540,Matt Targett,ENG,DF,Aston Villa,Premier League,24,1995,37.8,97,57,51,30,16,52,98,53.1,46,425,131,30.8,219,136,70,81,18,0,63,47,144,126,1,Matches
2541,James Tarkowski,ENG,DF,Burnley,Premier League,27,1992,36.0,74,42,60,10,4,30,54,55.6,24,252,104,41.3,174,68,10,70,46,2,24,57,131,236,1,Matches
2542,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,34,1986,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,Matches
2543,Percy Tau,RSA,"FW,MF",Brighton,Premier League,26,1994,1.1,1,0,1,0,0,1,2,50.0,1,30,3,10.0,9,11,10,2,0,0,2,0,1,0,0,Matches
2544,Niklas Tauer,GER,"MF,DF",Mainz 05,Bundesliga,19,2001,0.8,1,0,0,1,0,0,2,0.0,2,13,3,23.1,4,7,2,4,1,0,3,0,1,5,0,Matches
2545,Heriberto Tavares,POR,"MF,FW",Brest,Ligue 1,23,1997,0.5,0,0,0,0,0,0,1,0.0,1,17,4,23.5,3,10,4,0,0,0,0,1,1,1,0,Matches
2546,Sidnei Tavares,POR,MF,Leicester City,Premier League,18,2001,0.9,0,0,0,0,0,0,0,0.0,0,19,7,36.8,8,9,2,1,1,0,0,1,1,0,0,Matches
2547,Tomás Tavares,POR,"MF,DF",Alavés,La Liga,19,2001,0.7,1,1,1,0,0,1,2,50.0,1,11,1,9.1,9,0,2,0,0,0,0,1,2,2,0,Matches
2548,Charlie Taylor,ENG,DF,Burnley,Premier League,26,1993,27.0,46,25,25,13,8,22,48,45.8,26,226,71,31.4,96,96,34,67,19,0,48,28,74,96,1,Matches
2549,Neil Taylor,WAL,DF,Aston Villa,Premier League,31,1989,0.2,1,0,1,0,0,0,0,0.0,0,4,0,0.0,3,0,1,0,0,0,0,0,1,0,0,Matches
2550,Allan Tchaptchet,FRA,DF,Southampton,Premier League,18,2001,0.1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
2551,Warren Tchimbembé,FRA,"MF,FW",Metz,Ligue 1,22,1998,5.5,4,3,3,1,0,3,8,37.5,5,78,22,28.2,26,39,13,9,1,0,8,3,7,5,0,Matches
2552,Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,20,2000,34.0,142,97,57,66,19,40,94,42.6,54,656,241,36.7,227,328,101,54,12,0,42,64,206,70,0,Matches
2553,Álvaro Tejero,ESP,DF,Eibar,La Liga,24,1996,1.2,5,3,0,3,2,2,3,66.7,1,15,5,33.3,4,9,2,2,0,0,2,0,5,6,0,Matches
2554,Nathan Tella,ENG,"FW,MF",Southampton,Premier League,21,1999,8.3,12,8,1,5,6,5,15,33.3,10,221,56,25.3,32,107,82,13,0,0,13,9,21,5,0,Matches
2555,Alex Telles,BRA,DF,Manchester Utd,Premier League,27,1992,7.7,12,6,10,2,0,5,14,35.7,9,68,22,32.4,38,20,10,11,1,0,10,12,24,27,0,Matches
2556,Andrés Tello,COL,"DF,MF",Benevento,Serie A,23,1996,4.6,11,8,8,3,0,4,20,20.0,16,93,31,33.3,43,33,17,11,1,0,10,7,18,9,0,Matches
2557,Cristian Tello,ESP,"FW,MF",Betis,La Liga,28,1991,14.3,13,9,4,7,2,5,27,18.5,22,192,46,24.0,33,99,60,21,0,0,21,8,21,3,0,Matches
2558,Lino Tempelmann,GER,"MF,DF",Freiburg,Bundesliga,21,1999,3.0,5,3,2,3,0,0,2,0.0,2,63,16,25.4,24,36,3,8,1,0,7,0,5,7,0,Matches
2559,Hidde ter Avest,NED,DF,Udinese,Serie A,23,1997,3.9,4,3,3,1,0,3,5,60.0,2,44,18,40.9,18,18,8,7,1,0,6,0,4,5,0,Matches
2560,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,28,1992,31.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,3,1,Matches
2561,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,30,1990,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
