Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2362,Gianluca Scamacca,ITA,FW,Genoa,Serie A,21,1999,15.0,239,356,67.1,4010,506,135,179,75.4,66,106,62.3,27,42,64.3,2,1.7,0.3,14,11,5,1,16,Matches
2363,Dane Scarlett,ENG,FW,Tottenham,Premier League,16,2004,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2364,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,28,1991,13.8,453,583,77.7,10909,4622,133,148,89.9,199,227,87.7,120,203,59.1,0,0.0,0.0,1,40,12,0,39,Matches
2365,Aurélien Scheidler,FRA,FW,Dijon,Ligue 1,22,1998,3.8,57,76,75.0,886,82,29,38,76.3,22,29,75.9,3,6,50.0,0,0.3,-0.3,4,0,2,0,2,Matches
2366,Nicolás Schiappacasse,URU,MF,Sassuolo,Serie A,21,1999,0.2,1,1,100.0,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2367,Pasquale Schiattarella,ITA,MF,Benevento,Serie A,33,1987,25.0,1116,1374,81.2,21798,6622,431,483,89.2,483,563,85.8,172,272,63.2,1,2.8,-1.8,24,132,28,2,136,Matches
2368,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,24,1996,20.7,311,430,72.3,4324,591,180,234,76.9,94,133,70.7,15,21,71.4,1,2.3,-1.3,21,10,2,0,16,Matches
2369,Sven Schipplock,GER,"FW,MF",Arminia,Bundesliga,31,1988,8.3,100,182,54.9,1460,353,58,90,64.4,33,54,61.1,5,15,33.3,0,0.9,-0.9,10,11,0,0,10,Matches
2370,Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,22,1997,29.2,987,1279,77.2,18821,4872,390,482,80.9,444,529,83.9,138,221,62.4,4,3.3,0.7,21,112,24,1,111,Matches
2371,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,23,1997,18.4,668,810,82.5,15513,5039,148,165,89.7,368,415,88.7,148,219,67.6,0,0.2,-0.2,2,36,3,0,43,Matches
2372,Nico Schlotterbeck,GER,DF,Union Berlin,Bundesliga,20,1999,14.3,653,801,81.5,14090,4639,205,217,94.5,329,360,91.4,117,205,57.1,0,0.2,-0.2,1,61,2,0,61,Matches
2373,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27,1992,15.9,304,429,70.9,4887,1406,156,203,76.8,118,159,74.2,21,39,53.8,3,1.7,1.3,17,31,10,2,36,Matches
2374,Kasper Schmeichel,DEN,GK,Leicester City,Premier League,33,1986,38.0,885,1218,72.7,27045,14438,119,121,98.3,405,411,98.5,358,683,52.4,0,0.0,0.0,0,7,0,0,0,Matches
2375,Jonathan Schmid,FRA,"DF,MF",Freiburg,Bundesliga,30,1990,26.6,1012,1320,76.7,20309,8892,386,450,85.8,448,561,79.9,165,257,64.2,2,2.1,-0.1,26,83,37,22,127,Matches
2376,Romano Schmid,AUT,"FW,MF",Werder Bremen,Bundesliga,20,2000,13.1,340,473,71.9,5136,1813,181,219,82.6,125,169,74.0,22,45,48.9,3,1.0,2.0,13,38,14,4,60,Matches
2377,Benno Schmitz,GER,DF,Köln,Bundesliga,25,1994,4.6,178,246,72.4,3380,1634,74,85,87.1,75,95,78.9,26,58,44.8,1,0.4,0.6,5,17,3,1,28,Matches
2378,Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,30,1989,24.4,1422,1614,88.1,26775,6731,580,631,91.9,616,661,93.2,187,262,71.4,1,1.1,-0.1,12,128,9,0,103,Matches
2379,Alessandro Schöpf,AUT,"FW,MF",Schalke 04,Bundesliga,26,1994,10.5,289,362,79.8,4194,960,170,198,85.9,89,103,86.4,18,28,64.3,0,0.4,-0.4,4,17,3,0,21,Matches
2380,Jerdy Schouten,NED,MF,Bologna,Serie A,23,1997,27.9,1204,1388,86.7,23631,6125,462,536,86.2,529,589,89.8,191,227,84.1,1,2.7,-1.7,24,135,12,0,118,Matches
2381,Nico Schulz,GER,DF,Dortmund,Bundesliga,27,1993,6.8,381,462,82.5,6481,2145,184,204,90.2,162,183,88.5,30,55,54.5,0,0.3,-0.3,5,23,6,2,33,Matches
2382,Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,28,1992,26.0,726,918,79.1,22262,12459,104,105,99.0,335,336,99.7,287,477,60.2,0,0.0,0.0,1,7,0,0,1,Matches
2383,Christopher Scott,GER,"FW,MF",Bayern Munich,Bundesliga,18,2002,0.4,6,8,75.0,62,22,4,4,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches
2384,Matteo Scozzarella,ITA,MF,Parma,Serie A,32,1988,1.7,85,109,78.0,1925,414,24,25,96.0,37,39,94.9,24,44,54.5,0,0.3,-0.3,5,8,0,0,5,Matches
2385,Simone Scuffet,ITA,GK,Udinese,Serie A,24,1996,1.0,20,28,71.4,883,646,1,1,100.0,6,6,100.0,13,21,61.9,0,0.0,0.0,0,0,0,0,0,Matches
2386,Jacopo Segre,ITA,MF,Torino,Serie A,23,1997,2.1,94,107,87.9,1994,304,36,40,90.0,30,36,83.3,26,27,96.3,0,0.0,0.0,1,8,0,0,2,Matches
2387,Davie Selke,GER,FW,Werder Bremen,Bundesliga,25,1995,9.0,131,223,58.7,1849,424,79,122,64.8,40,70,57.1,6,12,50.0,1,0.7,0.3,7,6,4,0,13,Matches
2388,Malik Sellouki,FRA,"FW,MF",Nice,Ligue 1,20,2000,0.7,20,30,66.7,289,78,12,12,100.0,7,11,63.6,1,5,20.0,0,0.0,0.0,0,3,0,0,3,Matches
2389,Matz Sels,BEL,GK,Strasbourg,Ligue 1,28,1992,6.0,110,175,62.9,4152,3081,18,18,100.0,34,34,100.0,57,122,46.7,0,0.0,0.0,0,2,1,0,0,Matches
2390,Nélson Semedo,POR,DF,Wolves,Premier League,26,1993,33.1,1541,1892,81.4,24883,7784,866,947,91.4,518,621,83.4,129,223,57.8,1,1.1,-0.1,20,93,24,14,100,Matches
2391,Léo Sena,BRA,MF,Spezia,Serie A,24,1995,9.8,532,602,88.4,12672,3163,124,139,89.2,248,272,91.2,149,171,87.1,0,0.1,-0.1,2,112,5,1,63,Matches
2392,Stefano Sensi,ITA,MF,Inter,Serie A,24,1995,6.7,351,426,82.4,6422,1748,164,182,90.1,140,166,84.3,43,68,63.2,0,1.0,-1.0,12,37,12,2,45,Matches
2393,Jaime Seoane,ESP,MF,Huesca,La Liga,23,1997,22.9,677,881,76.8,13558,2637,271,325,83.4,247,292,84.6,132,205,64.4,1,1.2,-0.2,12,55,11,3,45,Matches
2394,Luigi Sepe,ITA,GK,Parma,Serie A,29,1991,36.0,1133,1445,78.4,36744,24416,176,178,98.9,450,458,98.3,501,803,62.4,0,0.0,0.0,0,28,0,0,1,Matches
2395,Suat Serdar,GER,MF,Schalke 04,Bundesliga,23,1997,21.7,469,613,76.5,9631,2215,165,214,77.1,199,240,82.9,94,121,77.7,3,1.5,1.5,15,48,10,0,58,Matches
2396,Jean Seri,CIV,MF,Bordeaux,Ligue 1,29,1991,7.9,456,518,88.0,9392,1830,156,169,92.3,211,229,92.1,82,107,76.6,0,0.5,-0.5,5,33,4,2,28,Matches
2397,Femi Seriki,ENG,DF,Sheffield Utd,Premier League,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2398,Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20,2000,17.5,727,934,77.8,12868,4621,328,360,91.1,322,410,78.5,66,116,56.9,3,1.8,1.2,16,51,24,11,72,Matches
2399,Nils Seufert,GER,"MF,FW",Arminia,Bundesliga,23,1997,3.8,125,154,81.2,1870,444,70,78,89.7,46,51,90.2,6,16,37.5,1,0.3,0.7,4,12,1,0,10,Matches
2400,Edgar Sevikyan,RUS,MF,Levante,La Liga,18,2001,0.1,3,5,60.0,35,3,2,3,66.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2401,Stephan El Shaarawy,ITA,"FW,MF",Roma,Serie A,27,1992,6.4,186,240,77.5,3320,614,80,101,79.2,84,96,87.5,18,24,75.0,1,1.5,-0.5,16,10,6,2,9,Matches
2402,Jamie Shackleton,ENG,"MF,DF",Leeds United,Premier League,20,1999,5.1,182,206,88.3,2900,627,89,98,90.8,73,81,90.1,13,15,86.7,0,0.3,-0.3,2,7,2,1,7,Matches
2403,Xherdan Shaqiri,SUI,"MF,FW",Liverpool,Premier League,28,1991,6.2,356,426,83.6,6282,1550,165,183,90.2,132,153,86.3,46,64,71.9,2,3.0,-1.0,19,25,26,5,39,Matches
2404,Billy Sharp,ENG,FW,Sheffield Utd,Premier League,34,1986,8.2,86,123,69.9,1158,168,46,59,78.0,31,44,70.5,0,2,0.0,0,0.6,-0.6,4,2,3,0,6,Matches
2405,Luke Shaw,ENG,DF,Manchester Utd,Premier League,25,1995,29.5,1645,2015,81.6,25958,11037,923,1005,91.8,568,667,85.2,119,253,47.0,5,5.2,-0.2,71,87,46,16,154,Matches
2406,Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,28,1992,29.1,1046,1417,73.8,25932,7709,316,366,86.3,432,521,82.9,291,504,57.7,3,2.7,0.3,38,132,23,5,110,Matches
2407,Eldor Shomurodov,UZB,FW,Genoa,Serie A,25,1995,18.6,342,483,70.8,4738,866,214,270,79.3,93,133,69.9,14,27,51.9,1,2.0,-1.0,20,13,10,3,25,Matches
2408,Shola Shoretire,ENG,FW,Manchester Utd,Premier League,16,2004,0.1,6,8,75.0,84,12,4,5,80.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0,1,0,0,0,Matches
2409,Mahame Siby,FRA,"MF,FW",Strasbourg,Ligue 1,24,1996,0.2,9,12,75.0,112,33,7,7,100.0,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2410,Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18,2002,0.1,1,2,50.0,12,12,1,1,100.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches
2411,Djibril Sidibé,FRA,DF,Monaco,Ligue 1,28,1992,22.0,1522,1826,83.4,29460,10344,533,596,89.4,786,886,88.7,179,300,59.7,2,2.5,-0.5,25,117,27,9,133,Matches
2412,Sidnei,BRA,DF,Betis,La Liga,30,1989,7.7,462,510,90.6,9771,2627,130,134,97.0,254,271,93.7,73,96,76.0,0,0.0,0.0,0,11,1,0,11,Matches
2413,Kaj Sierhuis,NED,FW,Reims,Ligue 1,22,1998,7.2,110,168,65.5,1905,417,59,82,72.0,36,54,66.7,13,22,59.1,1,0.6,0.4,9,12,5,1,14,Matches
2414,Tim Siersleben,GER,DF,Wolfsburg,Bundesliga,20,2000,0.4,20,21,95.2,434,91,5,5,100.0,11,11,100.0,4,5,80.0,0,0.0,0.0,0,1,0,0,0,Matches
2415,Gylfi Sigurðsson,ISL,MF,Everton,Premier League,30,1989,25.0,749,947,79.1,13596,3452,328,381,86.1,298,335,89.0,100,184,54.3,5,4.8,0.2,45,52,22,5,62,Matches
2416,Luca Siligardi,ITA,MF,Crotone,Serie A,32,1988,0.5,17,22,77.3,325,98,4,5,80.0,11,14,78.6,2,3,66.7,0,0.0,0.0,2,4,1,0,3,Matches
2417,Luca Siligardi,ITA,FW,Parma,Serie A,32,1988,0.4,15,22,68.2,244,19,9,12,75.0,5,5,100.0,1,4,25.0,0,0.0,0.0,1,0,0,0,0,Matches
2418,Adrien Silva,POR,MF,Sampdoria,Serie A,31,1989,17.8,839,959,87.5,17222,4144,310,342,90.6,346,387,89.4,164,197,83.2,1,0.9,0.1,10,80,8,0,66,Matches
2419,André Silva,POR,FW,Eint Frankfurt,Bundesliga,24,1995,30.7,584,788,74.1,8590,1487,336,421,79.8,202,263,76.8,22,34,64.7,7,5.5,1.5,29,33,17,3,46,Matches
2420,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,25,1994,22.9,1280,1427,89.7,21635,3374,636,677,93.9,490,533,91.9,119,152,78.3,6,3.7,2.3,32,81,32,0,72,Matches
2421,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23,1997,26.3,1186,1500,79.1,21251,6308,506,563,89.9,557,690,80.7,107,195,54.9,4,3.1,0.9,28,56,44,13,111,Matches
2422,David Silva,ESP,MF,Real Sociedad,La Liga,34,1986,15.5,728,872,83.5,12809,3280,355,404,87.9,268,313,85.6,94,119,79.0,5,4.0,1.0,29,79,50,1,102,Matches
2423,Fábio Silva,POR,FW,Wolves,Premier League,18,2002,15.2,227,305,74.4,3154,438,136,163,83.4,66,85,77.6,12,28,42.9,3,0.5,2.5,11,8,6,0,17,Matches
2424,Florent da Silva,FRA,FW,Lyon,Ligue 1,17,2003,0.0,1,1,100.0,12,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2425,Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29,1991,3.9,191,229,83.4,3331,1175,97,105,92.4,68,81,84.0,20,31,64.5,0,0.2,-0.2,3,16,8,5,14,Matches
2426,Gastón Silva,URU,DF,Huesca,La Liga,26,1994,6.7,282,325,86.8,6022,2032,85,92,92.4,141,152,92.8,53,76,69.7,0,0.0,0.0,1,24,1,0,24,Matches
2427,Rui Silva,POR,GK,Granada,La Liga,26,1994,32.0,591,1075,55.0,23837,17571,70,70,100.0,197,201,98.0,321,800,40.1,0,0.0,0.0,1,31,1,0,0,Matches
2428,Thiago Silva,BRA,DF,Chelsea,Premier League,35,1984,21.5,1749,1871,93.5,38049,11880,471,489,96.3,950,978,97.1,317,385,82.3,0,0.3,-0.3,5,113,7,0,78,Matches
2429,Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29,1991,34.0,447,1002,44.6,17198,14237,62,63,98.4,143,147,97.3,242,791,30.6,0,0.0,0.0,0,13,1,0,0,Matches
2430,Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20,2000,17.9,705,852,82.7,16589,5409,196,223,87.9,326,362,90.1,178,249,71.5,1,1.1,-0.1,4,66,11,1,62,Matches
2431,Giovanni Simeone,ARG,FW,Cagliari,Serie A,25,1995,19.3,253,343,73.8,3721,418,131,162,80.9,93,123,75.6,14,22,63.6,2,1.2,0.8,11,8,3,1,9,Matches
2432,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,25,1995,25.8,474,731,64.8,7543,2280,269,337,79.8,155,234,66.2,36,108,33.3,5,3.4,1.6,32,25,25,11,45,Matches
2433,Unai Simón,ESP,GK,Athletic Club,La Liga,23,1997,37.0,750,1063,70.6,25811,17983,107,107,100.0,293,297,98.7,344,653,52.7,0,0.1,-0.1,1,16,1,0,2,Matches
2434,Xavi Simons,NED,MF,Paris S-G,Ligue 1,17,2003,0.0,6,8,75.0,89,14,4,5,80.0,0,0,0.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
2435,Jóan Símun Edmundsson,FRO,"MF,FW",Arminia,Bundesliga,29,1991,0.6,11,15,73.3,209,43,6,7,85.7,3,5,60.0,2,3,66.7,0,0.0,0.0,0,1,0,0,1,Matches
2436,Wilfried Singo,CIV,DF,Torino,Serie A,19,2000,20.6,736,959,76.7,12478,4526,358,398,89.9,308,398,77.4,60,122,49.2,2,2.9,-0.9,23,34,21,9,66,Matches
2437,Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25,1995,17.4,1058,1290,82.0,20459,6202,418,468,89.3,472,537,87.9,152,236,64.4,0,0.7,-0.7,14,79,16,1,74,Matches
2438,Dimitris Siovas,GRE,DF,Huesca,La Liga,31,1988,34.1,1515,1830,82.8,33983,9886,369,412,89.6,862,943,91.4,271,452,60.0,0,0.2,-0.2,3,77,1,0,76,Matches
2439,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32,1988,3.8,96,147,65.3,3467,2488,17,17,100.0,30,31,96.8,49,99,49.5,0,0.0,0.0,0,2,0,0,0,Matches
2440,Salvatore Sirigu,ITA,GK,Torino,Serie A,33,1987,32.0,708,1012,70.0,20967,13380,167,169,98.8,242,248,97.6,285,579,49.2,0,0.0,0.0,0,14,0,0,0,Matches
2441,Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18,2002,0.9,41,44,93.2,650,165,21,23,91.3,16,17,94.1,2,2,100.0,0,0.0,0.0,0,3,0,0,6,Matches
2442,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,22,1997,28.7,941,1162,81.0,19465,5312,333,390,85.4,430,482,89.2,163,251,64.9,0,0.4,-0.4,5,103,13,4,106,Matches
2443,Moussa Sissoko,FRA,MF,Tottenham,Premier League,30,1989,17.6,666,792,84.1,11832,2566,295,339,87.0,285,317,89.9,71,105,67.6,0,0.5,-0.5,5,50,6,2,36,Matches
2444,Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,23,1997,5.3,208,280,74.3,4353,1482,82,101,81.2,76,101,75.2,47,71,66.2,0,0.0,0.0,2,14,0,0,15,Matches
2445,Antonio Sivera,ESP,GK,Alavés,La Liga,23,1996,0.8,10,22,45.5,361,285,2,2,100.0,3,3,100.0,5,17,29.4,0,0.0,0.0,0,0,0,0,0,Matches
2446,Jacques Siwe,FRA,FW,Dijon,Ligue 1,19,2001,1.9,24,35,68.6,293,29,15,21,71.4,7,9,77.8,0,1,0.0,0,0.2,-0.2,2,1,0,0,0,Matches
2447,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25,1995,30.9,1318,1514,87.1,25957,7365,474,535,88.6,592,640,92.5,213,282,75.5,2,1.1,0.9,17,82,19,3,103,Matches
2448,Łukasz Skorupski,POL,GK,Bologna,Serie A,29,1991,28.0,749,966,77.5,18548,10340,186,187,99.5,295,300,98.3,224,433,51.7,0,0.0,0.0,0,3,0,0,1,Matches
2449,Andreas Skov Olsen,DEN,"FW,DF",Bologna,Serie A,20,1999,13.1,419,555,75.5,6795,1851,216,249,86.7,150,191,78.5,37,80,46.3,3,2.1,0.9,24,9,13,5,35,Matches
2450,Robert Skov,DEN,"FW,DF",Hoffenheim,Bundesliga,24,1996,12.9,360,518,69.5,6820,1884,158,194,81.4,144,188,76.6,50,105,47.6,0,1.3,-1.3,15,18,17,5,41,Matches
2451,Milan Škriniar,SVK,DF,Inter,Serie A,25,1995,30.9,2027,2193,92.4,39131,11303,742,777,95.5,1062,1118,95.0,211,270,78.1,0,0.4,-0.4,4,131,12,2,122,Matches
2452,Steven Skrzybski,GER,"FW,DF",Schalke 04,Bundesliga,27,1992,4.7,76,127,59.8,1450,516,32,45,71.1,32,45,71.1,11,23,47.8,0,0.1,-0.1,2,5,2,1,9,Matches
2453,Petar Škuletić,SRB,"FW,MF",Montpellier,Ligue 1,30,1990,2.6,41,72,56.9,543,86,26,40,65.0,13,25,52.0,1,4,25.0,0,0.4,-0.4,4,3,1,0,2,Matches
2454,Islam Slimani,ALG,FW,Leicester City,Premier League,32,1988,0.2,8,11,72.7,108,16,5,6,83.3,3,5,60.0,0,0,0.0,0,0.0,0.0,1,0,0,0,1,Matches
2455,Islam Slimani,ALG,FW,Lyon,Ligue 1,32,1988,6.4,182,245,74.3,2511,621,104,132,78.8,56,75,74.7,8,12,66.7,1,1.5,-0.5,10,15,8,2,18,Matches
2456,William Smallbone,IRL,MF,Southampton,Premier League,20,2000,1.9,64,78,82.1,1113,243,28,31,90.3,31,34,91.2,4,11,36.4,0,0.0,0.0,0,4,1,0,5,Matches
2457,Chris Smalling,ENG,DF,Roma,Serie A,30,1989,12.3,613,664,92.3,13148,3270,148,157,94.3,364,376,96.8,95,122,77.9,1,0.5,0.5,2,19,0,0,12,Matches
2458,Emile Smith-Rowe,ENG,"MF,FW",Arsenal,Premier League,20,2000,16.0,635,724,87.7,9532,1794,349,386,90.4,237,259,91.5,30,40,75.0,4,3.0,1.0,24,37,14,2,42,Matches
2459,Robert Snodgrass,SCO,"MF,FW",West Brom,Premier League,32,1987,5.8,105,133,78.9,1699,544,59,71,83.1,36,48,75.0,7,11,63.6,0,0.3,-0.3,3,9,5,0,15,Matches
2460,Robert Snodgrass,SCO,"FW,DF",West Ham,Premier League,32,1987,0.1,3,3,100.0,35,13,3,3,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2461,Cédric Soares,POR,DF,Arsenal,Premier League,28,1991,8.3,351,463,75.8,5737,2100,199,227,87.7,118,155,76.1,30,62,48.4,1,0.9,0.1,6,29,7,2,27,Matches
2462,Rafa Soares,POR,DF,Eibar,La Liga,25,1995,12.6,490,702,69.8,9958,4833,193,222,86.9,213,289,73.7,79,163,48.5,1,1.2,-0.2,14,48,13,10,54,Matches
2463,Rubén Sobrino,ESP,"MF,FW",Valencia,La Liga,28,1992,0.5,17,23,73.9,228,46,12,13,92.3,2,4,50.0,2,3,66.7,0,0.0,0.0,1,0,0,0,0,Matches
2464,Rubén Sobrino,ESP,"FW,MF",Cádiz,La Liga,28,1992,12.4,187,257,72.8,2948,682,100,126,79.4,63,85,74.1,16,27,59.3,0,0.8,-0.8,9,15,3,0,15,Matches
2465,Simon Sohm,SUI,MF,Parma,Serie A,19,2001,10.0,370,432,85.6,6782,1417,157,179,87.7,166,183,90.7,42,62,67.7,0,0.3,-0.3,5,26,3,0,34,Matches
2466,Augusto Solari,ARG,MF,Celta Vigo,La Liga,28,1992,5.4,145,202,71.8,2348,790,78,97,80.4,44,59,74.6,16,31,51.6,2,1.3,0.7,10,9,5,3,12,Matches
2467,Roberto Soldado,ESP,FW,Granada,La Liga,35,1985,16.0,216,347,62.2,3090,417,130,176,73.9,60,99,60.6,14,33,42.4,0,0.7,-0.7,8,13,5,1,12,Matches
2468,Carlos Soler,ESP,MF,Valencia,La Liga,23,1997,30.4,1286,1577,81.5,25704,7113,511,545,93.8,521,580,89.8,220,393,56.0,8,4.6,3.4,44,158,23,0,126,Matches
2469,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31,1988,30.1,1010,1239,81.5,26802,13362,211,212,99.5,468,472,99.2,321,544,59.0,0,0.0,0.0,0,1,0,0,2,Matches
2470,Son,ESP,DF,Levante,La Liga,26,1994,12.3,485,637,76.1,9205,3330,206,245,84.1,206,243,84.8,65,115,56.5,0,1.2,-1.2,18,27,28,15,70,Matches
2471,Brandon Soppy,FRA,DF,Rennes,Ligue 1,18,2002,6.2,323,406,79.6,5516,1836,157,175,89.7,131,156,84.0,31,59,52.5,0,0.1,-0.1,2,15,6,2,26,Matches
2472,David Soria,ESP,GK,Getafe,La Liga,27,1993,28.0,401,856,46.8,21010,17595,12,12,100.0,61,61,100.0,326,780,41.8,0,0.1,-0.1,1,54,2,0,0,Matches
2473,Roberto Soriano,ITA,MF,Bologna,Serie A,29,1991,36.1,1232,1518,81.2,19954,6232,635,739,85.9,456,540,84.4,100,146,68.5,6,6.4,-0.4,48,108,51,5,172,Matches
2474,Alberto Soro,ESP,"FW,MF",Granada,La Liga,21,1999,4.4,94,129,72.9,1534,352,52,64,81.3,30,35,85.7,10,24,41.7,2,0.4,1.6,6,4,5,1,12,Matches
2475,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,22,1998,22.7,908,1289,70.4,15878,6758,451,516,87.4,344,458,75.1,98,259,37.8,9,5.9,3.1,57,53,44,28,99,Matches
2476,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,16,2003,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2477,Florian Sotoca,FRA,FW,Lens,Ligue 1,29,1990,26.8,654,920,71.1,11827,2299,313,417,75.1,234,308,76.0,89,136,65.4,3,3.6,-0.6,24,47,26,5,83,Matches
2478,Riccardo Sottil,ITA,"MF,FW",Cagliari,Serie A,21,1999,13.2,292,390,74.9,5572,1216,132,158,83.5,113,153,73.9,42,59,71.2,1,1.8,-0.8,17,19,25,4,38,Matches
2479,Cheick Souaré,FRA,MF,Marseille,Ligue 1,17,2002,0.1,2,3,66.7,60,15,1,1,100.0,0,0,0.0,1,1,100.0,0,0.0,0.0,0,0,1,0,1,Matches
2480,Tomáš Souček,CZE,MF,West Ham,Premier League,25,1995,38.0,1184,1539,76.9,21845,5546,525,667,78.7,467,598,78.1,164,216,75.9,1,1.5,-0.5,16,102,11,2,103,Matches
2481,Rayan Souici,FRA,DF,Saint-Étienne,Ligue 1,22,1998,0.1,7,8,87.5,184,65,1,1,100.0,4,5,80.0,2,2,100.0,0,0.0,0.0,0,0,0,0,1,Matches
2482,Cebio Soukou,BEN,"FW,MF",Arminia,Bundesliga,27,1992,5.1,101,115,87.8,1669,288,46,50,92.0,39,44,88.6,10,13,76.9,0,0.1,-0.1,4,5,3,1,11,Matches
2483,Adama Soumaoro,FRA,DF,Bologna,Serie A,28,1992,19.5,821,897,91.5,16065,4656,278,301,92.4,425,443,95.9,109,136,80.1,0,0.1,-0.1,2,23,0,0,36,Matches
2484,Adama Soumaoro,FRA,DF,Lille,Ligue 1,28,1992,1.6,116,121,95.9,2764,744,22,24,91.7,70,71,98.6,23,25,92.0,0,0.0,0.0,0,2,0,0,1,Matches
2485,Boubakary Soumaré,FRA,MF,Lille,Ligue 1,21,1999,21.3,1368,1575,86.9,26443,6644,551,619,89.0,605,677,89.4,190,252,75.4,1,1.2,-0.2,15,185,7,2,149,Matches
2486,Yaya Soumaré,FRA,FW,Lyon,Ligue 1,20,2000,0.0,1,1,100.0,17,0,0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2487,Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,28,1992,13.6,486,648,75.0,8253,3914,226,262,86.3,205,265,77.4,44,88,50.0,1,0.5,0.5,9,26,21,13,51,Matches
2488,Ansou Sow,FRA,MF,Lens,Ligue 1,20,2000,0.1,1,2,50.0,9,0,1,1,100.0,0,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2489,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23,1997,24.2,1075,1215,88.5,19259,4660,479,522,91.8,474,530,89.4,110,138,79.7,2,1.6,0.4,19,70,12,0,114,Matches
2490,Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18,2002,11.1,483,561,86.1,10429,3542,129,140,92.1,261,279,93.5,86,127,67.7,0,0.1,-0.1,1,15,1,0,25,Matches
2491,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,24,1996,20.2,1202,1351,89.0,22877,6879,436,468,93.2,639,683,93.6,115,179,64.2,0,0.2,-0.2,4,74,5,3,72,Matches
2492,Leonardo Spinazzola,ITA,DF,Roma,Serie A,27,1993,23.6,1014,1284,79.0,18574,5769,440,507,86.8,455,539,84.4,108,181,59.7,4,5.0,-1.0,36,68,42,21,114,Matches
2493,Marco Sportiello,ITA,GK,Atalanta,Serie A,28,1992,14.0,314,375,83.7,8559,4632,52,52,100.0,160,161,99.4,99,159,62.3,0,0.0,0.0,0,0,0,0,0,Matches
2494,Mattia Sprocati,ITA,FW,Parma,Serie A,27,1993,0.2,5,5,100.0,85,7,2,2,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2495,Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23,1996,32.0,1094,1343,81.5,24141,8655,296,344,86.0,573,626,91.5,216,337,64.1,1,0.2,0.8,5,77,15,3,103,Matches
